Month, Year, Carrier_Name, model_id, Num_Customers
5,2012,VERIZON,ASDASDASDCH-U380HK123VZW,3
5,2012,VERIZON,ASDASDASDCH-I5QWE5ZK123VZW,1
5,2012,VERIZON,ASDASDASDCH-I535MB123VZW,1
5,2012,VERIZON,ASDASDASDCH-UQWE60MB123VZW,1
5,2012,VERIZON,ASDASDASDCH-I515MASDASDASD123VZW,3
5,2012,VERIZON,ASDASDASDCH-I510R123123VZW,1
5,2012,VERIZON,ASDASDASDCH-IQWE05LK123VZW,1
5,2012,VERIZON,ASDASDASDCH-I605MASDASDASD123VZW,2
5,2012,VERIZON,ASDASDASDCH-U660CN123VZW,1
6,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,2
6,2012,AT&T,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,3
6,2012,AT&T,ASDASDASDGH-I89ASDZK123123TT,4
6,2012,AT&T,ASDASDASDGH-12369ASDZK123123TT,1
6,2012,AT&T,ASDASDASDGH-I99ASDZK123123TT,3
6,2012,AT&T,ASDASDASDGH-12392ASDZ123123123TT,1
6,2012,AT&T,ASDASDASDGH-IASD1ASDZB123123TT,4
6,2012,AT&T,ASDASDASDGH-12313ASDIBB123TT,1
6,2012,AT&T,ASDASDASDGH-IASD2ASDD123123123TT,2
6,2012,AT&T,ASDASDASDGH-I91ASDZK123123TT,4
6,2012,AT&T,ASDASDASDGH-IASD2ASDZW123123TT,2
6,2012,AT&T,ASDASDASDGH-IQWE0ASDZK123123TT,1
6,2012,AT&T,ASDASDASDGH-IASD1ASDRW123123TT,2
6,2012,AT&T,ASDASDASDGH-IASDASDASDZK123123TT,1
6,2012,AT&T,ASDASDASDEG-I99ASDZK123123TT,1
6,2012,AT&T,ASDASDASDGH-12381ASDZK123123TT,1
6,2012,BOOST MOBILE,ASDASDASDPH-M930ZK123BASDASDASDT,4
6,2012,BOOST MOBILE,ASDASDASDPH-M820ZK123BASDASDASDT,3
6,2012,CRICKET,ASDASDASDCH-R631DW123CRI,1
6,2012,METRO PCS,ASDASDASDCH-R910ZK123MTR,1
6,2012,METRO PCS,ASDASDASDCH-R920DASDASDASD123MTR,1
6,2012,METRO PCS,ASDASDASDCH-RASD20Z123123MTR,1
6,2012,OPEN/GENERIC GSM,GT-I9250TASDASDASDGGEN,2
6,2012,Other,GT-PASD510M123VX123B,2
6,2012,Other,GT-P3113GRASDASDASDX123R,23
6,2012,Other,GT-P5113TASDASDASDYX123R,3
6,2012,Other,GT-PASD510M123YX123B,3
6,2012,Other,GT-P5113TASDASDASD123X123R,16
6,2012,Other,GT-P6210M123123X123R,1
6,2012,Other,GT-PASD510FKDX123R,1
6,2012,Other,GT-PASD510UWVX123B,1
6,2012,Other,GT-PASD510M123YX123R,1
6,2012,Other,GT-P3113TASDASDASDYX123R,1
6,2012,Other,GT-PASD510UWYX123B,1
6,2012,SPRINT,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-D600ZK123ASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-M580CR123ASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-P100ZK123ASDASDASDPR,1
6,2012,SPRINT,GT-PASD510M123DASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-M350TI123ASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-LASD10MBBASDASDASDPR,1
6,2012,SPRINT,ASDASDASDPH-DASD10ZK123ASDASDASDPR,3
6,2012,SPRINT,ASDASDASDPH-LASD10MB123ASDASDASDPR,7
6,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBBTMB,1
6,2012,T-MOBILE,ASDASDASDGH-T889PASDASDASD123TMB,1
6,2012,T-MOBILE,ASDASDASDGH-M919ZK123TMB,3
6,2012,T-MOBILE,ASDASDASDGH-TQWE99M123WTMB,1
6,2012,T-MOBILE,ASDASDASDGH-T8QWE9ZK123TMB,1
6,2012,T-MOBILE,ASDASDASDGH-T999MB123TMB,9
6,2012,T-MOBILE,ASDASDASDGH-T959ZKBTMB,1
6,2012,T-MOBILE,ASDASDASDGH-T989ZKBTMB,4
6,2012,T-MOBILE,ASDASDASDGH-T989ZWBTMB,1
6,2012,T-MOBILE,ASDASDASDGH-T989123123BTMB,7
6,2012,T-MOBILE,ASDASDASDGH-T859UWBTMB,2
6,2012,T-MOBILE,ASDASDASDGH-T839H123BTMB,1
6,2012,TRACFONE,ASDASDASDGH-T528DB123TFN,1
6,2012,TRACFONE,ASDASDASDCH-R3ASD5ZK123TFN,1
6,2012,US CELLULAR,ASDASDASDCH-RASD60IB123UASDASDASDC,3
6,2012,US CELLULAR,ASDASDASDCH-R530RW123UASDASDASDC,1
6,2012,VERIZON,ASDASDASDCH-UASD00ZN123VZW,1
6,2012,VERIZON,ASDASDASDCH-I800BK123VZW,2
6,2012,VERIZON,ASDASDASDCH-U380HK123VZW,1
6,2012,VERIZON,ASDASDASDCH-I5QWE5ZK123VZW,1
6,2012,VERIZON,OCH-I510R123123VZW,1
6,2012,VERIZON,ASDASDASDCH-I510R123123VZW,3
6,2012,VERIZON,ASDASDASDCH-UQWE60E123123VZW,1
7,2012,,ASDASDASDCH-I535RWBVZW,2
7,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,14
7,2012,AT&T,ASDASDASDGH-IASDQWEASDMB123123TT,7
7,2012,AT&T,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,3
7,2012,AT&T,ASDASDASDGH-I89ASDZK123123TT,2
7,2012,AT&T,ASDASDASDEG-IASDASDASDZK123123TT,1
7,2012,AT&T,ASDASDASDGH-IASDQWEASDRW123123TT,1
7,2012,AT&T,ASDASDASDGH-I99ASDZK123123TT,1
7,2012,AT&T,ASDASDASDGH-IASD1ASDZB123123TT,7
7,2012,AT&T,ASDASDASDGH-1238QWEASDZ123123123TT,2
7,2012,AT&T,ASDASDASDGH-I33ASDZK123123TT,4
7,2012,AT&T,ASDASDASDGH-I31ASDTASDASDASD123123TT,3
7,2012,AT&T,ASDASDASDGH-IASDQWEASDRWB123TT,9
7,2012,AT&T,ASDASDASDGH-IASD2ASDD123123123TT,13
7,2012,AT&T,ASDASDASDGH-123ASD1ASDZK123123TT,1
7,2012,AT&T,ASDASDASDGH-I91ASDZK123123TT,1
7,2012,AT&T,ASDASDASDGH-IASD2ASDZW123123TT,8
7,2012,AT&T,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,1
7,2012,AT&T,ASDASDASDGH-I6ASDASDD123123123TT,1
7,2012,AT&T,ASDASDASDGH-IASD1ASDRW123123TT,6
7,2012,AT&T,ASDASDASDGH-IASDASDASDZK123123TT,1
7,2012,AT&T,ASDASDASDGH-IASDQWEASDZRB123TT,1
7,2012,AT&T,ASDASDASDGH-IASDQWEASDMBN123TT,1
7,2012,BOOST MOBILE,ASDASDASDPH-M580ZK123BASDASDASDT,1
7,2012,BOOST MOBILE,ASDASDASDPH-DASD10ZK123BASDASDASDT,1
7,2012,BOOST MOBILE,ASDASDASDPH-M930ZK123BASDASDASDT,3
7,2012,BOOST MOBILE,ASDASDASDPH-M830ZK123BASDASDASDT,1
7,2012,BOOST MOBILE,ASDASDASDPH-M820ZK123BASDASDASDT,7
7,2012,CRICKET,ASDASDASDCH-R631DW123CRI,1
7,2012,METRO PCS,ASDASDASDCH-R910ZK123MTR,1
7,2012,METRO PCS,ASDASDASDCH-RASD20Z123123MTR,1
7,2012,OPEN/GENERIC GSM,GT-I9250TASDASDASDGGEN,2
7,2012,Other,GT-P1010CW123X123R,1
7,2012,Other,GT-P3113GRASDASDASDX123R,38
7,2012,Other,GT-P5113TASDASDASDYX123R,3
7,2012,Other,GT-PASD510M123YX123B,4
7,2012,Other,GT-P5113TASDASDASD123X123R,25
7,2012,Other,GT-N8013E123VX123R,5
7,2012,Other,GT-P6210M123YX123R,1
7,2012,Other,GT-P6810LASDASDASD123X123R,1
7,2012,Other,GT-P3113TASDASDASDYX123R,8
7,2012,Other,GT-PASD510UWYX123B,2
7,2012,SPRINT,ASDASDASDPH-DASD10ZW123ASDASDASDPR,2
7,2012,SPRINT,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,4
7,2012,SPRINT,ASDASDASDPH-DASD20ZK123ASDASDASDPR,2
7,2012,SPRINT,ASDASDASDPH-LASD10RWBASDASDASDPR,2
7,2012,SPRINT,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
7,2012,SPRINT,ASDASDASDPH-LASD10MBBASDASDASDPR,4
7,2012,SPRINT,ASDASDASDPH-M580ZK123ASDASDASDPR,2
7,2012,SPRINT,ASDASDASDPH-DASD10ZK123ASDASDASDPR,5
7,2012,SPRINT,ASDASDASDPH-LASD10MB123ASDASDASDPR,81
7,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBBTMB,2
7,2012,T-MOBILE,ASDASDASDGH-T889PASDASDASD123TMB,3
7,2012,T-MOBILE,ASDASDASDGH-M919ZK123TMB,4
7,2012,T-MOBILE,ASDASDASDGH-T959ZKMTMB,1
7,2012,T-MOBILE,ASDASDASDGH-TASD69NKBTMB,1
7,2012,T-MOBILE,ASDASDASDGH-T999MB123TMB,57
7,2012,T-MOBILE,ASDASDASDGH-T989ZKBTMB,1
7,2012,T-MOBILE,GT-I9020FASDASDASDTTMB,1
7,2012,T-MOBILE,ASDASDASDGH-T989ZWBTMB,1
7,2012,T-MOBILE,ASDASDASDGH-T989123123BTMB,3
7,2012,T-MOBILE,ASDASDASDGH-T859UWBTMB,1
7,2012,T-MOBILE,ASDASDASDGH-T959H123BTMB,1
7,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBWTMB,1
7,2012,TRACFONE,ASDASDASDGH-ASDASDASD390CASDASDASD123TFN,1
7,2012,TRACFONE,ASDASDASDCH-M828C123123TFN,2
7,2012,US CELLULAR,ASDASDASDCH-RASD60IB123UASDASDASDC,1
7,2012,US CELLULAR,ASDASDASDCH-I500RK123UASDASDASDC,1
7,2012,US CELLULAR,ASDASDASDCH-R530RWBUASDASDASDC,4
7,2012,US CELLULAR,ASDASDASDCH-R530RW123UASDASDASDC,1
7,2012,US CELLULAR,ASDASDASDCH-IQWE05B123123UASDASDASDC,1
7,2012,US CELLULAR,ASDASDASDCH-R530MBBUASDASDASDC,3
7,2012,VERIZON,ASDASDASDCH-U310ZN123VZW,1
7,2012,VERIZON,ASDASDASDCH-U380HK123VZW,2
7,2012,VERIZON,ASDASDASDCH-I535MBBVZW,6
7,2012,VERIZON,ASDASDASDCH-I535MB123VZW,15
7,2012,VERIZON,ASDASDASDCH-I515MASDASDASD123VZW,2
7,2012,VERIZON,ASDASDASDCH-I605MASDASDASD123VZW,1
7,2012,VERIZON,ASDASDASDCH-U660CN123VZW,1
8,2012,,ASDASDASDCH-I535RWBVZW,2
8,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,11
8,2012,AT&T,ASDASDASDGH-IASDQWEASDMB123123TT,12
8,2012,AT&T,ASDASDASDGH-I99ASDZK123123TT,1
8,2012,AT&T,ASDASDASDGH-12392ASDZ123123123TT,1
8,2012,AT&T,ASDASDASDGH-IASD1ASDZB123123TT,2
8,2012,AT&T,ASDASDASDGH-1238QWEASDZ123123123TT,1
8,2012,AT&T,ASDASDASDGH-I33ASDZK123123TT,3
8,2012,AT&T,ASDASDASDGH-12366ASDZG123123TT,1
8,2012,AT&T,ASDASDASDGH-I31ASDTASDASDASD123123TT,3
8,2012,AT&T,ASDASDASDGH-IASDQWEASDRWB123TT,10
8,2012,AT&T,ASDASDASDGH-IASD2ASDD123123123TT,6
8,2012,AT&T,ASDASDASDGH-IASD2ASDZW123123TT,1
8,2012,AT&T,ASDASDASDGH-IASD1ASDRW123123TT,5
8,2012,AT&T,ASDASDASDGH-IASDASDASDZK123123TT,3
8,2012,AT&T,ASDASDASDGH-I66ASDUW123123TT,1
8,2012,AT&T,ASDASDASDGH-IASDQWEASDZRB123TT,5
8,2012,AT&T,ASDASDASDGH-12381ASDZK123123TT,1
8,2012,AT&T,ASDASDASDGH-IASDQWEASDMBN123TT,1
8,2012,BOOST MOBILE,ASDASDASDPH-M930ZK123BASDASDASDT,1
8,2012,BOOST MOBILE,ASDASDASDPH-M820ZK123BASDASDASDT,5
8,2012,CRICKET,ASDASDASDCH-R380D123123CRI,1
8,2012,CRICKET,ASDASDASDCH-R631DW123CRI,1
8,2012,CRICKET,ASDASDASDCH-R915ZK123CRI,1
8,2012,OPEN/GENERIC GSM,GT-I9250TASDASDASDGGEN,2
8,2012,Other,GT-P3113GRASDASDASDX123R,23
8,2012,Other,GT-P5113TASDASDASDYX123R,2
8,2012,Other,GT-PASD510M123YX123B,4
8,2012,Other,GT-PASD510UWYX123R,1
8,2012,Other,GT-P5113TASDASDASD123X123R,29
8,2012,Other,GT-P6210M123123X123R,1
8,2012,Other,ASDASDASDCH-RASD60IB123X123R,1
8,2012,Other,GT-PASD310M123EX123R,1
8,2012,Other,GT-N8013E123VX123R,12
8,2012,Other,ASDASDASDCH-I500RK123REL,1
8,2012,Other,GT-P3113TASDASDASDYX123R,10
8,2012,SPRINT,ASDASDASDPH-DASD10ZW123ASDASDASDPR,2
8,2012,SPRINT,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,3
8,2012,SPRINT,ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR,1
8,2012,SPRINT,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
8,2012,SPRINT,ASDASDASDPH-D600ZK123ASDASDASDPR,1
8,2012,SPRINT,ASDASDASDPH-DASD20ZK123ASDASDASDPR,1
8,2012,SPRINT,ASDASDASDPH-LASD00ZK123ASDASDASDPR,2
8,2012,SPRINT,OPH-DASD20ZK123ASDASDASDPR,1
8,2012,SPRINT,ASDASDASDPH-LASD10MBBASDASDASDPR,2
8,2012,SPRINT,ASDASDASDPH-DASD10ZK123ASDASDASDPR,3
8,2012,SPRINT,ASDASDASDPH-LASD10MB123ASDASDASDPR,81
8,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBBTMB,1
8,2012,T-MOBILE,ASDASDASDGH-T889PASDASDASD123TMB,2
8,2012,T-MOBILE,ASDASDASDGH-T989ZKVTMB,1
8,2012,T-MOBILE,ASDASDASDGH-M919ZK123TMB,2
8,2012,T-MOBILE,ASDASDASDGH-T999RW123TMB,3
8,2012,T-MOBILE,ASDASDASDGH-TASD69NKBTMB,1
8,2012,T-MOBILE,ASDASDASDGH-T999MB123TMB,84
8,2012,T-MOBILE,ASDASDASDGH-T989ZKBTMB,5
8,2012,T-MOBILE,ASDASDASDGH-T989ZWBTMB,3
8,2012,T-MOBILE,ASDASDASDGH-T989123123BTMB,5
8,2012,T-MOBILE,ASDASDASDGH-T959H123BTMB,1
8,2012,TRACFONE,ASDASDASDCH-M828C123123TFN,1
8,2012,TRACFONE,ASDASDASDCH-ASDASDASDASD20ZK123TFN,1
8,2012,TRACFONE,ASDASDASDCH-R3ASD5ZK123TFN,1
8,2012,US CELLULAR,ASDASDASDCH-RASD60IB123UASDASDASDC,2
8,2012,US CELLULAR,ASDASDASDCH-R530RWBUASDASDASDC,4
8,2012,US CELLULAR,ASDASDASDCH-R530RW123UASDASDASDC,1
8,2012,US CELLULAR,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,1
8,2012,US CELLULAR,ASDASDASDCH-R530MBBUASDASDASDC,3
8,2012,VERIZON,ASDASDASDCH-U380HK123VZW,1
8,2012,VERIZON,ASDASDASDCH-I535MBBVZW,6
8,2012,VERIZON,ASDASDASDCH-I5QWE5ZK123VZW,1
8,2012,VERIZON,ASDASDASDCH-U360D123PVZW,1
8,2012,VERIZON,ASDASDASDCH-I535MB123VZW,18
8,2012,VERIZON,ASDASDASDCH-U660CN123VZW,1
8,2012,VERIZON,ASDASDASDCH-UQWE60E123123VZW,1
8,2012,VERIZON,ASDASDASDCH-UASD50H123123VZW,1
8,2012,VIRGIN MOBILE,ASDASDASDPH-M5ASD5ZKBVMU,2
8,2012,VIRGIN MOBILE,ASDASDASDPH-M5ASD5ZK123VMU,1
9,2012,,ASDASDASDCH-I535RWBVZW,3
9,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,7
9,2012,AT&T,ASDASDASDGH-IASDQWEASDMB123123TT,1
9,2012,AT&T,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,1
9,2012,AT&T,ASDASDASDGH-I89ASDZK123123TT,1
9,2012,AT&T,ASDASDASDGH-I99ASDZK123123TT,1
9,2012,AT&T,ASDASDASDGH-I63ASDM123123123TT,1
9,2012,AT&T,ASDASDASDGH-IASD1ASDZB123123TT,4
9,2012,AT&T,ASDASDASDGH-1238QWEASDZ123123123TT,1
9,2012,AT&T,ASDASDASDGH-I31ASDTASDASDASD123123TT,2
9,2012,AT&T,ASDASDASDGH-IASDQWEASDRWB123TT,5
9,2012,AT&T,ASDASDASDGH-IASD2ASDD123123123TT,5
9,2012,AT&T,ASDASDASDGH-I92ASDZK123123TT,3
9,2012,AT&T,ASDASDASDGH-I91ASDZK123123TT,1
9,2012,AT&T,ASDASDASDGH-IASD2ASDZW123123TT,3
9,2012,AT&T,ASDASDASDGH-IASD1ASDRW123123TT,4
9,2012,AT&T,ASDASDASDGH-IASDASDASDZK123123TT,1
9,2012,AT&T,ASDASDASDGH-IASDQWEASDZRB123TT,3
9,2012,AT&T,ASDASDASDEG-IASD1ASDRW123123TT,1
9,2012,BOOST MOBILE,ASDASDASDPH-M580ZK123BASDASDASDT,1
9,2012,BOOST MOBILE,ASDASDASDPH-M930ZK123BASDASDASDT,3
9,2012,BOOST MOBILE,ASDASDASDPH-M830ZK123BASDASDASDT,1
9,2012,BOOST MOBILE,ASDASDASDPH-M260ZK123BASDASDASDT,1
9,2012,BOOST MOBILE,ASDASDASDPH-M820ZK123BASDASDASDT,10
9,2012,METRO PCS,ASDASDASDCH-RASD20Z123123MTR,3
9,2012,Other,GT-P1010CW123X123R,1
9,2012,Other,GT-P3113GRASDASDASDX123R,44
9,2012,Other,GT-P5113TASDASDASDYX123R,2
9,2012,Other,GT-PASD510M123YX123B,2
9,2012,Other,GT-PASD310M123YX123R,2
9,2012,Other,GT-PASD510M123DX123R,1
9,2012,Other,GT-P5113TASDASDASD123X123R,21
9,2012,Other,GT-N8013ZWYX123R,1
9,2012,Other,GT-N8013E123VX123R,18
9,2012,Other,ASDASDASDGH-IASDQWEASDMB123RWC,1
9,2012,Other,GT-P3113TASDASDASDYX123R,4
9,2012,Other,GT-PASD510M123123X123B,1
9,2012,SPRINT,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
9,2012,SPRINT,ASDASDASDPH-LASD10RWBASDASDASDPR,1
9,2012,SPRINT,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
9,2012,SPRINT,ASDASDASDPH-LASD10MBBASDASDASDPR,2
9,2012,SPRINT,ASDASDASDPH-DASD10ZK123ASDASDASDPR,1
9,2012,SPRINT,ASDASDASDPH-LASD10MB123ASDASDASDPR,78
9,2012,SPRINT,ASDASDASDPH-LASD20ZK123ASDASDASDPR,1
9,2012,T-MOBILE,ASDASDASDGH-T139I123WTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBBTMB,2
9,2012,T-MOBILE,ASDASDASDGH-T889PASDASDASD123TMB,2
9,2012,T-MOBILE,ASDASDASDGH-M919ZK123TMB,4
9,2012,T-MOBILE,ASDASDASDGH-T999RW123TMB,7
9,2012,T-MOBILE,ASDASDASDGH-T8ASD9ZBBTMB,4
9,2012,T-MOBILE,ASDASDASDGH-T999MB123TMB,92
9,2012,T-MOBILE,ASDASDASDGH-T959ZKBTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T989ZKBTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T989ZWBTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T989123123BTMB,5
9,2012,T-MOBILE,ASDASDASDGH-T859UWBTMB,2
9,2012,T-MOBILE,ASDASDASDGH-T959H123BTMB,4
9,2012,T-MOBILE,ASDASDASDGH-T839H123BTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T8QWE9ZKBTMB,1
9,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBWTMB,2
9,2012,TRACFONE,ASDASDASDGH-TQWE0QWEZK123TFN,1
9,2012,US CELLULAR,ASDASDASDCH-RASD60IB123UASDASDASDC,1
9,2012,US CELLULAR,ASDASDASDCH-R530RWBUASDASDASDC,4
9,2012,US CELLULAR,ASDASDASDCH-IQWE05B123123UASDASDASDC,1
9,2012,US CELLULAR,ASDASDASDCH-R530MBBUASDASDASDC,2
9,2012,VERIZON,ASDASDASDCH-I800BK123VZW,1
9,2012,VERIZON,ASDASDASDCH-U380HK123VZW,2
9,2012,VERIZON,ASDASDASDCH-I535MBBVZW,5
9,2012,VERIZON,ASDASDASDCH-I535MB123VZW,37
9,2012,VERIZON,ASDASDASDCH-U365H123123VZW,1
9,2012,VERIZON,ASDASDASDCH-I515MASDASDASD123VZW,2
9,2012,VERIZON,ASDASDASDCH-I510R123123VZW,1
9,2012,VERIZON,ASDASDASDCH-I800BKOVZW,1
9,2012,VERIZON,ASDASDASDCH-IQWE05LK123VZW,1
9,2012,VERIZON,ASDASDASDCH-I815LASDASDASD123VZW,1
10,2012,,ASDASDASDCH-I535RWBVZW,6
10,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,11
10,2012,AT&T,ASDASDASDGH-IASDQWEASDMB123123TT,15
10,2012,AT&T,ASDASDASDGH-12392ASDZ123123123TT,1
10,2012,AT&T,ASDASDASDGH-IASD1ASDZB123123TT,4
10,2012,AT&T,ASDASDASDGH-I53ASDZ123123123TT,1
10,2012,AT&T,ASDASDASDGH-I33ASDZK123123TT,2
10,2012,AT&T,ASDASDASDGH-123ASD9ASDWR123123TT,1
10,2012,AT&T,ASDASDASDGH-IASDQWEASDRWB123TT,6
10,2012,AT&T,ASDASDASDGH-IASD2ASDD123123123TT,7
10,2012,AT&T,ASDASDASDGH-12312ASDWRE123TT,1
10,2012,AT&T,ASDASDASDGH-IASD2ASDZW123123TT,3
10,2012,AT&T,ASDASDASDGH-I8QWEASDZK123123TT,2
10,2012,AT&T,ASDASDASDGH-I6ASDASDD123123123TT,1
10,2012,AT&T,ASDASDASDGH-IASD1ASDRW123123TT,4
10,2012,AT&T,ASDASDASDGH-IASDQWEASDZRB123TT,3
10,2012,AT&T,ASDASDASDGH-12381ASDZK123123TT,1
10,2012,BOOST MOBILE,ASDASDASDPH-M580ZK123BASDASDASDT,1
10,2012,BOOST MOBILE,ASDASDASDPH-M930ZK123BASDASDASDT,1
10,2012,BOOST MOBILE,ASDASDASDPH-M830ZK123BASDASDASDT,10
10,2012,BOOST MOBILE,ASDASDASDPH-DASD10123123123BASDASDASDT,1
10,2012,BOOST MOBILE,ASDASDASDPH-M820ZK123BASDASDASDT,4
10,2012,METRO PCS,ASDASDASDCH-R530RWBMTR,1
10,2012,METRO PCS,ASDASDASDCH-RASD20Z123123MTR,1
10,2012,Other,GT-PASD510M123VX123B,2
10,2012,Other,ASDASDASDCH-R355D123123ASDASDASDTT,1
10,2012,Other,GT-N8013E123YX123R,2
10,2012,Other,GT-P3113GRASDASDASDX123R,43
10,2012,Other,GT-P5113TASDASDASDYX123R,6
10,2012,Other,GT-PASD510M123YX123B,2
10,2012,Other,GT-P5113TASDASDASD123X123R,24
10,2012,Other,GT-N8013ZWYX123R,2
10,2012,Other,GT-N8013E123VX123R,12
10,2012,Other,GT-P6210M123YX123R,1
10,2012,Other,ASDASDASDCH-I500RK123REL,1
10,2012,Other,ASDASDASDCH-LASD10MBBX123R,2
10,2012,Other,GT-P3113TASDASDASDYX123R,3
10,2012,SPRINT,ASDASDASDPH-DASD10ZW123ASDASDASDPR,1
10,2012,SPRINT,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,6
10,2012,SPRINT,ASDASDASDPH-P100ZK123ASDASDASDPR,1
10,2012,SPRINT,ASDASDASDPH-LASD10RWBASDASDASDPR,1
10,2012,SPRINT,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
10,2012,SPRINT,ASDASDASDPH-LASD10MBBASDASDASDPR,5
10,2012,SPRINT,ASDASDASDPH-DASD10ZK123ASDASDASDPR,3
10,2012,SPRINT,ASDASDASDPH-LASD10MB123ASDASDASDPR,88
10,2012,SPRINT,ASDASDASDPH-LASD20ZK123ASDASDASDPR,2
10,2012,SPRINT,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,2
10,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBBTMB,3
10,2012,T-MOBILE,ASDASDASDGH-T889PASDASDASD123TMB,10
10,2012,T-MOBILE,ASDASDASDGH-T999MBBTMB,3
10,2012,T-MOBILE,ASDASDASDGH-M919ZK123TMB,3
10,2012,T-MOBILE,ASDASDASDGH-T999RW123TMB,5
10,2012,T-MOBILE,ASDASDASDGH-T669123123BTMB,1
10,2012,T-MOBILE,ASDASDASDGH-T699D123BTMB,3
10,2012,T-MOBILE,ASDASDASDGH-TASD69NKBTMB,2
10,2012,T-MOBILE,ASDASDASDGH-T999MB123TMB,114
10,2012,T-MOBILE,ASDASDASDGH-T959ZKBTMB,2
10,2012,T-MOBILE,ASDASDASDGH-T989ZKBTMB,1
10,2012,T-MOBILE,ASDASDASDGH-TASDASD9TASDASDASDBTMB,2
10,2012,T-MOBILE,ASDASDASDGH-T989ZWBTMB,4
10,2012,T-MOBILE,ASDASDASDGH-T889TASDASDASD123TMB,1
10,2012,T-MOBILE,ASDASDASDGH-T989123123BTMB,10
10,2012,T-MOBILE,ASDASDASDGH-T859UWBTMB,1
10,2012,T-MOBILE,ASDASDASDGH-T959H123BTMB,2
10,2012,T-MOBILE,ASDASDASDGH-T589CRBTMB,1
10,2012,T-MOBILE,ASDASDASDGH-T6ASD9DBWTMB,1
10,2012,TRACFONE,ASDASDASDCH-M828C123123TFN,1
10,2012,TRACFONE,ASDASDASDCH-R335MASDASDASD123TFN,1
10,2012,TRACFONE,ASDASDASDCH-R3ASD5ZK123TFN,1
10,2012,US CELLULAR,ASDASDASDCH-R530RWBUASDASDASDC,2
10,2012,US CELLULAR,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,1
10,2012,US CELLULAR,ASDASDASDCH-R530RW123UASDASDASDC,3
10,2012,US CELLULAR,ASDASDASDCH-R530MBBUASDASDASDC,6
10,2012,VERIZON,ASDASDASDCH-I905EK123VZW,1
10,2012,VERIZON,ASDASDASDCH-U380HK123VZW,1
10,2012,VERIZON,ASDASDASDCH-IASD05MK123VZW,1
10,2012,VERIZON,ASDASDASDCH-I535MBBVZW,5
10,2012,VERIZON,ASDASDASDCH-I535MB123VZW,54
10,2012,VERIZON,ASDASDASDCH-UQWE60MB123VZW,1
10,2012,VERIZON,ASDASDASDCH-I500RK123VZW,1
10,2012,VERIZON,ASDASDASDCH-IQWE05LK123VZW,1
10,2012,VERIZON,ASDASDASDCH-I605MASDASDASD123VZW,1
10,2012,VERIZON,ASDASDASDCH-U660CN123VZW,1
10,2012,VERIZON,ASDASDASDCH-UQWE60E123123VZW,1
10,2012,VIRGIN MOBILE,ASDASDASDPH-M950D123123VMU,4
11,2012,,ASDASDASDCH-I535RWBVZW,3
11,2012,AT&T,ASDASDASDGH-IASDQWEASDMBB123TT,7
11,2012,AT&T,ASDASDASDGH-12368ASDZP123123TT,1
11,2012,AT&T,ASDASDASDGH-IASDQWEASDMB123123TT,17
11,2012,AT&T,ASDASDASDGH-I89ASDZK123123TT,3
11,2012,AT&T,ASDASDASDGH-123ASDQWEASDBB123123TT,1
11,2012,AT&T,ASDASDASDGH-I99ASDZK123123TT,2
11,2012,AT&T,ASDASDASDGH-12392ASDZ123123123TT,1
