Carrier,Reg_Year,Reg_Month,Device_Model,Count
"US CELLULAR",2012,7,ASDASDASDCH-R530MBBUASDASDASDC,3
"US CELLULAR",2012,7,ASDASDASDCH-R530RW123UASDASDASDC,1
"US CELLULAR",2012,7,ASDASDASDCH-R530RWBUASDASDASDC,4
"US CELLULAR",2012,7,ASDASDASDCH-RASD60IB123UASDASDASDC,1
VERIZON,2012,7,ASDASDASDCH-I515MASDASDASD123VZW,2
VERIZON,2012,7,ASDASDASDCH-I535MB123VZW,16
VERIZON,2012,7,ASDASDASDCH-I535MBBVZW,6
VERIZON,2012,7,ASDASDASDCH-I535RWBVZW,2
VERIZON,2012,7,ASDASDASDCH-I605MASDASDASD123VZW,1
VERIZON,2012,7,ASDASDASDCH-U310ZN123VZW,1
VERIZON,2012,7,ASDASDASDCH-U380HK123VZW,2
VERIZON,2012,7,ASDASDASDCH-U660CN123VZW,1
"BOOST MOBILE",2012,7,ASDASDASDPH-DASD10ZK123BASDASDASDT,1
"BOOST MOBILE",2012,7,ASDASDASDPH-M580ZK123BASDASDASDT,1
"BOOST MOBILE",2012,7,ASDASDASDPH-M820ZK123BASDASDASDT,7
"BOOST MOBILE",2012,7,ASDASDASDPH-M830ZK123BASDASDASDT,1
"BOOST MOBILE",2012,7,ASDASDASDPH-M930ZK123BASDASDASDT,3
CRICKET,2012,7,ASDASDASDCH-R631DW123CRI,1
"METRO PCS",2012,7,ASDASDASDCH-R910ZK123MTR,1
"METRO PCS",2012,7,ASDASDASDCH-RASD20Z123123MTR,1
"OPEN/GENERIC GSM",2012,7,GT-I9250TASDASDASDGGEN,2
Other,2012,7,GT-N8013E123VX123R,5
Other,2012,7,GT-P1010CW123X123R,1
Other,2012,7,GT-P3113GRASDASDASDX123R,38
Other,2012,7,GT-P3113TASDASDASDYX123R,8
Other,2012,7,GT-P5113TASDASDASD123X123R,25
Other,2012,7,GT-P5113TASDASDASDYX123R,3
Other,2012,7,GT-P6210M123YX123R,1
Other,2012,7,GT-P6810LASDASDASD123X123R,1
Other,2012,7,GT-PASD510M123YX123B,4
Other,2012,7,GT-PASD510UWYX123B,2
SPRINT,2012,7,ASDASDASDPH-DASD10ZK123ASDASDASDPR,5
SPRINT,2012,7,ASDASDASDPH-DASD10ZW123ASDASDASDPR,2
SPRINT,2012,7,ASDASDASDPH-DASD20ZK123ASDASDASDPR,2
SPRINT,2012,7,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,4
SPRINT,2012,7,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
SPRINT,2012,7,ASDASDASDPH-LASD10MB123ASDASDASDPR,90
SPRINT,2012,7,ASDASDASDPH-LASD10MBBASDASDASDPR,5
SPRINT,2012,7,ASDASDASDPH-LASD10RWBASDASDASDPR,2
SPRINT,2012,7,ASDASDASDPH-M580ZK123ASDASDASDPR,2
AT&T,2012,7,ASDASDASDEG-IASDASDASDZK123123TT,1
AT&T,2012,7,ASDASDASDGH-1238QWEASDZ123123123TT,2
AT&T,2012,7,ASDASDASDGH-123ASD1ASDZK123123TT,1
AT&T,2012,7,ASDASDASDGH-I31ASDTASDASDASD123123TT,4
AT&T,2012,7,ASDASDASDGH-I33ASDZK123123TT,5
AT&T,2012,7,ASDASDASDGH-I6ASDASDD123123123TT,1
AT&T,2012,7,ASDASDASDGH-I89ASDZK123123TT,2
AT&T,2012,7,ASDASDASDGH-I91ASDZK123123TT,1
AT&T,2012,7,ASDASDASDGH-I99ASDZK123123TT,1
AT&T,2012,7,ASDASDASDGH-IASD1ASDRW123123TT,6
AT&T,2012,7,ASDASDASDGH-IASD1ASDZB123123TT,7
AT&T,2012,7,ASDASDASDGH-IASD2ASDD123123123TT,13
AT&T,2012,7,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,3
AT&T,2012,7,ASDASDASDGH-IASD2ASDZW123123TT,8
AT&T,2012,7,ASDASDASDGH-IASDASDASDZK123123TT,1
AT&T,2012,7,ASDASDASDGH-IASDQWEASDMB123123TT,7
AT&T,2012,7,ASDASDASDGH-IASDQWEASDMBB123TT,14
AT&T,2012,7,ASDASDASDGH-IASDQWEASDMBN123TT,1
AT&T,2012,7,ASDASDASDGH-IASDQWEASDRW123123TT,1
AT&T,2012,7,ASDASDASDGH-IASDQWEASDRWB123TT,10
AT&T,2012,7,ASDASDASDGH-IASDQWEASDZRB123TT,1
AT&T,2012,7,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,1
AT&T,2012,8,ASDASDASDGH-12366ASDZG123123TT,1
AT&T,2012,8,ASDASDASDGH-12381ASDZK123123TT,1
AT&T,2012,8,ASDASDASDGH-1238QWEASDZ123123123TT,1
AT&T,2012,8,ASDASDASDGH-12392ASDZ123123123TT,1
AT&T,2012,8,ASDASDASDGH-I31ASDTASDASDASD123123TT,3
AT&T,2012,8,ASDASDASDGH-I33ASDZK123123TT,3
AT&T,2012,8,ASDASDASDGH-I66ASDUW123123TT,1
AT&T,2012,8,ASDASDASDGH-I99ASDZK123123TT,1
AT&T,2012,8,ASDASDASDGH-IASD1ASDRW123123TT,5
AT&T,2012,8,ASDASDASDGH-IASD1ASDZB123123TT,3
AT&T,2012,8,ASDASDASDGH-IASD2ASDD123123123TT,7
AT&T,2012,8,ASDASDASDGH-IASD2ASDZW123123TT,1
AT&T,2012,8,ASDASDASDGH-IASDASDASDZK123123TT,3
AT&T,2012,8,ASDASDASDGH-IASDQWEASDMB123123TT,12
AT&T,2012,8,ASDASDASDGH-IASDQWEASDMBB123TT,11
AT&T,2012,8,ASDASDASDGH-IASDQWEASDMBN123TT,1
AT&T,2012,8,ASDASDASDGH-IASDQWEASDRWB123TT,10
AT&T,2012,8,ASDASDASDGH-IASDQWEASDZRB123TT,5
"BOOST MOBILE",2012,8,ASDASDASDPH-M820ZK123BASDASDASDT,5
"BOOST MOBILE",2012,8,ASDASDASDPH-M930ZK123BASDASDASDT,1
CRICKET,2012,8,ASDASDASDCH-R380D123123CRI,1
CRICKET,2012,8,ASDASDASDCH-R631DW123CRI,1
CRICKET,2012,8,ASDASDASDCH-R915ZK123CRI,1
"OPEN/GENERIC GSM",2012,8,GT-I9250TASDASDASDGGEN,2
T-MOBILE,2012,8,ASDASDASDGH-M919ZK123TMB,2
T-MOBILE,2012,8,ASDASDASDGH-T6ASD9DBBTMB,1
T-MOBILE,2012,8,ASDASDASDGH-T889PASDASDASD123TMB,2
T-MOBILE,2012,8,ASDASDASDGH-T959H123BTMB,1
T-MOBILE,2012,8,ASDASDASDGH-T989123123BTMB,5
T-MOBILE,2012,8,ASDASDASDGH-T989ZKBTMB,5
T-MOBILE,2012,8,ASDASDASDGH-T989ZKVTMB,1
T-MOBILE,2012,8,ASDASDASDGH-T989ZWBTMB,3
T-MOBILE,2012,8,ASDASDASDGH-T999MB123TMB,91
T-MOBILE,2012,8,ASDASDASDGH-T999RW123TMB,3
T-MOBILE,2012,8,ASDASDASDGH-TASD69NKBTMB,1
TRACFONE,2012,8,ASDASDASDCH-ASDASDASDASD20ZK123TFN,1
TRACFONE,2012,8,ASDASDASDCH-M828C123123TFN,1
TRACFONE,2012,8,ASDASDASDCH-R3ASD5ZK123TFN,1
"US CELLULAR",2012,8,ASDASDASDCH-R530MBBUASDASDASDC,3
"US CELLULAR",2012,8,ASDASDASDCH-R530RW123UASDASDASDC,1
"US CELLULAR",2012,8,ASDASDASDCH-R530RWBUASDASDASDC,4
"US CELLULAR",2012,8,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,1
"US CELLULAR",2012,8,ASDASDASDCH-RASD60IB123UASDASDASDC,2
VERIZON,2012,8,ASDASDASDCH-I535MB123VZW,18
VERIZON,2012,8,ASDASDASDCH-I535MBBVZW,6
VERIZON,2012,8,ASDASDASDCH-I535RWBVZW,2
VERIZON,2012,8,ASDASDASDCH-I5QWE5ZK123VZW,1
VERIZON,2012,8,ASDASDASDCH-U360D123PVZW,1
VERIZON,2012,8,ASDASDASDCH-U380HK123VZW,1
VERIZON,2012,8,ASDASDASDCH-U660CN123VZW,1
VERIZON,2012,8,ASDASDASDCH-UASD50H123123VZW,1
VERIZON,2012,8,ASDASDASDCH-UQWE60E123123VZW,1
"VIRGIN MOBILE",2012,8,ASDASDASDPH-M5ASD5ZK123VMU,1
"VIRGIN MOBILE",2012,8,ASDASDASDPH-M5ASD5ZKBVMU,2
SPRINT,2012,8,ASDASDASDPH-D600ZK123ASDASDASDPR,1
SPRINT,2012,8,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
SPRINT,2012,8,ASDASDASDPH-DASD10ZK123ASDASDASDPR,3
SPRINT,2012,8,ASDASDASDPH-DASD10ZW123ASDASDASDPR,2
SPRINT,2012,8,ASDASDASDPH-DASD20ZK123ASDASDASDPR,1
SPRINT,2012,8,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,6
SPRINT,2012,8,ASDASDASDPH-LASD00ZK123ASDASDASDPR,2
SPRINT,2012,8,ASDASDASDPH-LASD10MB123ASDASDASDPR,86
SPRINT,2012,8,ASDASDASDPH-LASD10MBBASDASDASDPR,2
SPRINT,2012,8,ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR,1
SPRINT,2012,8,OPH-DASD20ZK123ASDASDASDPR,1
Other,2012,8,ASDASDASDCH-I500RK123REL,1
Other,2012,8,ASDASDASDCH-RASD60IB123X123R,1
Other,2012,8,GT-N8013E123VX123R,12
Other,2012,8,GT-P3113GRASDASDASDX123R,24
Other,2012,8,GT-P3113TASDASDASDYX123R,10
Other,2012,8,GT-P5113TASDASDASD123X123R,30
Other,2012,8,GT-P5113TASDASDASDYX123R,2
Other,2012,8,GT-P6210M123123X123R,1
Other,2012,8,GT-PASD310M123EX123R,1
Other,2012,8,GT-PASD510M123YX123B,4
Other,2012,8,GT-PASD510UWYX123R,1
Other,2012,9,ASDASDASDGH-IASDQWEASDMB123RWC,1
Other,2012,9,GT-N8013E123VX123R,18
Other,2012,9,GT-N8013ZWYX123R,1
Other,2012,9,GT-P1010CW123X123R,1
Other,2012,9,GT-P3113GRASDASDASDX123R,44
Other,2012,9,GT-P3113TASDASDASDYX123R,5
Other,2012,9,GT-P5113TASDASDASD123X123R,21
Other,2012,9,GT-P5113TASDASDASDYX123R,2
Other,2012,9,GT-PASD310M123YX123R,2
Other,2012,9,GT-PASD510M123123X123B,1
Other,2012,9,GT-PASD510M123DX123R,1
Other,2012,9,GT-PASD510M123YX123B,2
T-MOBILE,2012,9,ASDASDASDGH-M919ZK123TMB,4
T-MOBILE,2012,9,ASDASDASDGH-T139I123WTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T6ASD9DBBTMB,2
T-MOBILE,2012,9,ASDASDASDGH-T6ASD9DBWTMB,2
T-MOBILE,2012,9,ASDASDASDGH-T839H123BTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T859UWBTMB,2
T-MOBILE,2012,9,ASDASDASDGH-T889PASDASDASD123TMB,2
T-MOBILE,2012,9,ASDASDASDGH-T8ASD9ZBBTMB,4
T-MOBILE,2012,9,ASDASDASDGH-T8QWE9ZKBTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T959H123BTMB,4
T-MOBILE,2012,9,ASDASDASDGH-T959ZKBTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T989123123BTMB,5
T-MOBILE,2012,9,ASDASDASDGH-T989ZKBTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T989ZWBTMB,1
T-MOBILE,2012,9,ASDASDASDGH-T999MB123TMB,97
T-MOBILE,2012,9,ASDASDASDGH-T999RW123TMB,7
TRACFONE,2012,9,ASDASDASDGH-TQWE0QWEZK123TFN,1
"US CELLULAR",2012,9,ASDASDASDCH-IQWE05B123123UASDASDASDC,1
"US CELLULAR",2012,9,ASDASDASDCH-R530MBBUASDASDASDC,2
"US CELLULAR",2012,9,ASDASDASDCH-R530RWBUASDASDASDC,4
"US CELLULAR",2012,9,ASDASDASDCH-RASD60IB123UASDASDASDC,1
AT&T,2012,9,ASDASDASDEG-IASD1ASDRW123123TT,1
AT&T,2012,9,ASDASDASDGH-1238QWEASDZ123123123TT,1
AT&T,2012,9,ASDASDASDGH-I31ASDTASDASDASD123123TT,2
AT&T,2012,9,ASDASDASDGH-I63ASDM123123123TT,1
AT&T,2012,9,ASDASDASDGH-I89ASDZK123123TT,1
AT&T,2012,9,ASDASDASDGH-I91ASDZK123123TT,1
AT&T,2012,9,ASDASDASDGH-I92ASDZK123123TT,3
AT&T,2012,9,ASDASDASDGH-I99ASDZK123123TT,1
AT&T,2012,9,ASDASDASDGH-IASD1ASDRW123123TT,4
AT&T,2012,9,ASDASDASDGH-IASD1ASDZB123123TT,4
AT&T,2012,9,ASDASDASDGH-IASD2ASDD123123123TT,5
AT&T,2012,9,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,1
AT&T,2012,9,ASDASDASDGH-IASD2ASDZW123123TT,3
AT&T,2012,9,ASDASDASDGH-IASDASDASDZK123123TT,1
AT&T,2012,9,ASDASDASDGH-IASDQWEASDMB123123TT,1
AT&T,2012,9,ASDASDASDGH-IASDQWEASDMBB123TT,8
AT&T,2012,9,ASDASDASDGH-IASDQWEASDRWB123TT,5
AT&T,2012,9,ASDASDASDGH-IASDQWEASDZRB123TT,3
"BOOST MOBILE",2012,9,ASDASDASDPH-M260ZK123BASDASDASDT,1
"BOOST MOBILE",2012,9,ASDASDASDPH-M580ZK123BASDASDASDT,1
"BOOST MOBILE",2012,9,ASDASDASDPH-M820ZK123BASDASDASDT,10
"BOOST MOBILE",2012,9,ASDASDASDPH-M830ZK123BASDASDASDT,1
"BOOST MOBILE",2012,9,ASDASDASDPH-M930ZK123BASDASDASDT,3
"METRO PCS",2012,9,ASDASDASDCH-RASD20Z123123MTR,3
SPRINT,2012,9,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
SPRINT,2012,9,ASDASDASDPH-DASD10ZK123ASDASDASDPR,1
SPRINT,2012,9,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
SPRINT,2012,9,ASDASDASDPH-LASD10MB123ASDASDASDPR,80
SPRINT,2012,9,ASDASDASDPH-LASD10MBBASDASDASDPR,2
SPRINT,2012,9,ASDASDASDPH-LASD10RWBASDASDASDPR,1
SPRINT,2012,9,ASDASDASDPH-LASD20ZK123ASDASDASDPR,1
VERIZON,2012,9,ASDASDASDCH-I510R123123VZW,1
VERIZON,2012,9,ASDASDASDCH-I515MASDASDASD123VZW,2
VERIZON,2012,9,ASDASDASDCH-I535MB123VZW,37
VERIZON,2012,9,ASDASDASDCH-I535MBBVZW,5
VERIZON,2012,9,ASDASDASDCH-I535RWBVZW,3
VERIZON,2012,9,ASDASDASDCH-I800BK123VZW,1
VERIZON,2012,9,ASDASDASDCH-I800BKOVZW,1
VERIZON,2012,9,ASDASDASDCH-I815LASDASDASD123VZW,1
VERIZON,2012,9,ASDASDASDCH-IQWE05LK123VZW,1
VERIZON,2012,9,ASDASDASDCH-U365H123123VZW,1
VERIZON,2012,9,ASDASDASDCH-U380HK123VZW,2
VERIZON,2012,10,ASDASDASDCH-I500RK123VZW,1
VERIZON,2012,10,ASDASDASDCH-I535MB123VZW,57
VERIZON,2012,10,ASDASDASDCH-I535MBBVZW,5
VERIZON,2012,10,ASDASDASDCH-I535RWBVZW,6
VERIZON,2012,10,ASDASDASDCH-I605MASDASDASD123VZW,1
VERIZON,2012,10,ASDASDASDCH-I905EK123VZW,1
VERIZON,2012,10,ASDASDASDCH-IASD05MK123VZW,1
VERIZON,2012,10,ASDASDASDCH-IQWE05LK123VZW,2
VERIZON,2012,10,ASDASDASDCH-U380HK123VZW,1
VERIZON,2012,10,ASDASDASDCH-U660CN123VZW,1
VERIZON,2012,10,ASDASDASDCH-UQWE60E123123VZW,1
VERIZON,2012,10,ASDASDASDCH-UQWE60MB123VZW,1
"VIRGIN MOBILE",2012,10,ASDASDASDPH-M950D123123VMU,4
Other,2012,10,ASDASDASDCH-I500RK123REL,1
Other,2012,10,ASDASDASDCH-LASD10MBBX123R,2
Other,2012,10,ASDASDASDCH-R355D123123ASDASDASDTT,1
Other,2012,10,GT-N8013E123VX123R,12
Other,2012,10,GT-N8013E123YX123R,2
Other,2012,10,GT-N8013ZWYX123R,2
Other,2012,10,GT-P3113GRASDASDASDX123R,44
Other,2012,10,GT-P3113TASDASDASDYX123R,3
Other,2012,10,GT-P5113TASDASDASD123X123R,24
Other,2012,10,GT-P5113TASDASDASDYX123R,6
Other,2012,10,GT-P6210M123YX123R,1
Other,2012,10,GT-PASD510M123VX123B,2
Other,2012,10,GT-PASD510M123YX123B,2
T-MOBILE,2012,10,ASDASDASDGH-M919ZK123TMB,3
T-MOBILE,2012,10,ASDASDASDGH-T589CRBTMB,1
T-MOBILE,2012,10,ASDASDASDGH-T669123123BTMB,1
T-MOBILE,2012,10,ASDASDASDGH-T699D123BTMB,3
T-MOBILE,2012,10,ASDASDASDGH-T6ASD9DBBTMB,3
T-MOBILE,2012,10,ASDASDASDGH-T6ASD9DBWTMB,1
T-MOBILE,2012,10,ASDASDASDGH-T859UWBTMB,1
T-MOBILE,2012,10,ASDASDASDGH-T889PASDASDASD123TMB,11
T-MOBILE,2012,10,ASDASDASDGH-T889TASDASDASD123TMB,1
T-MOBILE,2012,10,ASDASDASDGH-T959H123BTMB,2
T-MOBILE,2012,10,ASDASDASDGH-T959ZKBTMB,2
T-MOBILE,2012,10,ASDASDASDGH-T989123123BTMB,10
T-MOBILE,2012,10,ASDASDASDGH-T989ZKBTMB,1
T-MOBILE,2012,10,ASDASDASDGH-T989ZWBTMB,4
T-MOBILE,2012,10,ASDASDASDGH-T999MB123TMB,124
T-MOBILE,2012,10,ASDASDASDGH-T999MBBTMB,3
T-MOBILE,2012,10,ASDASDASDGH-T999RW123TMB,5
T-MOBILE,2012,10,ASDASDASDGH-TASD69NKBTMB,2
T-MOBILE,2012,10,ASDASDASDGH-TASDASD9TASDASDASDBTMB,2
TRACFONE,2012,10,ASDASDASDCH-M828C123123TFN,2
TRACFONE,2012,10,ASDASDASDCH-R335MASDASDASD123TFN,1
TRACFONE,2012,10,ASDASDASDCH-R3ASD5ZK123TFN,1
"US CELLULAR",2012,10,ASDASDASDCH-R530MBBUASDASDASDC,7
"US CELLULAR",2012,10,ASDASDASDCH-R530RW123UASDASDASDC,3
"US CELLULAR",2012,10,ASDASDASDCH-R530RWBUASDASDASDC,2
"US CELLULAR",2012,10,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,2
SPRINT,2012,10,ASDASDASDPH-DASD10ZK123ASDASDASDPR,3
SPRINT,2012,10,ASDASDASDPH-DASD10ZW123ASDASDASDPR,1
SPRINT,2012,10,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,2
SPRINT,2012,10,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,7
SPRINT,2012,10,ASDASDASDPH-LASD00ZK123ASDASDASDPR,1
SPRINT,2012,10,ASDASDASDPH-LASD10MB123ASDASDASDPR,94
SPRINT,2012,10,ASDASDASDPH-LASD10MBBASDASDASDPR,5
SPRINT,2012,10,ASDASDASDPH-LASD10RWBASDASDASDPR,1
SPRINT,2012,10,ASDASDASDPH-LASD20ZK123ASDASDASDPR,2
SPRINT,2012,10,ASDASDASDPH-P100ZK123ASDASDASDPR,1
AT&T,2012,10,ASDASDASDGH-12312ASDWRE123TT,1
AT&T,2012,10,ASDASDASDGH-12381ASDZK123123TT,1
AT&T,2012,10,ASDASDASDGH-12392ASDZ123123123TT,1
AT&T,2012,10,ASDASDASDGH-123ASD9ASDWR123123TT,1
AT&T,2012,10,ASDASDASDGH-I33ASDZK123123TT,2
AT&T,2012,10,ASDASDASDGH-I53ASDZ123123123TT,1
AT&T,2012,10,ASDASDASDGH-I6ASDASDD123123123TT,1
AT&T,2012,10,ASDASDASDGH-I8QWEASDZK123123TT,2
AT&T,2012,10,ASDASDASDGH-IASD1ASDRW123123TT,4
AT&T,2012,10,ASDASDASDGH-IASD1ASDZB123123TT,4
AT&T,2012,10,ASDASDASDGH-IASD2ASDD123123123TT,7
AT&T,2012,10,ASDASDASDGH-IASD2ASDZW123123TT,3
AT&T,2012,10,ASDASDASDGH-IASDQWEASDMB123123TT,16
AT&T,2012,10,ASDASDASDGH-IASDQWEASDMBB123TT,11
AT&T,2012,10,ASDASDASDGH-IASDQWEASDRWB123TT,6
AT&T,2012,10,ASDASDASDGH-IASDQWEASDZRB123TT,3
"BOOST MOBILE",2012,10,ASDASDASDPH-DASD10123123123BASDASDASDT,1
"BOOST MOBILE",2012,10,ASDASDASDPH-M580ZK123BASDASDASDT,1
"BOOST MOBILE",2012,10,ASDASDASDPH-M820ZK123BASDASDASDT,4
"BOOST MOBILE",2012,10,ASDASDASDPH-M830ZK123BASDASDASDT,10
"BOOST MOBILE",2012,10,ASDASDASDPH-M930ZK123BASDASDASDT,1
"METRO PCS",2012,10,ASDASDASDCH-R530RWBMTR,2
"METRO PCS",2012,10,ASDASDASDCH-RASD20Z123123MTR,1
AT&T,2012,11,ASDASDASDGH-12368ASDZP123123TT,1
AT&T,2012,11,ASDASDASDGH-12392ASDZ123123123TT,1
AT&T,2012,11,ASDASDASDGH-123ASDQWEASDBB123123TT,1
AT&T,2012,11,ASDASDASDGH-I31ASDTASDASDASD123123TT,16
AT&T,2012,11,ASDASDASDGH-I31ASDZW123123TT,1
AT&T,2012,11,ASDASDASDGH-I33ASDZK123123TT,4
AT&T,2012,11,ASDASDASDGH-I5QWEASDZK123123TT,1
AT&T,2012,11,ASDASDASDGH-I89ASDZK123123TT,3
AT&T,2012,11,ASDASDASDGH-I91ASDZK123123TT,1
AT&T,2012,11,ASDASDASDGH-I92ASDZK123123TT,4
AT&T,2012,11,ASDASDASDGH-I99ASDZK123123TT,2
AT&T,2012,11,ASDASDASDGH-I99ASDZKM123TT,1
AT&T,2012,11,ASDASDASDGH-IASD1ASDRW123123TT,1
AT&T,2012,11,ASDASDASDGH-IASD1ASDZB123123TT,3
AT&T,2012,11,ASDASDASDGH-IASD2ASDD123123123TT,3
AT&T,2012,11,ASDASDASDGH-IASD2ASDZW123123TT,2
AT&T,2012,11,ASDASDASDGH-IASDASDASDZK123123TT,2
AT&T,2012,11,ASDASDASDGH-IASDQWEASDMB123123TT,18
AT&T,2012,11,ASDASDASDGH-IASDQWEASDMBB123TT,7
AT&T,2012,11,ASDASDASDGH-IASDQWEASDMBN123TT,1
AT&T,2012,11,ASDASDASDGH-IASDQWEASDRWB123TT,6
AT&T,2012,11,ASDASDASDGH-IASDQWEASDZRB123TT,2
AT&T,2012,11,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,1
"BOOST MOBILE",2012,11,ASDASDASDPH-DASD10123123123BASDASDASDT,3
"BOOST MOBILE",2012,11,ASDASDASDPH-M820ZK123BASDASDASDT,6
"BOOST MOBILE",2012,11,ASDASDASDPH-M830ZK123BASDASDASDT,15
"BOOST MOBILE",2012,11,ASDASDASDPH-M930ZK123BASDASDASDT,4
CRICKET,2012,11,ASDASDASDCH-R530MBBCRI,3
"METRO PCS",2012,11,ASDASDASDCH-R380ZK123MTR,1
"METRO PCS",2012,11,ASDASDASDCH-R530RWBMTR,8
"METRO PCS",2012,11,ASDASDASDCH-R910ZK123MTR,1
"METRO PCS",2012,11,ASDASDASDCH-R920DASDASDASD123MTR,1
"METRO PCS",2012,11,ASDASDASDCH-RASD20Z123123MTR,1
Other,2012,11,ASDASDASDCH-LASD10MBBX123R,1
Other,2012,11,ASDASDASDCH-RASD60IB123X123R,1
Other,2012,11,GT-N8013E123VX123R,28
Other,2012,11,GT-N8013E123YX123R,2
Other,2012,11,GT-P3113GRASDASDASDX123R,97
Other,2012,11,GT-P3113TASDASDASDYX123R,11
Other,2012,11,GT-P5113TASDASDASD123X123C,1
Other,2012,11,GT-P5113TASDASDASD123X123R,58
Other,2012,11,GT-P5113TASDASDASDYX123R,9
Other,2012,11,GT-P6210M123YX123R,1
Other,2012,11,GT-PASD510M123VX123R,1
VERIZON,2012,11,ASDASDASDCH-I200ZK123VZW,2
VERIZON,2012,11,ASDASDASDCH-I515MASDASDASD123VZW,2
VERIZON,2012,11,ASDASDASDCH-I535MB123VZW,46
VERIZON,2012,11,ASDASDASDCH-I535MBBVZW,10
VERIZON,2012,11,ASDASDASDCH-I535MBDVZW,1
VERIZON,2012,11,ASDASDASDCH-I535RWBVZW,3
VERIZON,2012,11,ASDASDASDCH-I5QWE5ZK123VZW,1
VERIZON,2012,11,ASDASDASDCH-I605MASDASDASD123VZW,1
VERIZON,2012,11,ASDASDASDCH-I605TASDASDASD123VZW,1
VERIZON,2012,11,ASDASDASDCH-I800BK123VZW,1
VERIZON,2012,11,ASDASDASDCH-IASD05PW123VZW,1
VERIZON,2012,11,ASDASDASDCH-IQWE15ASDASDASD123123VZW,1
"VIRGIN MOBILE",2012,11,ASDASDASDPH-M950D123123VMU,4
SPRINT,2012,11,ASDASDASDPH-D600ZK123ASDASDASDPR,1
SPRINT,2012,11,ASDASDASDPH-DASD00ZK123ASDASDASDPR,1
SPRINT,2012,11,ASDASDASDPH-DASD10ZW123ASDASDASDPR,2
SPRINT,2012,11,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,7
SPRINT,2012,11,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,37
SPRINT,2012,11,ASDASDASDPH-L900ZW123ASDASDASDPR,2
SPRINT,2012,11,ASDASDASDPH-LASD10MB123ASDASDASDPR,187
SPRINT,2012,11,ASDASDASDPH-LASD10MBBASDASDASDPR,4
SPRINT,2012,11,ASDASDASDPH-LASD10RW123ASDASDASDPR,1
SPRINT,2012,11,ASDASDASDPH-LASD10RWBASDASDASDPR,2
SPRINT,2012,11,ASDASDASDPH-LASD20ZK123ASDASDASDPR,3
T-MOBILE,2012,11,ASDASDASDGH-M919ZK123TMB,6
T-MOBILE,2012,11,ASDASDASDGH-T139I123123TMB,1
T-MOBILE,2012,11,ASDASDASDGH-T589H123BTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T6ASD9DBBTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T839H123123TMB,1
T-MOBILE,2012,11,ASDASDASDGH-T839H123BTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T889PASDASDASD123TMB,29
T-MOBILE,2012,11,ASDASDASDGH-T889TASDASDASD123TMB,4
T-MOBILE,2012,11,ASDASDASDGH-T8ASD9ZBBTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T959ZKBTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T989123123BTMB,11
T-MOBILE,2012,11,ASDASDASDGH-T989ZKBTMB,1
T-MOBILE,2012,11,ASDASDASDGH-T989ZWBTMB,3
T-MOBILE,2012,11,ASDASDASDGH-T999MB123TMB,122
T-MOBILE,2012,11,ASDASDASDGH-T999RW123TMB,14
T-MOBILE,2012,11,ASDASDASDGH-TASD69NKBTMB,2
TRACFONE,2012,11,ASDASDASDGH-T528DB123TFN,1
"US CELLULAR",2012,11,ASDASDASDCH-R530RW123UASDASDASDC,2
"US CELLULAR",2012,11,ASDASDASDCH-R530RWBUASDASDASDC,5
"US CELLULAR",2012,11,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,6
"US CELLULAR",2012,11,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,1
T-MOBILE,2012,12,ASDASDASDGH-M919ZK123TMB,3
T-MOBILE,2012,12,ASDASDASDGH-T699D123BTMB,3
T-MOBILE,2012,12,ASDASDASDGH-T6ASD9DBBTMB,1
T-MOBILE,2012,12,ASDASDASDGH-T6ASD9DBWTMB,1
T-MOBILE,2012,12,ASDASDASDGH-T889PASDASDASD123TMB,30
T-MOBILE,2012,12,ASDASDASDGH-T889TASDASDASD123TMB,5
