Carrier,Reg_Year,Reg_Month,Device_Model,Count
Other,2013,9,ASDASDASDCH-R530RWBX123R,1
Other,2013,9,ASDASDASDM-T210RGNYX123R,43
Other,2013,9,ASDASDASDM-T210RZWYX123R,3
Other,2013,9,ASDASDASDM-T3100GNYX123R,11
Other,2013,9,ASDASDASDM-T3100ZWYX123R,2
Other,2013,9,EK-GC110ZK123X123R,1
Other,2013,9,GT-N5110NKYX123R,24
Other,2013,9,GT-N5110ZWBX123R,1
Other,2013,9,GT-N5110ZWYX123R,7
Other,2013,9,GT-N8013E123VX123R,24
Other,2013,9,GT-N8013E123YX123R,2
Other,2013,9,GT-N8013ZWYX123R,3
Other,2013,9,GT-P3113GRASDASDASDX123R,41
Other,2013,9,GT-P3113TASDASDASDYX123R,5
Other,2013,9,GT-P5113TASDASDASDYX123R,37
Other,2013,9,GT-P5113ZWYX123R,3
Other,2013,9,GT-P5210GNYX123R,14
Other,2013,9,GT-P5210ZWYX123R,6
Other,2013,9,GT-PASD510M123YX123R,1
AT&T,2013,9,ASDASDASDEG-IASD1ASDRW123123TT,3
AT&T,2013,9,ASDASDASDGH-I31ASDTASDASDASD123123TT,12
AT&T,2013,9,ASDASDASDGH-I31ASDZW123123TT,1
AT&T,2013,9,ASDASDASDGH-I33ASDZK123123TT,76
AT&T,2013,9,ASDASDASDGH-I33ASDZR123123TT,1
AT&T,2013,9,ASDASDASDGH-I33ASDZRM123TT,1
AT&T,2013,9,ASDASDASDGH-I33ASDZW123123TT,3
AT&T,2013,9,ASDASDASDGH-I52ASDZKB123TT,11
AT&T,2013,9,ASDASDASDGH-I53ASDZ123123123TT,18
AT&T,2013,9,ASDASDASDGH-I53ASDZB123123TT,1
AT&T,2013,9,ASDASDASDGH-I53ASDZBM123TT,1
AT&T,2013,9,ASDASDASDGH-I5ASDASDYK123123TT,2
AT&T,2013,9,ASDASDASDGH-I5QWEASDZK123123TT,1
AT&T,2013,9,ASDASDASDGH-I92ASDZK123123TT,2
AT&T,2013,9,ASDASDASDGH-IASD2ASDD123123123TT,1
AT&T,2013,9,ASDASDASDGH-IASDQWEASDMB123123TT,23
AT&T,2013,9,ASDASDASDGH-IASDQWEASDMBB123TT,2
AT&T,2013,9,ASDASDASDGH-IASDQWEASDRWB123TT,1
AT&T,2013,9,ASDASDASDGH-IASDQWEASDZRB123TT,1
AT&T,2013,9,ASDASDASDGH-IQWE0ASDZK123123TT,2
AT&T,2013,9,ASDASDASDGH-IQWE3ASDMBZ123TT,3
AT&T,2013,9,ASDASDASDGH-IQWE6ASDZW123123TT,4
AT&T,2013,9,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,6
"BOOST MOBILE",2013,9,ASDASDASDPH-DASD10123123123BASDASDASDT,1
"BOOST MOBILE",2013,9,ASDASDASDPH-DASD10ZW123BASDASDASDT,5
"BOOST MOBILE",2013,9,ASDASDASDPH-LASD10RWBBASDASDASDT,1
"BOOST MOBILE",2013,9,ASDASDASDPH-M820ZK123BASDASDASDT,1
"BOOST MOBILE",2013,9,ASDASDASDPH-M830ZK123BASDASDASDT,13
"BOOST MOBILE",2013,9,ASDASDASDPH-M930ZK123BASDASDASDT,1
CRICKET,2013,9,ASDASDASDCH-R530MBBCRI,7
CRICKET,2013,9,ASDASDASDCH-R530RWBCRI,2
CRICKET,2013,9,ASDASDASDCH-R830ZASDASDASD123CRI,4
CRICKET,2013,9,ASDASDASDCH-R9ASD0ZK123CRI,7
CRICKET,2013,9,ASDASDASDCH-R9ASD0ZW123CRI,1
"METRO PCS",2013,9,ASDASDASDCH-R530RWBMTR,4
"METRO PCS",2013,9,ASDASDASDCH-R920DASDASDASD123MTR,1
T-MOBILE,2013,9,ASDASDASDGH-M919RW123TMB,6
T-MOBILE,2013,9,ASDASDASDGH-M919ZK123TMB,96
T-MOBILE,2013,9,ASDASDASDGH-M919ZW123TMB,2
T-MOBILE,2013,9,ASDASDASDGH-T599D123123TMB,2
T-MOBILE,2013,9,ASDASDASDGH-T599E123123TMB,20
T-MOBILE,2013,9,ASDASDASDGH-T6ASD9DBBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-T889PASDASDASD123TMB,15
T-MOBILE,2013,9,ASDASDASDGH-T889TASDASDASD123TMB,2
T-MOBILE,2013,9,ASDASDASDGH-T959ZKBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-T989123123BTMB,1
T-MOBILE,2013,9,ASDASDASDGH-T989ZKBTMB,9
T-MOBILE,2013,9,ASDASDASDGH-T989ZWBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-T999MB123TMB,23
T-MOBILE,2013,9,ASDASDASDGH-T999NB123TMB,3
T-MOBILE,2013,9,ASDASDASDGH-T999RW123TMB,2
T-MOBILE,2013,9,ASDASDASDGH-T999RWBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-T999Z123123TMB,15
T-MOBILE,2013,9,ASDASDASDGH-T999ZW123TMB,2
T-MOBILE,2013,9,ASDASDASDGH-TASD69NKBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-TASDASD9TASDASDASDBTMB,1
T-MOBILE,2013,9,ASDASDASDGH-TQWE69D123BTMB,1
T-MOBILE,2013,9,ASDASDASDGH-TQWE99M123WTMB,1
TRACFONE,2013,9,ASDASDASDCH-ASDASDASD960MBBTFN,2
TRACFONE,2013,9,ASDASDASDCH-ASDASDASDASD20ZK123TFN,2
"US CELLULAR",2013,9,ASDASDASDCH-R830ZASDASDASD123UASDASDASDC,3
"US CELLULAR",2013,9,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,2
"US CELLULAR",2013,9,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,7
VERIZON,2013,9,ASDASDASDCH-I200ZK123VZW,1
VERIZON,2013,9,ASDASDASDCH-I535MB123VZW,20
VERIZON,2013,9,ASDASDASDCH-I535MBBVZW,3
VERIZON,2013,9,ASDASDASDCH-I535RWBVZW,1
VERIZON,2013,9,ASDASDASDCH-I535ZKBVZW,1
VERIZON,2013,9,ASDASDASDCH-I5QWE5ZK123VZW,83
VERIZON,2013,9,ASDASDASDCH-I605MASDASDASD123VZW,10
VERIZON,2013,9,ASDASDASDCH-I605TASDASDASD123VZW,3
VERIZON,2013,9,ASDASDASDCH-I605ZW123VZW,2
VERIZON,2013,9,ASDASDASDCH-I815LASDASDASD123VZW,1
VERIZON,2013,9,ASDASDASDCH-I905UK123VZW,1
VERIZON,2013,9,ASDASDASDCH-U650PASDASDASD123VZW,1
VERIZON,2013,9,ASDASDASDCH-UQWE85NASDASDASD123VZW,1
VERIZON,2013,9,ASDASDASDCH-UQWE85RK123VZW,1
"VIRGIN MOBILE",2013,9,ASDASDASDPH-M8QWE0MB123VMU,13
SPRINT,2013,9,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,4
SPRINT,2013,9,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,7
SPRINT,2013,9,ASDASDASDPH-L900ZW123ASDASDASDPR,2
SPRINT,2013,9,ASDASDASDPH-LASD10MB123ASDASDASDPR,81
SPRINT,2013,9,ASDASDASDPH-LASD10MBBASDASDASDPR,1
SPRINT,2013,9,ASDASDASDPH-LASD10RWBASDASDASDPR,2
SPRINT,2013,9,ASDASDASDPH-LASD20ZK123ASDASDASDPR,56
SPRINT,2013,9,ASDASDASDPH-LASD20ZW123ASDASDASDPR,2
SPRINT,2013,9,ASDASDASDPH-M550ZK123ASDASDASDPR,1
SPRINT,2013,9,ASDASDASDPH-MQWE00MASDASDASD123ASDASDASDPR,1
SPRINT,2013,9,ASDASDASDPH-P500TASDASDASD123ASDASDASDPR,1
SPRINT,2013,10,ASDASDASDM-N900PZKEASDASDASDPR,22
SPRINT,2013,10,ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR,24
SPRINT,2013,10,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,8
SPRINT,2013,10,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,10
SPRINT,2013,10,ASDASDASDPH-L900ZW123ASDASDASDPR,1
SPRINT,2013,10,ASDASDASDPH-LASD10MB123ASDASDASDPR,79
SPRINT,2013,10,ASDASDASDPH-LASD10MBBASDASDASDPR,4
SPRINT,2013,10,ASDASDASDPH-LASD10RWBASDASDASDPR,4
SPRINT,2013,10,ASDASDASDPH-LASD20ZK123ASDASDASDPR,59
SPRINT,2013,10,ASDASDASDPH-LASD20ZW123ASDASDASDPR,2
SPRINT,2013,10,ASDASDASDPH-P100ZK123ASDASDASDPR,1
SPRINT,2013,10,ASDASDASDPH-P500TASDASDASD123ASDASDASDPR,1
T-MOBILE,2013,10,ASDASDASDGH-M919RW123TMB,4
T-MOBILE,2013,10,ASDASDASDGH-M919ZK123TMB,68
T-MOBILE,2013,10,ASDASDASDGH-T599D123123TMB,2
T-MOBILE,2013,10,ASDASDASDGH-T599E123123TMB,5
T-MOBILE,2013,10,ASDASDASDGH-T699D123BTMB,1
T-MOBILE,2013,10,ASDASDASDGH-T6ASD9DBBTMB,1
T-MOBILE,2013,10,ASDASDASDGH-T6ASD9DBWTMB,1
T-MOBILE,2013,10,ASDASDASDGH-T889PASDASDASD123TMB,15
T-MOBILE,2013,10,ASDASDASDGH-T959ZK123TMB,1
T-MOBILE,2013,10,ASDASDASDGH-T989123123BTMB,1
T-MOBILE,2013,10,ASDASDASDGH-T989ZKBTMB,13
T-MOBILE,2013,10,ASDASDASDGH-T989ZWBTMB,2
T-MOBILE,2013,10,ASDASDASDGH-T999MB123TMB,26
T-MOBILE,2013,10,ASDASDASDGH-T999NB123TMB,1
T-MOBILE,2013,10,ASDASDASDGH-T999RW123TMB,5
T-MOBILE,2013,10,ASDASDASDGH-T999Z123123TMB,16
T-MOBILE,2013,10,ASDASDASDGH-T999ZW123TMB,1
T-MOBILE,2013,10,ASDASDASDGH-TASD69NKBTMB,1
T-MOBILE,2013,10,ASDASDASDM-N900TZKETMB,37
TRACFONE,2013,10,ASDASDASDCH-ASDASDASD960MBBTFN,2
TRACFONE,2013,10,ASDASDASDCH-ASDASDASDASD20ZK123TFN,1
TRACFONE,2013,10,ASDASDASDCH-ASDASDASDASD38YB123TFN,2
"US CELLULAR",2013,10,ASDASDASDCH-R830ZASDASDASD123UASDASDASDC,2
"US CELLULAR",2013,10,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,2
"US CELLULAR",2013,10,ASDASDASDCH-R960ZK123UASDASDASDC,1
"US CELLULAR",2013,10,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,8
Other,2013,10,ASDASDASDCH-R530MBBX123R,1
Other,2013,10,ASDASDASDCH-RASD20ZR123X123R,2
Other,2013,10,ASDASDASDM-P6000ZKVX123R,12
Other,2013,10,ASDASDASDM-P6000ZKYX123R,10
Other,2013,10,ASDASDASDM-P6000ZWVX123R,1
Other,2013,10,ASDASDASDM-P6000ZWYX123R,5
Other,2013,10,ASDASDASDM-T210RGNYX123R,44
Other,2013,10,ASDASDASDM-T210RGRYX123R,1
Other,2013,10,ASDASDASDM-T210RZWYX123R,7
Other,2013,10,ASDASDASDM-T3100GNYX123R,22
Other,2013,10,ASDASDASDM-T3100ZWYX123R,2
Other,2013,10,ASDASDASDM-VASD000Z123123X123R,1
Other,2013,10,ASDASDASDM-VASD000ZK123X123R,1
Other,2013,10,EK-GC110ZK123X123R,1
Other,2013,10,EK-GC110ZW123X123R,1
Other,2013,10,GT-N5110NKYX123R,12
Other,2013,10,GT-N5110ZWYX123R,6
Other,2013,10,GT-N8013E123VX123R,15
Other,2013,10,GT-N8013E123YX123R,1
Other,2013,10,GT-N8013ZWYX123R,4
Other,2013,10,GT-P3113GRASDASDASDX123R,28
Other,2013,10,GT-P3113TASDASDASDYX123R,5
Other,2013,10,GT-P5113TASDASDASDYX123R,24
Other,2013,10,GT-P5113ZWYX123R,2
Other,2013,10,GT-P5210GNYX123R,16
Other,2013,10,GT-P5210ZWASDASDASDX123R,1
Other,2013,10,GT-P8510MASDASDASDVX123R,1
AT&T,2013,10,ASDASDASDGH-12310ASDZASDASDASD123123TT,1
AT&T,2013,10,ASDASDASDGH-12381ASDZK123123TT,1
AT&T,2013,10,ASDASDASDGH-123ASDASDASDMB123123TT,1
AT&T,2013,10,ASDASDASDGH-I31ASDTASDASDASD123123TT,11
AT&T,2013,10,ASDASDASDGH-I33ASDZK123123TT,50
AT&T,2013,10,ASDASDASDGH-I33ASDZKM123TT,1
AT&T,2013,10,ASDASDASDGH-I33ASDZR123123TT,1
AT&T,2013,10,ASDASDASDGH-I33ASDZW123123TT,4
AT&T,2013,10,ASDASDASDGH-I52ASDZKB123TT,5
AT&T,2013,10,ASDASDASDGH-I53ASDZ123123123TT,26
AT&T,2013,10,ASDASDASDGH-I53ASDZB123123TT,1
AT&T,2013,10,ASDASDASDGH-I5ASDASDYK123123TT,1
AT&T,2013,10,ASDASDASDGH-I5QWEASDZK123123TT,1
AT&T,2013,10,ASDASDASDGH-I8QWEASDZK123123TT,1
AT&T,2013,10,ASDASDASDGH-I92ASDZK123123TT,1
AT&T,2013,10,ASDASDASDGH-I93ASDOK123123TT,1
AT&T,2013,10,ASDASDASDGH-I99ASDZK123123TT,2
AT&T,2013,10,ASDASDASDGH-IASD1ASDRW123123TT,1
AT&T,2013,10,ASDASDASDGH-IASD2ASDD123123123TT,2
AT&T,2013,10,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,1
AT&T,2013,10,ASDASDASDGH-IASDASDASDZK123123TT,2
AT&T,2013,10,ASDASDASDGH-IASDQWEASDMB123123TT,21
AT&T,2013,10,ASDASDASDGH-IASDQWEASDMBB123TT,3
AT&T,2013,10,ASDASDASDGH-IASDQWEASDMBN123TT,1
AT&T,2013,10,ASDASDASDGH-IASDQWEASDRWB123TT,4
AT&T,2013,10,ASDASDASDGH-IQWE3ASDZASDASDASD123123TT,1
AT&T,2013,10,ASDASDASDGH-IQWE6ASDZW123123TT,4
AT&T,2013,10,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,4
AT&T,2013,10,ASDASDASDM-GASD30123MB123123TT,6
AT&T,2013,10,ASDASDASDM-N900123ZKE123TT,40
AT&T,2013,10,ASDASDASDM-N900123ZWE123TT,1
AT&T,2013,10,ASDASDASDM-T21ASD123ZK123123TT,2
"BOOST MOBILE",2013,10,ASDASDASDPH-DASD10123123123BASDASDASDT,4
"BOOST MOBILE",2013,10,ASDASDASDPH-DASD10ZW123BASDASDASDT,9
"BOOST MOBILE",2013,10,ASDASDASDPH-M830ZK123BASDASDASDT,11
"BOOST MOBILE",2013,10,ASDASDASDPH-M8QWE0UW123BASDASDASDT,1
"BOOST MOBILE",2013,10,ASDASDASDPH-M930ZK123BASDASDASDT,1
CRICKET,2013,10,ASDASDASDCH-R530MBBCRI,6
CRICKET,2013,10,ASDASDASDCH-R830ZASDASDASD123CRI,3
CRICKET,2013,10,ASDASDASDCH-R9ASD0ZK123CRI,5
"GENERIC CDMA",2013,10,ASDASDASDCH-I5QWE5ZK123LR123,2
"METRO PCS",2013,10,ASDASDASDCH-R530RWBMTR,3
VERIZON,2013,10,ASDASDASDCH-I500RK123VZW,1
VERIZON,2013,10,ASDASDASDCH-I510R123123VZW,1
VERIZON,2013,10,ASDASDASDCH-I535MB123VZW,26
VERIZON,2013,10,ASDASDASDCH-I535MBBVZW,3
VERIZON,2013,10,ASDASDASDCH-I535MBCVZW,1
VERIZON,2013,10,ASDASDASDCH-I535ZKBVZW,2
VERIZON,2013,10,ASDASDASDCH-I5QWE5ZK123VZW,82
VERIZON,2013,10,ASDASDASDCH-I5QWE5ZKBVZW,2
VERIZON,2013,10,ASDASDASDCH-I5QWE5ZW123VZW,2
VERIZON,2013,10,ASDASDASDCH-I605MASDASDASD123VZW,6
VERIZON,2013,10,ASDASDASDCH-I605TASDASDASD123VZW,1
VERIZON,2013,10,ASDASDASDCH-I930MASDASDASD123VZW,1
VERIZON,2013,10,ASDASDASDM-N900VMKEVZW,46
VERIZON,2013,10,ASDASDASDM-N900VZKEVZW,1
VERIZON,2013,10,ASDASDASDM-N900VZWEVZW,1
VERIZON,2013,10,EK-GC120BK123VZW,1
"VIRGIN MOBILE",2013,10,ASDASDASDPH-M8QWE0MB123VMU,15
"VIRGIN MOBILE",2013,10,ASDASDASDPH-M950D123123VMU,2
VERIZON,2013,11,ASDASDASDCH-I200ZKPVZW,1
VERIZON,2013,11,ASDASDASDCH-I535MB123VZW,16
VERIZON,2013,11,ASDASDASDCH-I535MBBVZW,2
VERIZON,2013,11,ASDASDASDCH-I535RWBVZW,1
VERIZON,2013,11,ASDASDASDCH-I535ZKBVZW,1
VERIZON,2013,11,ASDASDASDCH-I5QWE5ZK123VZW,112
VERIZON,2013,11,ASDASDASDCH-I5QWE5ZKBVZW,1
VERIZON,2013,11,ASDASDASDCH-I5QWE5ZW123VZW,4
VERIZON,2013,11,ASDASDASDCH-I605MASDASDASD123VZW,3
VERIZON,2013,11,ASDASDASDCH-I605TASDASDASD123VZW,3
VERIZON,2013,11,ASDASDASDCH-I605ZW123VZW,2
VERIZON,2013,11,ASDASDASDCH-I915ASDASDASD123123VZW,1
VERIZON,2013,11,ASDASDASDM-GASD30VMB123VZW,1
VERIZON,2013,11,ASDASDASDM-N900VMKEVZW,36
VERIZON,2013,11,ASDASDASDM-N900VZKEVZW,3
VERIZON,2013,11,ASDASDASDM-N900VZWEVZW,3
"VIRGIN MOBILE",2013,11,ASDASDASDPH-M8QWE0MB123VMU,4
Other,2013,11,ASDASDASDCH-LASD10RWBX123R,1
Other,2013,11,ASDASDASDCH-R530MBBX123R,4
Other,2013,11,ASDASDASDCH-RASD60IB123X123R,2
Other,2013,11,ASDASDASDM-P6000ZKVX123R,16
Other,2013,11,ASDASDASDM-P6000ZKYX123R,54
Other,2013,11,ASDASDASDM-P6000ZWVX123R,2
Other,2013,11,ASDASDASDM-P6000ZWYX123R,1
Other,2013,11,ASDASDASDM-T2105GY123X123R,2
Other,2013,11,ASDASDASDM-T2105GYYX123R,1
Other,2013,11,ASDASDASDM-T210RGNYX123R,66
Other,2013,11,ASDASDASDM-T210RMKYX123R,3
Other,2013,11,ASDASDASDM-T210RZWASDASDASDX123R,2
Other,2013,11,ASDASDASDM-T210RZWYX123R,6
Other,2013,11,ASDASDASDM-T3100GNYX123R,12
Other,2013,11,ASDASDASDM-T3100ZWASDASDASDX123R,1
Other,2013,11,ASDASDASDM-T3100ZWYX123R,3
Other,2013,11,ASDASDASDM-VASD000ZG123X123R,1
Other,2013,11,ASDASDASDM-VASD000ZK123X123R,2
Other,2013,11,EK-GC110ZK123X123R,1
Other,2013,11,GT-I9505ZWGX123R,2
Other,2013,11,GT-N5110NKYX123R,19
Other,2013,11,GT-N5110ZWMX123R,1
Other,2013,11,GT-N5110ZWYX123R,2
Other,2013,11,GT-N8013E123VX123R,18
Other,2013,11,GT-N8013ZWYX123R,1
Other,2013,11,GT-P3113GRASDASDASDX123R,23
Other,2013,11,GT-P3113TASDASDASDYX123R,4
Other,2013,11,GT-P3113ZWYX123R,1
Other,2013,11,GT-P5113TASDASDASDYX123R,23
Other,2013,11,GT-P5210GNYX123R,39
Other,2013,11,GT-P5210ZWASDASDASDX123R,3
Other,2013,11,GT-P5210ZWYX123R,8
Other,2013,11,GT-P8110H123EX123R,1
Other,2013,11,GT-PASD510M123YX123R,2
Other,2013,11,GT-PASD510UWVX123B,1
SPRINT,2013,11,ASDASDASDM-N900PZKEASDASDASDPR,21
SPRINT,2013,11,ASDASDASDM-N900PZWEASDASDASDPR,3
SPRINT,2013,11,ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR,15
SPRINT,2013,11,ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR,3
SPRINT,2013,11,ASDASDASDPH-DASD10ZW123ASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR,2
SPRINT,2013,11,ASDASDASDPH-L520ZK123ASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-L600ZK123ASDASDASDPR,2
SPRINT,2013,11,ASDASDASDPH-L900TASDASDASD123ASDASDASDPR,6
SPRINT,2013,11,ASDASDASDPH-LASD10MB123ASDASDASDPR,30
SPRINT,2013,11,ASDASDASDPH-LASD10MBBASDASDASDPR,3
SPRINT,2013,11,ASDASDASDPH-LASD10RW123ASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-LASD10RWBASDASDASDPR,2
SPRINT,2013,11,ASDASDASDPH-LASD10ZPBASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-LASD20ZB123ASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-LASD20ZK123ASDASDASDPR,60
SPRINT,2013,11,ASDASDASDPH-LASD20ZP123ASDASDASDPR,1
SPRINT,2013,11,ASDASDASDPH-LASD20ZW123ASDASDASDPR,2
SPRINT,2013,11,ASDASDASDPH-P500TASDASDASD123ASDASDASDPR,1
T-MOBILE,2013,11,ASDASDASDGH-M819ZK123TMB,1
T-MOBILE,2013,11,ASDASDASDGH-M919RW123TMB,10
T-MOBILE,2013,11,ASDASDASDGH-M919ZK123TMB,33
T-MOBILE,2013,11,ASDASDASDGH-M919ZW123TMB,2
T-MOBILE,2013,11,ASDASDASDGH-T399DN123TMB,5
T-MOBILE,2013,11,ASDASDASDGH-T3ASD9U123BTMB,1
T-MOBILE,2013,11,ASDASDASDGH-T599D123123TMB,2
T-MOBILE,2013,11,ASDASDASDGH-T599E123123TMB,17
T-MOBILE,2013,11,ASDASDASDGH-T699D123BTMB,1
T-MOBILE,2013,11,ASDASDASDGH-T6ASD9DBBTMB,2
T-MOBILE,2013,11,ASDASDASDGH-T889PASDASDASD123TMB,9
T-MOBILE,2013,11,ASDASDASDGH-T8QWE9ZK123TMB,1
T-MOBILE,2013,11,ASDASDASDGH-T959ZKBTMB,1
T-MOBILE,2013,11,ASDASDASDGH-T989123123BTMB,1
T-MOBILE,2013,11,ASDASDASDGH-T989ZKBTMB,16
T-MOBILE,2013,11,ASDASDASDGH-T999MB123TMB,11
T-MOBILE,2013,11,ASDASDASDGH-T999NB123TMB,1
T-MOBILE,2013,11,ASDASDASDGH-T999RW123TMB,1
T-MOBILE,2013,11,ASDASDASDGH-T999Z123123TMB,10
T-MOBILE,2013,11,ASDASDASDGH-T999ZW123TMB,2
T-MOBILE,2013,11,ASDASDASDGH-TASDASD9TASDASDASDBTMB,1
T-MOBILE,2013,11,ASDASDASDM-N900TZKETMB,24
T-MOBILE,2013,11,ASDASDASDM-N900TZWETMB,3
TRACFONE,2013,11,ASDASDASDCH-ASDASDASD960MBBTFN,1
TRACFONE,2013,11,ASDASDASDCH-ASDASDASDASD38YB123TFN,2
"US CELLULAR",2013,11,ASDASDASDCH-I925E123123UASDASDASDC,1
"US CELLULAR",2013,11,ASDASDASDCH-R530RWBUASDASDASDC,2
"US CELLULAR",2013,11,ASDASDASDCH-R880MB123UASDASDASDC,1
"US CELLULAR",2013,11,ASDASDASDCH-R890ZK123UASDASDASDC,1
"US CELLULAR",2013,11,ASDASDASDCH-R950TASDASDASD123UASDASDASDC,5
"US CELLULAR",2013,11,ASDASDASDCH-R960ZK123UASDASDASDC,2
"US CELLULAR",2013,11,ASDASDASDCH-R9ASD0ZK123UASDASDASDC,8
"US CELLULAR",2013,11,ASDASDASDCH-R9ASD0ZW123UASDASDASDC,1
"US CELLULAR",2013,11,ASDASDASDM-N900RZKEUASDASDASDC,1
AT&T,2013,11,ASDASDASDGH-12310ASDZASDASDASD123123TT,1
AT&T,2013,11,ASDASDASDGH-12392ASDZ123123123TT,1
AT&T,2013,11,ASDASDASDGH-I31ASDTASDASDASD123123TT,4
AT&T,2013,11,ASDASDASDGH-I31ASDZW123123TT,1
AT&T,2013,11,ASDASDASDGH-I33ASDZK123123TT,61
AT&T,2013,11,ASDASDASDGH-I33ASDZKM123TT,1
AT&T,2013,11,ASDASDASDGH-I33ASDZRM123TT,1
AT&T,2013,11,ASDASDASDGH-I33ASDZW123123TT,3
AT&T,2013,11,ASDASDASDGH-I33ASDZWM123TT,1
AT&T,2013,11,ASDASDASDGH-I52ASDZKB123TT,8
AT&T,2013,11,ASDASDASDGH-I53ASDZ123123123TT,12
AT&T,2013,11,ASDASDASDGH-I53ASDZ123M123TT,1
AT&T,2013,11,ASDASDASDGH-I53ASDZB123123TT,2
AT&T,2013,11,ASDASDASDGH-I5QWEASDZK123123TT,2
AT&T,2013,11,ASDASDASDGH-I95ASDZK123123TT,1
AT&T,2013,11,ASDASDASDGH-IASD1ASDZB123123TT,1
AT&T,2013,11,ASDASDASDGH-IASD2ASDD123123123TT,4
AT&T,2013,11,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,1
AT&T,2013,11,ASDASDASDGH-IASDASDASDZK123123TT,1
AT&T,2013,11,ASDASDASDGH-IASDQWEASDMB123123TT,18
AT&T,2013,11,ASDASDASDGH-IASDQWEASDMBB123TT,3
AT&T,2013,11,ASDASDASDGH-IASDQWEASDRWB123TT,2
AT&T,2013,11,ASDASDASDGH-IASDQWEASDZRB123TT,2
AT&T,2013,11,ASDASDASDGH-IQWE3ASDMBZ123TT,1
AT&T,2013,11,ASDASDASDGH-IQWE3ASDZASDASDASD123123TT,1
AT&T,2013,11,ASDASDASDGH-IQWE6ASDZW123123TT,3
AT&T,2013,11,ASDASDASDGH-IQWE9ASDZASDASDASD123123TT,2
AT&T,2013,11,ASDASDASDM-C105123ZW123123TT,1
AT&T,2013,11,ASDASDASDM-GASD30123MB123123TT,6
AT&T,2013,11,ASDASDASDM-N900123ZKE123TT,34
AT&T,2013,11,ASDASDASDM-N900123ZWE123TT,2
AT&T,2013,11,ASDASDASDM-T21ASD123ZK123123TT,10
AT&T,2013,11,EK-GC100ZW123123TT,1
"BOOST MOBILE",2013,11,ASDASDASDPH-DASD10123123123BASDASDASDT,3
"BOOST MOBILE",2013,11,ASDASDASDPH-DASD10ZW123BASDASDASDT,5
"BOOST MOBILE",2013,11,ASDASDASDPH-LASD10RWBBASDASDASDT,1
"BOOST MOBILE",2013,11,ASDASDASDPH-M390ZK123BASDASDASDT,1
"BOOST MOBILE",2013,11,ASDASDASDPH-M820ZK123BASDASDASDT,1
"BOOST MOBILE",2013,11,ASDASDASDPH-M830ZK123BASDASDASDT,14
"BOOST MOBILE",2013,11,ASDASDASDPH-M8QWE0UW123BASDASDASDT,9
CRICKET,2013,11,ASDASDASDCH-R530MBBCRI,1
CRICKET,2013,11,ASDASDASDCH-R830ZASDASDASD123CRI,1
CRICKET,2013,11,ASDASDASDCH-R9ASD0ZK123CRI,5
"GENERIC CDMA",2013,11,ASDASDASDCH-I5QWE5ZK123LR123,2
"METRO PCS",2013,11,ASDASDASDCH-R530RWBMTR,4
AT&T,2013,12,ASDASDASDGH-I31ASDTASDASDASD123123TT,9
AT&T,2013,12,ASDASDASDGH-I33ASDZK123123TT,83
AT&T,2013,12,ASDASDASDGH-I33ASDZKM123TT,1
AT&T,2013,12,ASDASDASDGH-I33ASDZRM123TT,1
AT&T,2013,12,ASDASDASDGH-I33ASDZW123123TT,4
AT&T,2013,12,ASDASDASDGH-I52ASDZKB123TT,3
AT&T,2013,12,ASDASDASDGH-I53ASDZ123123123TT,16
AT&T,2013,12,ASDASDASDGH-I53ASDZB123123TT,1
AT&T,2013,12,ASDASDASDGH-I5QWEASDZK123123TT,1
AT&T,2013,12,ASDASDASDGH-I89ASDZK123123TT,1
AT&T,2013,12,ASDASDASDGH-I91ASDZK123123TT,2
AT&T,2013,12,ASDASDASDGH-IASD1ASDRW123123TT,1
AT&T,2013,12,ASDASDASDGH-IASD2ASDMASDASDASD123123TT,2
AT&T,2013,12,ASDASDASDGH-IASDQWEASDMB123123TT,26
