Campaign Name,Audience,Version,Subject Line,Deployment Date,Unique Emails Delivered,Unique Emails Opened,Unique Clickers,Open Rate,Click Rate,Click To Open Rate,Unsub Rate
N6_BRX_April_Newsletter,Alpha S Group2s,,,4/23/2014,1515,224,23,0.1479,0.0152,0.10267857,0.0089
NK_BRX_AEG_Venue_Specific,,AEG_ANNC_STP,,5/29/2014,31,5,2,0.1613,0.0645,0.4,0
NY_BRX_AC5_SuBRXin,,AH_AC5_SUST,,6/5/2014,1064,172,9,0.1617,0.0085,0.05232558,0.0058
NY_BRX_AC5_SuBRXin,HR_AC5,AH_AC5_SUST,,6/5/2014,268,68,13,0.2537,0.0485,0.19117647,0
NY_BRX_AC5_SuBRXin,HR_AS_ALL,AH_AC5_SUST,,6/5/2014,178,48,6,0.2697,0.0337,0.125,0.0417
NY_BRX_AC5_SuBRXin,OW_BRXQWE_OTH,AH_AC5_SUST,,6/5/2014,1632,281,36,0.1722,0.0221,0.12811388,0
OC_BRX_Chagall-Klimt_Preorder,,PO_TABS_ALL,S1,6/18/2014,3910,582,77,0.1488,0.0197,0.1323024,0.0052
OK_NAHQ_Generic_Handraiser,,BRX_Generic,,9/4/2014,96,54,18,0.5625,0.1875,0.33333333,0
OK_NAHQ_Generic_Handraiser,,BRX_Generic,,9/11/2014,126,68,25,0.5397,0.1984,0.36764706,0
OK_NAHQ_Generic_Handraiser,,BRX_Generic,,10/16/2014,1,1,0,1,0,0,0
OK_NAHQ_Generic_Handraiser,,BRX_ProjectNil,,3/13/2015,4,3,1,0.75,0.25,0.33333333,0
OL_BRX AEG Venue Rollouts Phase 1,,AEG_ANNC_BAR,S23,6/26/2014,96,15,3,0.1563,0.0313,0.2,0
OL_BRX AEG Venue Rollouts Phase 1,,AEG_ANNC_MAN,S23,6/26/2014,25,4,3,0.16,0.12,0.75,0
OP_BRX_Tab_S_Launch,,LA_TABS_AC5,S2,6/27/2014,357,95,10,0.2661,0.028,0.10526316,0
OP_BRX_Tab_S_Launch,OW_SMART_NOAC5,LA_TABS_ALL,S1,6/27/2014,2772,363,39,0.131,0.0141,0.10743802,0.0083
OP_BRX_Tab_S_Launch,OW_TAB_7_12,LA_TABS_ALL,S1,6/27/2014,700,112,15,0.16,0.0214,0.13392857,0.0089
OS_BRX_Sprint_LO_Trade-In,AH_SPR_LO_AC5_X3,AH_SPR_LO_AC5_X3,,7/9/2014,361,102,10,0.2825,0.0277,0.09803922,0
OS_BRX_Sprint_LO_Trade-In,AH_SPR_LO_AC5_X3,AH_SPR_LO_AC5_X3,,7/10/2014,239,15,6,0.0628,0.0251,0.39999999,0.2667
OS_BRX_Sprint_LO_Trade-In,AH_SPR_LO_AC5_X3,AH_SPR_LO_AC5_X3,,7/15/2014,293,38,3,0.1297,0.0102,0.07894736,0
OS_BRX_Sprint_LO_Trade-In,AH_SPR_LO_AC5_X3,AH_SPR_LO_AC5_X3,,7/16/2014,232,8,4,0.0345,0.0172,0.5,0.25
OX_BRX_Kappa_Launch,Consumer_Electronics_Interest,PL_LVL_ALL,S3,7/24/2014,32,4,0,0.125,0,0,0
OX_BRX_Kappa_Launch,OW_AB3_ALL,PL_LVL_ALL,S3,7/24/2014,830,121,23,0.1458,0.0277,0.19008264,0.0248
OX_BRX_Kappa_Launch,OW_TAB_ALL,PL_LVL_ALL,S3,7/24/2014,1259,217,19,0.1724,0.0151,0.0875576,0.0092
PB_BRX AC5 Refresh,,AH_AC5_REFRESH,S3,8/7/2014,1470,209,28,0.1422,0.019,0.13397129,0.0096
PB_BRX AC5 Refresh,,AH_AC5_REFRESH_QWE,S2,8/5/2014,31,10,0,0.3226,0,0,0
PB_BRX AC5 Refresh,,AH_AC5_REFRESH_QWE,S3,8/7/2014,1455,248,24,0.1704,0.0165,0.09677419,0.0081
PB_BRX AC5 Refresh,INT_CONSELECTR_SAE,AH_AC5_REFRESH_QWE,S3,8/7/2014,105,17,0,0.1619,0,0,0
PK_BRX Back to School Em,,TS_B2S_ALL,,8/20/2014,882,113,17,0.1281,0.0193,0.15044248,0
PK_BRX Back to School Em,OW_SMART_ALL,TS_B2S_ALL,,8/20/2014,228,29,4,0.1272,0.0175,0.13793103,0.0345
PO_BRX PRC,,E3,,9/12/2013,9,1,1,0.1111,0.1111,1,0
PO_BRX PRC,,E6,,9/18/2013,6,2,1,0.3333,0.1667,0.5,0
PO_BRX PRC,,F5,,8/8/2014,1,1,0,1,0,0,0
PO_BRX PRC,,G1,,9/26/2013,3,2,1,0.6667,0.3333,0.5,0
PO_BRX PRC,,G1,,2/22/2014,4,0,0,0,0,0,0
PO_BRX PRC,,G1,,6/2/2014,2,0,0,0,0,0,0
PO_BRX PRC,,G1,,1/25/2015,4,0,0,0,0,0,0
PO_BRX PRC,,G2,,10/1/2013,3,1,1,0.3333,0.3333,1,0
PO_BRX PRC,,G2,,11/23/2013,3,1,1,0.3333,0.3333,1,0
PO_BRX PRC,,G2,,3/7/2014,19,3,0,0.1579,0,0,0
PO_BRX PRC,,G2,,1/30/2015,4,2,1,0.5,0.25,0.5,0
PO_BRX PRC,,G3,,10/9/2013,7,1,0,0.1429,0,0,0
PO_BRX PRC,,G3,,11/30/2013,3,1,0,0.3333,0,0,0
PO_BRX PRC,,G3,,12/17/2013,6,0,0,0,0,0,0
PO_BRX PRC,,G4,,10/15/2013,3,0,0,0,0,0,0
PO_BRX PRC,,G4,,12/2/2013,10,3,1,0.3,0.1,0.33333333,0.3333
PO_BRX PRC,,G4,,12/24/2013,6,0,0,0,0,0,0
PO_BRX PRC,,G5,,10/22/2013,3,0,0,0,0,0,0
PO_BRX PRC,,G5,,12/8/2013,3,1,0,0.3333,0,0,0
PO_BRX PRC,,G5,,12/14/2013,3,1,1,0.3333,0.3333,1,0
PO_BRX PRC,,G5,,12/31/2013,6,3,2,0.5,0.3333,0.66666667,0
PO_BRX PRC,,G6,,12/15/2013,3,1,0,0.3333,0,0,0
PO_BRX PRC,,G6,,12/21/2013,3,1,0,0.3333,0,0,0
PO_BRX PRC,,G6,,2/27/2015,4,1,0,0.25,0,0,0
PO_BRX PRC,,L1,,3/10/2014,30,9,6,0.3,0.2,0.66666667,0
PO_BRX PRC,,L4,,11/30/2013,3,1,0,0.3333,0,0,0
PO_BRX PRC,,Q1,S2,3/25/2015,4,0,0,0,0,0,0
PO_BRX PRC,,Q6,,9/10/2014,4,0,0,0,0,0,0
PO_BRX PRC,,Q8,,10/20/2014,7,1,0,0.1429,0,0,0
PP_Trade In Offer,OW_AB3_5p,TIO_ALL,S3,9/10/2014,515,88,14,0.1709,0.0272,0.15909091,0
PP_Trade In Offer,OW_AB3_5p,TIO_ALL,S3,9/12/2014,356,9,1,0.0253,0.0028,0.11111108,0
PP_Trade In Offer,OW_AB4_5p,TIO_ALL,S3,9/12/2014,252,9,1,0.0357,0.004,0.11111109,0
PP_Trade In Offer,OW_AS2_5p,TIO_ALL,S3,9/10/2014,103,17,3,0.165,0.0291,0.17647059,0
PP_Trade In Offer,OW_AS2_5p,TIO_ALL,S3,9/12/2014,72,4,1,0.0556,0.0139,0.24999999,0
PP_Trade In Offer,OW_FP_5p,TIO_ALL,S2,9/9/2014,14,4,0,0.2857,0,0,0
PP_Trade In Offer,OW_FP_5p,TIO_ALL,S3,9/10/2014,126,27,0,0.2143,0,0,0.037
PP_Trade In Offer,OW_SMART_5p,TIO_ALL,S3,9/10/2014,296,54,10,0.1824,0.0338,0.18518518,0
PP_Trade In Offer,OW_SMART_5p,TIO_ALL,S3,9/12/2014,290,13,4,0.0448,0.0138,0.3076923,0
PP_Trade In Offer,OW_X2_5p,TIO_ALL,S3,9/10/2014,129,20,6,0.155,0.0465,0.3,0
PP_Trade In Offer,OW_X2_5p,TIO_ALL,S3,9/12/2014,76,7,3,0.0921,0.0395,0.42857143,0
PP_Trade In Offer,OW_X3_Multi,TIO_ALL,S3,9/12/2014,5,0,0,0,0,0,0
PW_BRX_Beta_4_Preorder,Alpha_HR_ALL,ATT_TPO_ALL,,10/2/2014,25,7,2,0.28,0.08,0.28571429,0
PW_BRX_Beta_4_Preorder,Alpha_HR_ALL,GEN_TPO_ALL,,10/2/2014,97,14,5,0.1443,0.0515,0.35714285,0.0714
PW_BRX_Beta_4_Preorder,Alpha_HR_ALL,SPR_TPO_ALL,,10/2/2014,19,2,0,0.1053,0,0,0
PW_BRX_Beta_4_Preorder,Alpha_HR_ALL,TMB_TPO_ALL,,10/2/2014,16,1,0,0.0625,0,0,0
PW_BRX_Beta_4_Preorder,CONTROL,GEN_TPO_ALL,,9/26/2014,36,10,3,0.2778,0.0833,0.3,0
PW_BRX_Beta_4_Preorder,CONTROL,GEN_TPO_ALL,,10/2/2014,24,6,0,0.25,0,0,0
PW_BRX_Beta_4_Preorder,F_31-50_75K,GEN_TPO_ALL,,9/26/2014,21,4,1,0.1905,0.0476,0.25,0
PW_BRX_Beta_4_Preorder,F_31-50_75K,GEN_TPO_ALL,,10/2/2014,3,1,0,0.3333,0,0,0
PW_BRX_Beta_4_Preorder,M_31-50_50K,GEN_TPO_ALL,,9/26/2014,56,15,2,0.2679,0.0357,0.13333333,0
PW_BRX_Beta_4_Preorder,M_31-50_50K,GEN_TPO_ALL,,10/2/2014,13,5,0,0.3846,0,0,0
PW_BRX_Beta_4_Preorder,M_31-50_75K,GEN_TPO_ALL,,9/26/2014,60,12,3,0.2,0.05,0.25,0
PW_BRX_Beta_4_Preorder,M_31-50_75K,GEN_TPO_ALL,,10/2/2014,3,1,0,0.3333,0,0,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,ATT_TPO_ALL,,10/2/2014,53,5,1,0.0943,0.0189,0.2,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,GEN_TPO_ALL,,9/26/2014,47,10,4,0.2128,0.0851,0.4,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,GEN_TPO_ALL,,10/2/2014,24,5,0,0.2083,0,0,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,SPR_TPO_ALL,,9/26/2014,119,23,3,0.1933,0.0252,0.13043478,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,SPR_TPO_ALL,,10/2/2014,81,8,0,0.0988,0,0,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,TMB_TPO_ALL,,9/24/2014,99,16,6,0.1616,0.0606,0.375,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,TMB_TPO_ALL,,10/2/2014,78,8,1,0.1026,0.0128,0.12499999,0
PW_BRX_Beta_4_Preorder,OW_AB3_7p,VZN_TPO_ALL,,10/2/2014,50,4,1,0.08,0.02,0.25,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,ATT_TPO_ALL,,10/2/2014,77,8,2,0.1039,0.026,0.24999999,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,GEN_TPO_ALL,,9/26/2014,46,15,2,0.3261,0.0435,0.13333333,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,GEN_TPO_ALL,,10/2/2014,13,2,0,0.1538,0,0,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,SPR_TPO_ALL,,9/26/2014,90,17,2,0.1889,0.0222,0.11764706,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,SPR_TPO_ALL,,10/2/2014,61,10,0,0.1639,0,0,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,TMB_TPO_ALL,,9/24/2014,97,27,11,0.2784,0.1134,0.40740741,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,TMB_TPO_ALL,,10/2/2014,67,17,4,0.2537,0.0597,0.23529412,0
PW_BRX_Beta_4_Preorder,OW_AB4_7p,VZN_TPO_ALL,,10/2/2014,44,6,1,0.1364,0.0227,0.16666666,0
PW_BRX_Beta_4_Preorder,OW_FP_7p,ATT_TPO_ALL,,10/2/2014,14,4,1,0.2857,0.0714,0.25,0
PW_BRX_Beta_4_Preorder,OW_FP_7p,SPR_TPO_ALL,,9/26/2014,3,2,1,0.6667,0.3333,0.5,0
PW_BRX_Beta_4_Preorder,OW_FP_7p,SPR_TPO_ALL,,10/2/2014,4,1,0,0.25,0,0,0
PW_BRX_Beta_4_Preorder,OW_FP_7p,TMB_TPO_ALL,,10/2/2014,5,3,0,0.6,0,0,0
PW_BRX_Beta_4_Preorder,OW_FP_7p,VZN_TPO_ALL,,10/2/2014,5,2,1,0.4,0.2,0.5,0
PW_BRX_Beta_4_Preorder,OW_SMART_7p,ATT_TPO_ALL,,10/2/2014,41,4,0,0.0976,0,0,0
PW_BRX_Beta_4_Preorder,OW_SMART_7p,GEN_TPO_ALL,,9/26/2014,120,21,1,0.175,0.0083,0.04761905,0
PW_BRX_Beta_4_Preorder,OW_SMART_7p,GEN_TPO_ALL,,10/2/2014,56,10,0,0.1786,0,0,0
PW_BRX_Beta_4_Preorder,OW_SMART_7p,TMB_TPO_ALL,,9/24/2014,106,30,4,0.283,0.0377,0.13333333,0.0333
PW_BRX_Beta_4_Preorder,OW_SMART_7p,TMB_TPO_ALL,,10/2/2014,56,14,2,0.25,0.0357,0.14285714,0
PW_BRX_Beta_4_Preorder,OW_SMART_7p,VZN_TPO_ALL,,10/2/2014,8,0,0,0,0,0,0
PW_BRX_Beta_4_Preorder,OW_TAB_ALL,GEN_TPO_ALL,,9/26/2014,1205,212,28,0.1759,0.0232,0.13207547,0.0094
PW_BRX_Beta_4_Preorder,OW_X2_7p,ATT_TPO_Beta,,10/2/2014,23,4,1,0.1739,0.0435,0.25,0
PW_BRX_Beta_4_Preorder,OW_X2_7p,SPR_TPO_Beta,,9/26/2014,30,9,2,0.3,0.0667,0.22222222,0
PW_BRX_Beta_4_Preorder,OW_X2_7p,SPR_TPO_Beta,,10/2/2014,22,7,1,0.3182,0.0455,0.14285714,0
PW_BRX_Beta_4_Preorder,OW_X2_7p,TMB_TPO_Beta,,9/24/2014,22,7,2,0.3182,0.0909,0.28571428,0
PW_BRX_Beta_4_Preorder,OW_X2_7p,TMB_TPO_Beta,,10/2/2014,17,3,0,0.1765,0,0,0
PW_BRX_Beta_4_Preorder,OW_X2_7p,VZN_TPO_Beta,,10/2/2014,10,1,0,0.1,0,0,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,ATT_TPO_Beta,,10/2/2014,36,1,0,0.0278,0,0,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,GEN_TPO_Beta,,10/2/2014,2,2,0,1,0,0,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,SPR_TPO_Beta,,9/26/2014,38,12,2,0.3158,0.0526,0.16666666,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,SPR_TPO_Beta,,10/2/2014,25,8,0,0.32,0,0,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,TMB_TPO_Beta,,9/24/2014,44,10,2,0.2273,0.0455,0.2,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,TMB_TPO_Beta,,10/2/2014,33,8,1,0.2424,0.0303,0.125,0
PW_BRX_Beta_4_Preorder,OW_X3_7p,VZN_TPO_Beta,,10/2/2014,21,4,0,0.1905,0,0,0
PW_BRX_Beta_4_Preorder,X4_HR_ALL,GEN_TPO_ALL,,9/26/2014,355,139,55,0.3915,0.1549,0.39568345,0.0072
PW_BRX_Beta_4_Preorder,X4_HR_ALL,SPR_TPO_ALL,,9/26/2014,47,13,4,0.2766,0.0851,0.3076923,0
PW_BRX_Beta_4_Preorder,X4_HR_ALL,SPR_TPO_ALL,,10/2/2014,10,5,1,0.5,0.1,0.2,0
PW_BRX_Beta_4_Preorder,X4_HR_ALL,TMB_TPO_ALL,,9/24/2014,41,13,3,0.3171,0.0732,0.23076923,0
PW_BRX_Beta_4_Preorder,X4_HR_ALL,TMB_TPO_ALL,,10/2/2014,13,8,1,0.6154,0.0769,0.125,0
PW_BRX_Beta_4_Preorder,X4_HR_ALL,VZN_TPO_ALL,,10/2/2014,19,6,1,0.3158,0.0526,0.16666666,0
Q5_BRX_Beta_4_Prelaunch,Alpha_HR_ALL,GEN_TPL_ALL,S3,10/9/2014,156,50,10,0.3205,0.0641,0.2,0
Q5_BRX_Beta_4_Prelaunch,Alpha_HR_ALL,SPR_TPL_ALL,S3,10/9/2014,41,15,2,0.3659,0.0488,0.13333333,0
Q5_BRX_Beta_4_Prelaunch,BUS_PRO,GEN_TPL_ALL,S3,10/9/2014,26,7,1,0.2692,0.0385,0.14285714,0
Q5_BRX_Beta_4_Prelaunch,CONTROL,GEN_TPL_ALL,S3,10/9/2014,28,6,2,0.2143,0.0714,0.33333333,0
Q5_BRX_Beta_4_Prelaunch,F_31-50_50K,GEN_TPL_ALL,S3,10/9/2014,52,6,0,0.1154,0,0,0
Q5_BRX_Beta_4_Prelaunch,F_31-50_75K,GEN_TPL_ALL,S3,10/9/2014,14,4,0,0.2857,0,0,0
Q5_BRX_Beta_4_Prelaunch,M_31-50_50K,GEN_TPL_ALL,S3,10/9/2014,38,8,2,0.2105,0.0526,0.25,0
Q5_BRX_Beta_4_Prelaunch,M_31-50_75K,GEN_TPL_ALL,S3,10/9/2014,38,9,0,0.2368,0,0,0
Q5_BRX_Beta_4_Prelaunch,OW_AB3_7p,GEN_TPL_ALL,S3,10/9/2014,35,3,1,0.0857,0.0286,0.33333333,0
Q5_BRX_Beta_4_Prelaunch,OW_AB3_7p,SPR_TPL_ALL,S3,10/9/2014,126,17,1,0.1349,0.0079,0.05882352,0
Q5_BRX_Beta_4_Prelaunch,OW_AB4_7p,GEN_TPL_ALL,S3,10/9/2014,22,3,2,0.1364,0.0909,0.66666666,0
Q5_BRX_Beta_4_Prelaunch,OW_AB4_7p,SPR_TPL_ALL,S3,10/9/2014,96,19,3,0.1979,0.0313,0.15789474,0
Q5_BRX_Beta_4_Prelaunch,OW_FP_7p,ATT_TPL_ALL,S3,10/9/2014,56,10,1,0.1786,0.0179,0.1,0
Q5_BRX_Beta_4_Prelaunch,OW_FP_7p,SPR_TPL_ALL,S3,10/9/2014,15,3,1,0.2,0.0667,0.33333333,0
Q5_BRX_Beta_4_Prelaunch,OW_SMART_7p,ATT_TPL_ALL,S3,10/9/2014,90,14,4,0.1556,0.0444,0.28571428,0
Q5_BRX_Beta_4_Prelaunch,OW_SMART_7p,GEN_TPL_ALL,S3,10/9/2014,104,17,4,0.1635,0.0385,0.23529412,0
Q5_BRX_Beta_4_Prelaunch,OW_SMART_7p,SPR_TPL_ALL,S3,10/9/2014,47,4,1,0.0851,0.0213,0.24999999,0
Q5_BRX_Beta_4_Prelaunch,OW_SMTV_ALL,GEN_TPL_ALL,S3,10/9/2014,19,2,0,0.1053,0,0,0
Q5_BRX_Beta_4_Prelaunch,OW_TAB_ALL,ATT_TPL_ALL,S3,10/9/2014,48,9,1,0.1875,0.0208,0.11111111,0
Q5_BRX_Beta_4_Prelaunch,OW_TAB_ALL,GEN_TPL_ALL,S3,10/9/2014,884,160,17,0.181,0.0192,0.10625,0
Q5_BRX_Beta_4_Prelaunch,OW_TAB_ALL,SPR_TPL_ALL,S3,10/9/2014,122,13,0,0.1066,0,0,0
Q5_BRX_Beta_4_Prelaunch,X4_HR_ALL,SPR_TPL_ALL,S3,10/9/2014,21,5,2,0.2381,0.0952,0.4,0
Q7_BRX_Beta_4_Launch,ACTIVE_0-6,GEN_TLA_ALL,,10/23/2014,501,217,32,0.4331,0.0639,0.14746544,0
Q7_BRX_Beta_4_Launch,ACTIVE_0-6,GEN_TLA_ALL,,10/30/2014,345,67,8,0.1942,0.0232,0.11940298,0
Q7_BRX_Beta_4_Launch,ACTIVE_7-12,GEN_TLA_ALL,,10/23/2014,326,76,18,0.2331,0.0552,0.2368421,0.0395
Q7_BRX_Beta_4_Launch,ACTIVE_7-12,GEN_TLA_ALL,,10/30/2014,271,24,8,0.0886,0.0295,0.33333333,0.0833
Q7_BRX_Beta_4_Launch,ACTIVE_NEW,GEN_TLA_ALL,,10/23/2014,269,21,6,0.0781,0.0223,0.28571428,0
Q7_BRX_Beta_4_Launch,ACTIVE_NEW,GEN_TLA_ALL,,10/30/2014,256,8,4,0.0313,0.0156,0.5,0
Q7_BRX_Beta_4_Launch,Alpha_HR_ALL,GEN_TLA_ALL,,10/23/2014,172,63,15,0.3663,0.0872,0.23809524,0
Q7_BRX_Beta_4_Launch,BUS_PRO,GEN_TLA_ALL,,10/24/2014,28,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,ELECTRONICS_ENTHUSIAST,GEN_TLA_ALL,,10/24/2014,56,3,1,0.0536,0.0179,0.33333332,0
Q7_BRX_Beta_4_Launch,ELECTRONICS_ENTHUSIAST,GEN_TLA_ALL,,10/25/2014,3,1,1,0.3333,0.3333,1,0
Q7_BRX_Beta_4_Launch,F_31-50_50K,GEN_TLA_ALL,,10/24/2014,92,4,0,0.0435,0,0,0
Q7_BRX_Beta_4_Launch,F_31-50_75K,GEN_TLA_ALL,,10/24/2014,34,2,0,0.0588,0,0,0
Q7_BRX_Beta_4_Launch,HIGH_TECH_LEADER,GEN_TLA_ALL,,10/24/2014,67,4,1,0.0597,0.0149,0.25,0
Q7_BRX_Beta_4_Launch,INACTIVE_13-18,GEN_TLA_ALL,,10/24/2014,69,3,0,0.0435,0,0,0
Q7_BRX_Beta_4_Launch,INACTIVE_19-24,GEN_TLA_ALL,,10/24/2014,58,5,0,0.0862,0,0,0
Q7_BRX_Beta_4_Launch,INACTIVE_25p,GEN_TLA_ALL,,10/24/2014,129,10,1,0.0775,0.0078,0.09999999,0
Q7_BRX_Beta_4_Launch,INACTIVE_NEVER,GEN_TLA_ALL,,10/24/2014,439,11,2,0.0251,0.0046,0.18181816,0.0909
Q7_BRX_Beta_4_Launch,INACTIVE_NEVER,GEN_TLA_ALL,,10/25/2014,177,10,3,0.0565,0.0169,0.29999999,0
Q7_BRX_Beta_4_Launch,INTERNET_ENTERTAINMENT_USERS,GEN_TLA_ALL,,10/24/2014,24,1,0,0.0417,0,0,0
Q7_BRX_Beta_4_Launch,LO_ALL,GEN_TLA_ALL,,10/24/2014,43,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,M_31-50_50K,GEN_TLA_ALL,,10/24/2014,53,3,1,0.0566,0.0189,0.33333333,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,ATT_TLA_SAM,,10/17/2014,162,39,6,0.2407,0.037,0.15384615,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,ATT_TLA_SAM,,10/20/2014,56,1,1,0.0179,0.0179,1,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,GEN_TLA_SAM,,10/24/2014,55,2,0,0.0364,0,0,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,SPR_TLA_SAM,,10/20/2014,106,5,1,0.0472,0.0094,0.2,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,TMB_TLA_SAM,,10/17/2014,259,39,5,0.1506,0.0193,0.12820513,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,USC_TLA_SAM,,10/20/2014,3,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_AB3_ALL,VZN_TLA_SAM,,10/23/2014,167,38,5,0.2275,0.0299,0.13157894,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,ATT_TLA_SAM,,10/17/2014,304,66,12,0.2171,0.0395,0.18181818,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,ATT_TLA_SAM,,10/30/2014,261,23,5,0.0881,0.0192,0.2173913,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,GEN_TLA_SAM,,10/23/2014,98,23,6,0.2347,0.0612,0.26086956,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,SPR_TLA_SAM,,10/20/2014,74,1,0,0.0135,0,0,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,TMB_TLA_SAM,,10/17/2014,260,58,10,0.2231,0.0385,0.17241379,0
Q7_BRX_Beta_4_Launch,OW_AB4_ALL,TMB_TLA_SAM,,10/20/2014,79,5,3,0.0633,0.038,0.59999999,0
Q7_BRX_Beta_4_Launch,OW_AC5_ALL,TMB_TLA_SAM,,10/17/2014,251,52,4,0.2072,0.0159,0.07692307,0.0192
Q7_BRX_Beta_4_Launch,OW_AC5_ALL,TMB_TLA_SAM,,10/20/2014,25,3,1,0.12,0.04,0.33333333,0.3333
Q7_BRX_Beta_4_Launch,OW_AC5_ALL,TMB_TLA_SAM,,10/30/2014,214,16,1,0.0748,0.0047,0.0625,0
Q7_BRX_Beta_4_Launch,OW_FP_ALL,ATT_TLA_SAM,,10/17/2014,79,28,5,0.3544,0.0633,0.17857143,0
Q7_BRX_Beta_4_Launch,OW_FP_ALL,ATT_TLA_SAM,,10/30/2014,57,7,1,0.1228,0.0175,0.14285714,0
Q7_BRX_Beta_4_Launch,OW_FP_ALL,VZN_TLA_SAM,,10/24/2014,28,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,ATT_TLA_SAM,,10/20/2014,74,7,1,0.0946,0.0135,0.14285714,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,GEN_TLA_SAM,,10/24/2014,96,2,0,0.0208,0,0,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,SPR_TLA_SAM,,10/20/2014,30,1,0,0.0333,0,0,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,TMB_TLA_SAM,,10/17/2014,209,56,2,0.2679,0.0096,0.03571428,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,TMB_TLA_SAM,,10/30/2014,166,14,0,0.0843,0,0,0
Q7_BRX_Beta_4_Launch,OW_SMART_ALL,USC_TLA_SAM,,10/20/2014,12,1,0,0.0833,0,0,0
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,ATT_TLA_ALL,,10/20/2014,12,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,GEN_TLA_ALL,,10/23/2014,1277,302,31,0.2365,0.0243,0.10264901,0.0033
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,GEN_TLA_ALL,,10/24/2014,208,3,0,0.0144,0,0,0
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,GEN_TLA_ALL,,10/30/2014,1085,111,15,0.1023,0.0138,0.13513513,0.009
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,SPR_TLA_ALL,,10/20/2014,19,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_TAB_ALL,TMB_TLA_ALL,,10/20/2014,2,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_X3_ALL,ATT_TLA_Beta,,10/17/2014,176,42,8,0.2386,0.0455,0.19047619,0
Q7_BRX_Beta_4_Launch,OW_X3_ALL,ATT_TLA_Beta,,10/30/2014,149,15,3,0.1007,0.0201,0.2,0
Q7_BRX_Beta_4_Launch,OW_X3_ALL,TMB_TLA_Beta,,10/20/2014,34,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,OW_X3_ALL,VZN_TLA_Beta,,10/24/2014,43,0,0,0,0,0,0
Q7_BRX_Beta_4_Launch,PHONE_Group1S,GEN_TLA_ALL,,10/23/2014,23,8,4,0.3478,0.1739,0.5,0
Q7_BRX_Beta_4_Launch,PHONE_Group1S,GEN_TLA_ALL,,10/30/2014,12,0,1,0,0.0833,0,0
QJ_BRX Beta side Launch,ACTIVE_0-6,GEN_NEL_ALL,,1/8/2015,1541,348,34,0.2258,0.0221,0.09770115,0.0086
QJ_BRX Beta side Launch,ACTIVE_NEW,GEN_NEL_ALL,,1/8/2015,676,51,12,0.0754,0.0178,0.23529412,0.0196
QJ_BRX Beta side Launch,ACTIVE_NEW,GEN_NEL_ALL,S3,1/22/2015,487,11,3,0.0226,0.0062,0.27272727,0
