carrier	device_model	MONTHNAME(DeviceRegistration.registration_date)	YEAR(DeviceRegistration.registration_date)	COUNT(*)
VERIZON	ASDASDASDCH-I510R123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I510R123LVZW	December	2013	1
VERIZON	ASDASDASDCH-I510R123OVZW	December	2013	1
VERIZON	ASDASDASDCH-I510R123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-I515MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I515MASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-I515MASDASDASDOVZW	December	2013	1
VERIZON	ASDASDASDCH-I515ZASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I515ZASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-I515ZW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I520R123123VZW	December	2013	1
VERIZON	ASDASDASDCH-I520R123OVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MB123VZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBBVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBCVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBDVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBLVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBOVZW	December	2013	1
VERIZON	ASDASDASDCH-I535MBPVZW	December	2013	1
VERIZON	ASDASDASDCH-I535RW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I535RWLVZW	December	2013	1
VERIZON	ASDASDASDCH-I535RWOVZW	December	2013	1
VERIZON	ASDASDASDCH-I535ZKBVZW	December	2013	1
VERIZON	ASDASDASDCH-I535ZNBVZW	December	2013	1
VERIZON	ASDASDASDCH-I535ZNLVZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZB123VZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZKDVZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZN123VZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I5QWE5ZWBVZW	December	2013	1
VERIZON	ASDASDASDCH-I605MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I605TASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I605TASDASDASDOVZW	December	2013	1
VERIZON	ASDASDASDCH-I605ZW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I605ZWLVZW	December	2013	1
VERIZON	ASDASDASDCH-I800BK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I800BKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I800BKLVZW	December	2013	1
VERIZON	ASDASDASDCH-I800BKOVZW	December	2013	1
VERIZON	ASDASDASDCH-I800BKZVZW	December	2013	1
VERIZON	ASDASDASDCH-I800MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I800MASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-I800MASDASDASDOVZW	December	2013	1
VERIZON	ASDASDASDCH-I815LASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I815LASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I815LASDASDASDOVZW	December	2013	1
VERIZON	ASDASDASDCH-I815MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905EK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905EKLVZW	December	2013	1
VERIZON	ASDASDASDCH-I905MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905MASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I905MASDASDASDZVZW	December	2013	1
VERIZON	ASDASDASDCH-I905UK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905UW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905ZW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I905ZWASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I905ZWZVZW	December	2013	1
VERIZON	ASDASDASDCH-I910ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-I910ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I910ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-I915ASDASDASD123123VZW	December	2013	1
VERIZON	ASDASDASDCH-I915TASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-I915TASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I915TASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-I915TASDASDASDOVZW	December	2013	1
VERIZON	ASDASDASDCH-I920D123123VZW	December	2013	1
VERIZON	ASDASDASDCH-I920D123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-I920D123LVZW	December	2013	1
VERIZON	ASDASDASDCH-I920D123OVZW	December	2013	1
VERIZON	ASDASDASDCH-I925E123123VZW	December	2013	1
VERIZON	ASDASDASDCH-I925ZW123VZW	December	2013	1
VERIZON	ASDASDASDCH-I930MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05MK123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05MKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05MKOVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05MKZVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05PW123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05PWLVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05PWOVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD05PWZVZW	December	2013	1
VERIZON	ASDASDASDCH-IASD60ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASD60ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-IASDASD0DB123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASDASD0DBASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-IASDASD0DBLVZW	December	2013	1
VERIZON	ASDASDASDCH-IASDASD0H123123VZW	December	2013	1
VERIZON	ASDASDASDCH-IASDASD0H123LVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE00ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE00ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE00ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE00ZKOVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE00ZKZVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE05LK123VZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE05LKLVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE05LKOVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE05ZWBVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE15ASDASDASD123123VZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE15ASDASDASD123LVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE15ASDASDASD123OVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE15ASDASDASD123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE25MB123VZW	December	2013	1
VERIZON	ASDASDASDCH-IQWE35ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U310ZN123VZW	December	2013	1
VERIZON	ASDASDASDCH-U310ZNASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U310ZNZVZW	December	2013	1
VERIZON	ASDASDASDCH-U320H123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U320H123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U320H123OVZW	December	2013	1
VERIZON	ASDASDASDCH-U320H123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-U350M123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U350M123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U350M123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MB123VZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBCVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBJVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBPVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBTVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBXVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBYVZW	December	2013	1
VERIZON	ASDASDASDCH-U350MBZVZW	December	2013	1
VERIZON	ASDASDASDCH-U350Z123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U360D123PVZW	December	2013	1
VERIZON	ASDASDASDCH-U360E123PVZW	December	2013	1
VERIZON	ASDASDASDCH-U360LP123VZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123OVZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123PVZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123XVZW	December	2013	1
VERIZON	ASDASDASDCH-U360M123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-U360YR123VZW	December	2013	1
VERIZON	ASDASDASDCH-U360YRPVZW	December	2013	1
VERIZON	ASDASDASDCH-U360YRZVZW	December	2013	1
VERIZON	ASDASDASDCH-U365C123PVZW	December	2013	1
VERIZON	ASDASDASDCH-U365GKPVZW	December	2013	1
VERIZON	ASDASDASDCH-U365H123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U365H123OVZW	December	2013	1
VERIZON	ASDASDASDCH-U365H123PVZW	December	2013	1
VERIZON	ASDASDASDCH-U365H123XVZW	December	2013	1
VERIZON	ASDASDASDCH-U365WASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-U380HK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U380HKLVZW	December	2013	1
VERIZON	ASDASDASDCH-U380HKOVZW	December	2013	1
VERIZON	ASDASDASDCH-U380HKTVZW	December	2013	1
VERIZON	ASDASDASDCH-U380PASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-U3ASD0XK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZB123VZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZBCVZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZBDVZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZBPVZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZBXVZW	December	2013	1
VERIZON	ASDASDASDCH-U3QWE0ZBZVZW	December	2013	1
VERIZON	ASDASDASDCH-U550ZN123VZW	December	2013	1
VERIZON	ASDASDASDCH-U550ZNASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U550ZNLVZW	December	2013	1
VERIZON	ASDASDASDCH-U550ZNZVZW	December	2013	1
VERIZON	ASDASDASDCH-U5QWE0LB123VZW	December	2013	1
VERIZON	ASDASDASDCH-U5QWE0MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-U5QWE0MASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-U620123B123VZW	December	2013	1
VERIZON	ASDASDASDCH-U620ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U620ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-U650PASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-U650PASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U650PASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-U650PASDASDASDPVZW	December	2013	1
VERIZON	ASDASDASDCH-U650PASDASDASDZVZW	December	2013	1
VERIZON	ASDASDASDCH-U660CN123VZW	December	2013	1
VERIZON	ASDASDASDCH-U660CNLVZW	December	2013	1
VERIZON	ASDASDASDCH-U660CNOVZW	December	2013	1
VERIZON	ASDASDASDCH-U680M123123VZW	December	2013	1
VERIZON	ASDASDASDCH-U6QWE0EK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U6QWE0EKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U6QWE0EKLVZW	December	2013	1
VERIZON	ASDASDASDCH-U6QWE0EKOVZW	December	2013	1
VERIZON	ASDASDASDCH-U6QWE0EKZVZW	December	2013	1
VERIZON	ASDASDASDCH-U810GN123VZW	December	2013	1
VERIZON	ASDASDASDCH-U810GNASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U810GNLVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZKOVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZKZVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZR123VZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZRASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZRLVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZROVZW	December	2013	1
VERIZON	ASDASDASDCH-U820ZRZVZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZR123VZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZRASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U900ZRLVZW	December	2013	1
VERIZON	ASDASDASDCH-U960ZASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-U960ZASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U960ZASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DB123VZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBBVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBEVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBJVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBKVZW	December	2013	1
VERIZON	ASDASDASDCH-U9QWE0DBLVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZN123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZNASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZNKVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZNLVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZNZVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZP123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZPASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD00ZPLVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD10CD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD10MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50H123123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50H123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50H123LVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50H123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50ZKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-UASD50ZKOVZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0CD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0CDLVZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0Z123123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0Z123LVZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0Z123XVZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0Z123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0ZK123VZW	December	2013	1
VERIZON	ASDASDASDCH-UASDQWE0ZKLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE10MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE10MASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE10MASDASDASDPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE10MASDASDASDZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDXVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDYVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE30NASDASDASDZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123JVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123LVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123PVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123TVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123VVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123XVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50H123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MR123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MRLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MRPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MRVVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MRXVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50MRZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50TB123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50TBASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50TBLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE50TBZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123ASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123LVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123OVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123PVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123VVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123XVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60E123ZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60MB123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60MBLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60MBZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60MRPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60UNPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE60ZP123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE80EB123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE80RK123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE85NASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE85RK123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE85RKOVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE85TGPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NK123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NKASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NKJVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NKLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NKTVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90NKZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90ZR123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90ZRLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWE90ZRZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0GB123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0GBLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0GBPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0GBZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0NB123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0NBASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0NBLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0NBPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0NBZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0ZR123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0ZRLVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0ZRPVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEASD0ZRZVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEQWE0WR123VZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEQWE0WRASDASDASDVZW	December	2013	1
VERIZON	ASDASDASDCH-UQWEQWE0WRLVZW	December	2013	1
VERIZON	ASDASDASDEC-I500RK123VZW	December	2013	1
VERIZON	ASDASDASDEC-I510R123123VZW	December	2013	1
VERIZON	ASDASDASDEC-I800BK123VZW	December	2013	1
VERIZON	ASDASDASDEC-I905MASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDEC-I915ASDASDASD123123VZW	December	2013	1
VERIZON	ASDASDASDEC-IASD05MK123VZW	December	2013	1
VERIZON	ASDASDASDEC-iQWE00ZK123VZW	December	2013	1
VERIZON	ASDASDASDM-B311VZKPVZW	December	2013	1
VERIZON	ASDASDASDM-G900VZB123VZW	December	2013	1
VERIZON	ASDASDASDM-G900VZD123VZW	December	2013	1
VERIZON	ASDASDASDM-G900VZK123VZW	December	2013	1
VERIZON	ASDASDASDM-G900VZW123VZW	December	2013	1
VERIZON	ASDASDASDM-G920VZK123VZW	December	2013	1
VERIZON	ASDASDASDM-G920VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-G920VZKFVZW	December	2013	1
VERIZON	ASDASDASDM-G920VZW123VZW	December	2013	1
VERIZON	ASDASDASDM-G920VZWEVZW	December	2013	1
VERIZON	ASDASDASDM-G920VZWFVZW	December	2013	1
VERIZON	ASDASDASDM-G925VZK123VZW	December	2013	1
VERIZON	ASDASDASDM-G925VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-G925VZKFVZW	December	2013	1
VERIZON	ASDASDASDM-G925VZW123VZW	December	2013	1
VERIZON	ASDASDASDM-G925VZWEVZW	December	2013	1
VERIZON	ASDASDASDM-G925VZWFVZW	December	2013	1
VERIZON	ASDASDASDM-GASD30VMB123VZW	December	2013	1
VERIZON	ASDASDASDM-N900VMKEVZW	December	2013	1
VERIZON	ASDASDASDM-N900VWDEVZW	December	2013	1
VERIZON	ASDASDASDM-N900VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-N900VZWEVZW	December	2013	1
VERIZON	ASDASDASDM-N910VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-N910VZWEVZW	December	2013	1
VERIZON	ASDASDASDM-N915VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-N915VZWEVZW	December	2013	1
VERIZON	ASDASDASDM-P605VZKEVZW	December	2013	1
VERIZON	ASDASDASDM-P905VZK123VZW	December	2013	1
VERIZON	ASDASDASDM-RASD50VZK123VZW	December	2013	1
VERIZON	ASDASDASDM-RASD50VZW123VZW	December	2013	1
VERIZON	ASDASDASDM-T33ASDVYK123VZW	December	2013	1
VERIZON	ASDASDASDM-T33ASDVZK123VZW	December	2013	1
VERIZON	ASDASDASDM-T33ASDVZW123VZW	December	2013	1
VERIZON	ASDASDASDM-T53ASDVYK123VZW	December	2013	1
VERIZON	ASDASDASDM-T53ASDVZW123VZW	December	2013	1
VERIZON	ASDASDASDM-T80ASDVZW123VZW	December	2013	1
VERIZON	ASDASDASDM-TASD0ASDVTASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDM-TASD0ASDVZW123VZW	December	2013	1
VERIZON	ASDASDASDM-WASD50VMASDASDASD123VZW	December	2013	1
VERIZON	ASDASDASDWC-I500RK123VZW	December	2013	1
VERIZON	ASDASDASDWC-I510R123123VZW	December	2013	1
VERIZON	ASDASDASDWC-iQWE00ZK123VZW	December	2013	1
VERIZON	EK-GC120BK123VZW	December	2013	1
VERIZON	EK-GC120ZW123VZW	December	2013	1
VERIZON	GT-PASD510FK123VZW	December	2013	1
VERIZON	GT-PASD510FKDVZW	December	2013	1
VERIZON	GT-PASD510M123DVZW	December	2013	1
VERIZON	GT-PASD510UW123VZW	December	2013	1
VERIZON	GT-PASD510UWDVZW	December	2013	1
VERIZON	OCH-I500RK123VZW	December	2013	1
VERIZON	OCH-I500RKASDASDASDVZW	December	2013	1
VERIZON	OCH-I510R123123VZW	December	2013	1
VERIZON	OCH-I800BK123VZW	December	2013	1
VERIZON	OCH-iQWE00ZK123VZW	December	2013	1
VERIZON	OCH-iQWE00ZKASDASDASDVZW	December	2013	1
VIRGIN MOBILE	ASDASDASDM-G900PZW123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-DASD10123123123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-DASD10ZK123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-DASD10ZW123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-L300ZASDASDASD123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-LASD10RWBVMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M2ASD0ZK123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M310ZK123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M390ZASDASDASD123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M390ZASDASDASDWVMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M3QWE0NK123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M3QWE0ZP123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M5ASD5ZK123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M5ASD5ZKBVMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M8QWE0MB123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M910C123123VMU	December	2013	1
VIRGIN MOBILE	ASDASDASDPH-M950D123123VMU	December	2013	1
	1ASD2N-BL123CK	January	2013	2
	1ASD2N-BL123CK	March	2014	1
	ASD0ASD	May	2013	1
	ASDASDASDASDASDASDG-2200123R/Z123	May	2013	1
	ASDASDASDASDASDASDG-3100GB/Z123	May	2013	1
	ASDASDASDASDASDASDG-3500CR/Z123	May	2013	1
	ASDASDASDASDASDASDG-P2100ASDASDASD/Z123	May	2013	1
	ASDASDASDASDASDASDG-P2100T/Z123	May	2013	1
