carrier	device_model	MONTHNAME(DeviceRegistration.registration_date)	YEAR(DeviceRegistration.registration_date)	COUNT(*)
	XE500T1C-12303UASDASDASD	December	2013	1
	XE500T1C-1230QWEUASDASDASD	December	2013	1
	XE500T1C-H1231UASDASDASD	December	2013	1
	XE500T1C-H1232UASDASDASD	December	2013	1
	XE503C12-K01UASDASDASD	December	2013	1
	XEASD00T1123-12303UASDASDASD	December	2013	1
	XEASD00T1123-12306UASDASDASD	December	2013	1
	XEASD00T1123-1230QWEUASDASDASD	December	2013	1
	Y123-BH2ASD0B/UPC	December	2013	1
	YP-90ASDASDASD/X123123	December	2013	1
	YP-910GASDASDASD	December	2013	1
	YP-910GASDASDASD/X123123	December	2013	1
	YP-ASD00H/X123123	December	2013	1
	YP-ASDASDASD3J123B/X123123	December	2013	1
	YP-ASDASDASD3J123RY/X123123	December	2013	1
	YP-ASDASDASD3JCB/X123123	December	2013	1
	YP-ASDASDASD5JQB/X123123	December	2013	1
	YP-G1CW/X123123	December	2013	1
	YP-G1CWY/X123123	December	2013	1
	YP-GASD0CW/TTT	December	2013	1
	YP-GASD0CWY/X123123	December	2013	1
	YP-GASDASDASD1CB/X123123	December	2013	1
	YP-GI1CB/X123123	December	2013	1
	YP-K3JQB/X123123	December	2013	1
	YP-K3JQR/X123123	December	2013	1
	YP-K3JQRY/X123123	December	2013	1
	YP-K5JZBY/X123123	December	2013	1
	YP-P2J123B/X123123	December	2013	1
	YP-P2J123BY/X123123	December	2013	1
	YP-P2J123R/X123123	December	2013	1
	YP-P2J123W/X123123	December	2013	1
	YP-P3JCB/X123123	December	2013	1
	YP-P3JEB/X123123	December	2013	1
	YP-Q2JCB/X123123	December	2013	1
	YP-R1JCB/X123123	December	2013	1
	YP-T10J123B/X123123	December	2013	1
	YP-T10J123BY/X123123	December	2013	1
	YP-T5V	December	2013	1
	YP-T8X/X123123	December	2013	1
	YP-T8Z/X123123	December	2013	1
	YP-T9J123BY/X123123	December	2013	1
	YP-T9JQB/X123123	December	2013	1
	YP-T9JQBY/X123123	December	2013	1
	YP-TASDJX/X123123	December	2013	1
	YP-U1XB/X123123	December	2013	1
	YP-U2JQB/X123123	December	2013	1
	YP-U2JZW/X123123	December	2013	1
	YP-X5X/X123123	December	2013	1
	YP-X5Z/X123123	December	2013	1
	YP-Z5123ASDASDASD/X123123	December	2013	1
	YP-Z5QASDASDASD/X123123	December	2013	1
AIO	ASDASDASDGH-I33ASDZKZ123IO	December	2013	1
AIO	ASDASDASDM-G900123ZKZ123IO	December	2013	1
ALLTEL	ASDASDASDCH-R600ZB123123TL	December	2013	1
ALLTEL	ASDASDASDCH-R800ZK123123TL	December	2013	1
ALLTEL	ASDASDASDCH-UQWE50MR123123TL	December	2013	1
AT&T	ASDASDASDEG-1231ASDASDZK123123TT	December	2013	1
AT&T	ASDASDASDEG-I89ASDZK123123TT	December	2013	1
AT&T	ASDASDASDEG-I9020FASDASDASD123TT	December	2013	1
AT&T	ASDASDASDEG-I9020PW123TT	December	2013	1
AT&T	ASDASDASDEG-I98ASDZK123123TT	December	2013	1
AT&T	ASDASDASDEG-I99ASDZK123123TT	December	2013	1
AT&T	ASDASDASDEG-IASD1ASDRW123123TT	December	2013	1
AT&T	ASDASDASDEG-iASD1ASDZB123123TT	December	2013	1
AT&T	ASDASDASDEG-IASDASDASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12310ASDZASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-12310ASDZASDASDASDB123TT	December	2013	1
AT&T	ASDASDASDGH-12310ASDZASDASDASDC123TT	December	2013	1
AT&T	ASDASDASDGH-12310ASDZASDASDASDD123TT	December	2013	1
AT&T	ASDASDASDGH-12311ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12311ASDZKB123TT	December	2013	1
AT&T	ASDASDASDGH-12311ASDZKD123TT	December	2013	1
AT&T	ASDASDASDGH-12311ASDZKE123TT	December	2013	1
AT&T	ASDASDASDGH-12311ASDZKF123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDEBC123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDEBG123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDWRC123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDWRE123TT	December	2013	1
AT&T	ASDASDASDGH-12312ASDWRG123TT	December	2013	1
AT&T	ASDASDASDGH-12313ASDIB123123TT	December	2013	1
AT&T	ASDASDASDGH-12313ASDIBB123TT	December	2013	1
AT&T	ASDASDASDGH-12313ASDIBC123TT	December	2013	1
AT&T	ASDASDASDGH-12313ASDIBE123TT	December	2013	1
AT&T	ASDASDASDGH-12315ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12315ASDZKC123TT	December	2013	1
AT&T	ASDASDASDGH-12316ASDLB123123TT	December	2013	1
AT&T	ASDASDASDGH-12316ASDLBC123TT	December	2013	1
AT&T	ASDASDASDGH-12318ASDZB123123TT	December	2013	1
AT&T	ASDASDASDGH-12318ASDZBC123TT	December	2013	1
AT&T	ASDASDASDGH-12318ASDZBD123TT	December	2013	1
AT&T	ASDASDASDGH-12319ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12319ASDZKC123TT	December	2013	1
AT&T	ASDASDASDGH-1231ASDASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-1231ASDASDZKB123TT	December	2013	1
AT&T	ASDASDASDGH-1231ASDASDZKC123TT	December	2013	1
AT&T	ASDASDASDGH-1231ASDASDZKD123TT	December	2013	1
AT&T	ASDASDASDGH-1231ASDASDZKE123TT	December	2013	1
AT&T	ASDASDASDGH-12320ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12321ASDZ123123123TT	December	2013	1
AT&T	ASDASDASDGH-12322ASDH123123123TT	December	2013	1
AT&T	ASDASDASDGH-12323ASDLB123123TT	December	2013	1
AT&T	ASDASDASDGH-12323ASDRK123123TT	December	2013	1
AT&T	ASDASDASDGH-12323ASDZR123123TT	December	2013	1
AT&T	ASDASDASDGH-12325ASDUR123123TT	December	2013	1
AT&T	ASDASDASDGH-12351ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12359ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-12359ASDZB123123TT	December	2013	1
AT&T	ASDASDASDGH-12363ASDCW123123TT	December	2013	1
AT&T	ASDASDASDGH-12365ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12366ASDZG123123TT	December	2013	1
AT&T	ASDASDASDGH-12368ASDLB123123TT	December	2013	1
AT&T	ASDASDASDGH-12368ASDLG123123TT	December	2013	1
AT&T	ASDASDASDGH-12368ASDZP123123TT	December	2013	1
AT&T	ASDASDASDGH-12369ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12369ASDZKC123TT	December	2013	1
AT&T	ASDASDASDGH-12381ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12382ASDDK123123TT	December	2013	1
AT&T	ASDASDASDGH-12383ASDDK123123TT	December	2013	1
AT&T	ASDASDASDGH-12383ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-12383ASDZY123123TT	December	2013	1
AT&T	ASDASDASDGH-12386ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12388ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12388ASDZP123123TT	December	2013	1
AT&T	ASDASDASDGH-12389ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-1238ASDASDRB123123TT	December	2013	1
AT&T	ASDASDASDGH-1238QWEASDZ123123123TT	December	2013	1
AT&T	ASDASDASDGH-12392ASDZ123123123TT	December	2013	1
AT&T	ASDASDASDGH-12392ASDZ123C123TT	December	2013	1
AT&T	ASDASDASDGH-12396ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-12399ASDD123123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD0ASDD123C123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD0ASDNBB123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD0ASDNBC123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD0ASDZRC123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD1ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD2ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD3ASDHB123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD3ASDYG123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD3ASDZO123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD3ASDZR123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD6ASD123G123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD6ASDLB123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD6ASDOR123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD6ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD9ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASD9ASDZASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDASDASDEG123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDASDASDFO123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDASDASDMB123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDASDASDOR123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDQWEASDBB123123TT	December	2013	1
AT&T	ASDASDASDGH-123ASDQWEASDCN123123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDCD123123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDCDH123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDD123123123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDD123H123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDZR123123TT	December	2013	1
AT&T	ASDASDASDGH-123QWE3ASDZRH123TT	December	2013	1
AT&T	ASDASDASDGH-CQWE1ASDCDB123TT	December	2013	1
AT&T	ASDASDASDGH-CQWE1ASDZDB123TT	December	2013	1
AT&T	ASDASDASDGH-CQWE1ASDZRB123TT	December	2013	1
AT&T	ASDASDASDGH-I18ASDXB123123TT	December	2013	1
AT&T	ASDASDASDGH-I25ASD123I123123TT	December	2013	1
AT&T	ASDASDASDGH-I25ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I25ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-I31ASDTASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-I31ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZKD123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZKM123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZR123123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZRM123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-I33ASDZWM123TT	December	2013	1
AT&T	ASDASDASDGH-I52ASDZKB123TT	December	2013	1
AT&T	ASDASDASDGH-I53ASDZ123123123TT	December	2013	1
AT&T	ASDASDASDGH-I53ASDZ123M123TT	December	2013	1
AT&T	ASDASDASDGH-I53ASDZB123123TT	December	2013	1
AT&T	ASDASDASDGH-I53ASDZBM123TT	December	2013	1
AT&T	ASDASDASDGH-I5ASDASDYK123123TT	December	2013	1
AT&T	ASDASDASDGH-I5QWEASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I60ASDZKB123TT	December	2013	1
AT&T	ASDASDASDGH-I61ASDEB123123TT	December	2013	1
AT&T	ASDASDASDGH-I61ASDTI123123TT	December	2013	1
AT&T	ASDASDASDGH-I61ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-I61ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I62ASDM123123123TT	December	2013	1
AT&T	ASDASDASDGH-I63ASDM123123123TT	December	2013	1
AT&T	ASDASDASDGH-I63ASDWR123123TT	December	2013	1
AT&T	ASDASDASDGH-I66ASDUW123123TT	December	2013	1
AT&T	ASDASDASDGH-I66ASDUWM123TT	December	2013	1
AT&T	ASDASDASDGH-I6ASDASDD123123123TT	December	2013	1
AT&T	ASDASDASDGH-I6ASDASDHK123123TT	December	2013	1
AT&T	ASDASDASDGH-I82ASDZASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-I82ASDZASDASDASDC123TT	December	2013	1
AT&T	ASDASDASDGH-I85ASDZ123123123TT	December	2013	1
AT&T	ASDASDASDGH-I85ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-I89ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-i89ASDZKM123TT	December	2013	1
AT&T	ASDASDASDGH-I89ASDZKZ123TT	December	2013	1
AT&T	ASDASDASDGH-I8QWEASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I90ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I91ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I92ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I93ASDOK123123TT	December	2013	1
AT&T	ASDASDASDGH-I95ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I98ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I98ASDZKZ123TT	December	2013	1
AT&T	ASDASDASDGH-I99ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-I99ASDZKM123TT	December	2013	1
AT&T	ASDASDASDGH-IASD1ASDRW123123TT	December	2013	1
AT&T	ASDASDASDGH-iASD1ASDRWZ123TT	December	2013	1
AT&T	ASDASDASDGH-IASD1ASDZB123123TT	December	2013	1
AT&T	ASDASDASDGH-iASD1ASDZBZ123TT	December	2013	1
AT&T	ASDASDASDGH-IASD2ASDD123123123TT	December	2013	1
AT&T	ASDASDASDGH-IASD2ASDMASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-IASD2ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-IASD5ASDHK123123TT	December	2013	1
AT&T	ASDASDASDGH-IASDASDASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-IASDASDASDZKZ123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDMB123123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDMBB123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDMBN123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDRW123123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDRWB123TT	December	2013	1
AT&T	ASDASDASDGH-IASDQWEASDZRB123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE0ASDZK123123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE3ASDMBZ123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE3ASDZASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE3ASDZASDASDASDG123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE3ASDZASDASDASDP123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE3ASDZGP123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE6ASDZW123123TT	December	2013	1
AT&T	ASDASDASDGH-IQWE9ASDZASDASDASD123123TT	December	2013	1
AT&T	ASDASDASDM-BASD80123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-C105123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-C105123ZW123TT	December	2013	1
AT&T	ASDASDASDM-G800123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-G850123ZDE123TT	December	2013	1
AT&T	ASDASDASDM-G850123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-G850123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-G8ASD0123DGE123TT	December	2013	1
AT&T	ASDASDASDM-G8ASD0123GBE123TT	December	2013	1
AT&T	ASDASDASDM-G8ASD0123RRE123TT	December	2013	1
AT&T	ASDASDASDM-G8ASD0123TASDASDASDE123TT	December	2013	1
AT&T	ASDASDASDM-G900123ZD123123TT	December	2013	1
AT&T	ASDASDASDM-G900123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-G900123ZK123TT	December	2013	1
AT&T	ASDASDASDM-G900123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-G900123ZW123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZD123123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZDE123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZDF123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZKF123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-G920123ZWF123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZD123123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZDE123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZDF123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZKF123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-G925123ZWF123TT	December	2013	1
AT&T	ASDASDASDM-GASD30123MB123123TT	December	2013	1
AT&T	ASDASDASDM-GASD50123NK123123TT	December	2013	1
AT&T	ASDASDASDM-N900123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-N900123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-N910123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-N910123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-N915123ZKE123TT	December	2013	1
AT&T	ASDASDASDM-N915123ZWE123TT	December	2013	1
AT&T	ASDASDASDM-P90ASD123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-RASD50123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-RASD50123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-T21ASD123ZK123123TT	December	2013	1
AT&T	ASDASDASDM-T33ASD123ZW123123TT	December	2013	1
AT&T	ASDASDASDM-T53ASD123YK123123TT	December	2013	1
AT&T	ASDASDASDM-T80ASD123H123123123TT	December	2013	1
AT&T	ASDASDASDM-TASD0ASD123H123123123TT	December	2013	1
AT&T	EK-GC100ZW123123TT	December	2013	1
AT&T	GT-B9150123KY123TT	December	2013	1
AT&T	GT-B9150ZKY123TT	December	2013	1
AT&T	GT-I9020FASDASDASD123123TT	December	2013	1
AT&T	GT-I9020FASDASDASDZ123TT	December	2013	1
AT&T	GT-I9020PW123123TT	December	2013	1
BOOST MOBILE	ASDASDASDM-G900PZW123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-DASD10123123123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-DASD10ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-DASD10ZW123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-LASD10RWBBASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M260ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M350ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M350ZKXBASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M350ZR123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M390ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M580ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M5QWE0ZR123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M820ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M830ZK123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M8QWE0UW123BASDASDASDT	December	2013	1
BOOST MOBILE	ASDASDASDPH-M930ZK123BASDASDASDT	December	2013	1
CRICKET	ASDASDASDCH-1238ASD0ZR123CRI	December	2013	1
CRICKET	ASDASDASDCH-R100ZASDASDASD123CRI	December	2013	1
CRICKET	ASDASDASDCH-R100ZASDASDASDBCRI	December	2013	1
CRICKET	ASDASDASDCH-R100ZASDASDASDXCRI	December	2013	1
CRICKET	ASDASDASDCH-R210LASDASDASD123CRI	December	2013	1
CRICKET	ASDASDASDCH-R211ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R211ZKBCRI	December	2013	1
CRICKET	ASDASDASDCH-R261ZASDASDASD123CRI	December	2013	1
CRICKET	ASDASDASDCH-R261ZASDASDASDASDASDASDCRI	December	2013	1
CRICKET	ASDASDASDCH-R380D123123CRI	December	2013	1
CRICKET	ASDASDASDCH-R390ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R390ZKASDASDASDCRI	December	2013	1
CRICKET	ASDASDASDCH-R500ZR123CRI	December	2013	1
CRICKET	ASDASDASDCH-R530MBBCRI	December	2013	1
CRICKET	ASDASDASDCH-R530RWBCRI	December	2013	1
CRICKET	ASDASDASDCH-R550ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R560MB123CRI	December	2013	1
CRICKET	ASDASDASDCH-R560MBBCRI	December	2013	1
CRICKET	ASDASDASDCH-R560ZP123CRI	December	2013	1
CRICKET	ASDASDASDCH-R610ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R631DW123CRI	December	2013	1
CRICKET	ASDASDASDCH-R631ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R830ZASDASDASD123CRI	December	2013	1
CRICKET	ASDASDASDCH-R915ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R9ASD0ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-R9ASD0ZW123CRI	December	2013	1
CRICKET	ASDASDASDCH-RASD10XK123CRI	December	2013	1
CRICKET	ASDASDASDCH-RASD10XKBCRI	December	2013	1
CRICKET	ASDASDASDCH-RASD20ZR123CRI	December	2013	1
CRICKET	ASDASDASDCH-RASD20ZRASDASDASDCRI	December	2013	1
CRICKET	ASDASDASDCH-RASD30NB123CRI	December	2013	1
CRICKET	ASDASDASDCH-RASDQWE0YB123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE30BASDASDASD123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE30BASDASDASDBCRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE50123G123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE50NB123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE50ZK123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE60WR123CRI	December	2013	1
CRICKET	ASDASDASDCH-RQWE80BK123CRI	December	2013	1
CRICKET	ASDASDASDCH-U3QWE0ZB123CRI	December	2013	1
CSPIRE	ASDASDASDCH-R9ASD0ZK123CASDASDASDP	December	2013	1
CSPIRE	ASDASDASDCH-R9ASD0ZW123CASDASDASDP	December	2013	1
GENERIC CDMA	ASDASDASDCH-I5QWE5ZK123LR123	December	2013	1
GENERIC CDMA	ASDASDASDCH-I5QWE5ZW123LR123	December	2013	1
GREAT CALL	ASDASDASDCH-R100ZASDASDASD123DYN	December	2013	1
GREAT CALL	ASDASDASDCH-R220ZASDASDASD123DYN	December	2013	1
GREAT CALL	ASDASDASDCH-R220ZR123DYN	December	2013	1
GREAT CALL	ASDASDASDPH-123310D123123DYN	December	2013	1
GREAT CALL	ASDASDASDPH-123310ZR123DYN	December	2013	1
METRO PCS	ASDASDASDCH-R100DB123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R2ASD0ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R350Z123123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R360ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R380ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R530RWBMTR	December	2013	1
METRO PCS	ASDASDASDCH-R560D123123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R560TASDASDASD123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R5ASD0ZB123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R810ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R820H123123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R820ZW123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R860ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R900ND123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R910ZK123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R920DASDASDASD123MTR	December	2013	1
METRO PCS	ASDASDASDCH-R9QWE0DASDASDASD123MTR	December	2013	1
METRO PCS	ASDASDASDCH-RASD20Z123123MTR	December	2013	1
METRO PCS	ASDASDASDCH-RASD20ZR123MTR	December	2013	1
METRO PCS	ASDASDASDCH-RASD20ZW123MTR	December	2013	1
METRO PCS	ASDASDASDCH-RQWE50ZK123MTR	December	2013	1
OPEN/GENERIC GSM	GT-I9250TASDASDASDGGEN	December	2013	1
Other	ASDASDASDCH-123530ASDASDASD123VX123R	December	2013	1
Other	ASDASDASDCH-2RASD60IB123X123R	December	2013	1
Other	ASDASDASDCH-2RASD60ZW123X123R	December	2013	1
Other	ASDASDASDCH-I500RK123REL	December	2013	1
Other	ASDASDASDCH-I500RK123X123R	December	2013	1
Other	ASDASDASDCH-I500RKBX123R	December	2013	1
Other	ASDASDASDCH-IQWE35ZK123X123R	December	2013	1
Other	ASDASDASDCH-LASD10MBBX123R	December	2013	1
Other	ASDASDASDCH-LASD10RWBX123R	December	2013	1
Other	ASDASDASDCH-R261BASDASDASD123X123R	December	2013	1
Other	ASDASDASDCH-R261WR123X123R	December	2013	1
Other	ASDASDASDCH-R2ASD0ZK123X123R	December	2013	1
Other	ASDASDASDCH-R355D123123ASDASDASDTT	December	2013	1
Other	ASDASDASDCH-R355D123123NTT	December	2013	1
Other	ASDASDASDCH-R530MBBX123R	December	2013	1
Other	ASDASDASDCH-R530RWBX123R	December	2013	1
Other	ASDASDASDCH-R680WR123X123R	December	2013	1
Other	ASDASDASDCH-R810ZK123ASDASDASDTT	December	2013	1
Other	ASDASDASDCH-RASD20Z123123X123R	December	2013	1
Other	ASDASDASDCH-RASD20ZR123X123R	December	2013	1
Other	ASDASDASDCH-RASD60IB123X123R	December	2013	1
Other	ASDASDASDCH-RASD60ZW123X123R	December	2013	1
Other	ASDASDASDCH-RQWE51ZKGASDASDASDTT	December	2013	1
Other	ASDASDASDCH-RQWE51ZKGNTT	December	2013	1
Other	ASDASDASDCH-RQWE51ZKGTRF	December	2013	1
Other	ASDASDASDCH-RQWE80BK123X123R	December	2013	1
Other	ASDASDASDCH2R390ZK123X123R	December	2013	1
Other	ASDASDASDEC-I500RK123X123R	December	2013	1
Other	ASDASDASDEG-P1010CWX123R	December	2013	1
Other	ASDASDASDEG-PASD510UWX123R	December	2013	1
Other	ASDASDASDGH-ASDASDASDASD30HKMBMC	December	2013	1
Other	ASDASDASDGH-I31ASDTASDASDASDMBMC	December	2013	1
Other	ASDASDASDGH-I31ASDTASDASDASDMRWC	December	2013	1
Other	ASDASDASDGH-I33ASDZK123BMC	December	2013	1
Other	ASDASDASDGH-I33ASDZK123RWC	December	2013	1
Other	ASDASDASDGH-I33ASDZW123RWC	December	2013	1
Other	ASDASDASDGH-IASD2ASDD123RRWC	December	2013	1
Other	ASDASDASDGH-IASDQWEASDMB123BMC	December	2013	1
