CustomerCount, Carrier, Month, Device
"40","VERIZON","December","Alpha Beta II"
"1","VERIZON","December","Alpha Beta Pro 12.2"
"3","VERIZON","December","Alpha Continuum"
"4","VERIZON","December","Alpha Legend"
"9","VERIZON","December","Alpha S Fascinate"
"167","VERIZON","December","Alpha S III"
"5","VERIZON","December","Alpha S III Mini"
"5","VERIZON","December","Alpha Stellar"
"1","VERIZON","December","Alpha Stratosphere"
"3","VERIZON","December","Alpha Tablet"
"2","VERIZON","December","Alpha Tablet 2 10.1"
"7","VERIZON","December","Alpha Tablet 2 7.0"
"1","VERIZON","December","Alpha Tablet 4 10.1"
"3","VERIZON","December","Alpha Tablet S 8.4"
"6","VERIZON","December","Alpha Theta"
"166","VERIZON","December","Alpha X 123"
"10","VERIZON","December","Alpha X 123 Mini"
"147","VERIZON","December","Alpha X 987"
"15","VERIZON","December","Feature Phone"
"7","VERIZON","December","Other Smartphone"
"101","VERIZON","February","Alpha Beta 3"
"63","VERIZON","February","Alpha Beta 4"
"12","VERIZON","February","Alpha Beta 4 Edge"
"36","VERIZON","February","Alpha Beta II"
"1","VERIZON","February","Alpha Beta Pro 12.2"
"1","VERIZON","February","Alpha Legend"
"5","VERIZON","February","Alpha S Fascinate"
"137","VERIZON","February","Alpha S III"
"4","VERIZON","February","Alpha S III Mini"
"3","VERIZON","February","Alpha Stellar"
"1","VERIZON","February","Alpha Stratosphere"
"1","VERIZON","February","Alpha Stratosphere II  "
"3","VERIZON","February","Alpha Tablet"
"2","VERIZON","February","Alpha Tablet 10.1"
"2","VERIZON","February","Alpha Tablet 2 10.1"
"4","VERIZON","February","Alpha Tablet 2 7.0"
"3","VERIZON","February","Alpha Tablet 4 8.0"
"1","VERIZON","February","Alpha Tablet S 10.5"
"1","VERIZON","February","Alpha Theta"
"115","VERIZON","February","Alpha X 123"
"6","VERIZON","February","Alpha X 123 Mini"
"106","VERIZON","February","Alpha X 987"
"15","VERIZON","February","Feature Phone"
"6","VERIZON","February","Other Smartphone"
"66","VERIZON","January","Alpha Beta 3"
"77","VERIZON","January","Alpha Beta 4"
"14","VERIZON","January","Alpha Beta 4 Edge"
"75","VERIZON","January","Alpha Beta II"
"1","VERIZON","January","Alpha Beta Pro 12.2"
"1","VERIZON","January","Alpha Continuum"
"9","VERIZON","January","Alpha S Fascinate"
"275","VERIZON","January","Alpha S III"
"6","VERIZON","January","Alpha S III Mini"
"3","VERIZON","January","Alpha Stellar"
"1","VERIZON","January","Alpha Stratosphere"
"1","VERIZON","January","Alpha Stratosphere II  "
"6","VERIZON","January","Alpha Tablet"
"3","VERIZON","January","Alpha Tablet 10.1"
"3","VERIZON","January","Alpha Tablet 2 7.0"
"1","VERIZON","January","Alpha Tablet 7.7"
"2","VERIZON","January","Alpha Tablet S 10.5"
"8","VERIZON","January","Alpha Theta"
"188","VERIZON","January","Alpha X 123"
"11","VERIZON","January","Alpha X 123 Mini"
"107","VERIZON","January","Alpha X 987"
"1","VERIZON","January","ATIV SE"
"15","VERIZON","January","Feature Phone"
"6","VERIZON","January","Other Smartphone"
"2","VERIZON","July","Alpha Beta 10.1 2014 Edition"
"85","VERIZON","July","Alpha Beta 3"
"37","VERIZON","July","Alpha Beta II"
"1","VERIZON","July","Alpha Beta Pro 12.2"
"3","VERIZON","July","Alpha S Fascinate"
"148","VERIZON","July","Alpha S III"
"3","VERIZON","July","Alpha S III Mini"
"3","VERIZON","July","Alpha Stellar"
"1","VERIZON","July","Alpha Tablet"
"4","VERIZON","July","Alpha Tablet 2 7.0"
"2","VERIZON","July","Alpha Theta"
"229","VERIZON","July","Alpha X 123"
"6","VERIZON","July","Alpha X 123 Mini"
"191","VERIZON","July","Alpha X 987"
"18","VERIZON","July","Feature Phone"
"3","VERIZON","July","Other Smartphone"
"199","VERIZON","June","Alpha Beta 3"
"40","VERIZON","June","Alpha Beta II"
"3","VERIZON","June","Alpha Beta Pro 12.2"
"3","VERIZON","June","Alpha Legend"
"1","VERIZON","June","Alpha S Fascinate"
"118","VERIZON","June","Alpha S III"
"3","VERIZON","June","Alpha S III Mini"
"1","VERIZON","June","Alpha Stellar"
"2","VERIZON","June","Alpha Stratosphere II  "
"3","VERIZON","June","Alpha Tablet"
"1","VERIZON","June","Alpha Tablet 2 10.1"
"5","VERIZON","June","Alpha Tablet 2 7.0"
"509","VERIZON","June","Alpha X 123"
"10","VERIZON","June","Alpha X 123 Mini"
"221","VERIZON","June","Alpha X 987"
"15","VERIZON","June","Feature Phone"
"13","VERIZON","June","Other Smartphone"
"92","VERIZON","March","Alpha Beta 3"
"57","VERIZON","March","Alpha Beta 4"
"13","VERIZON","March","Alpha Beta 4 Edge"
"59","VERIZON","March","Alpha Beta II"
"2","VERIZON","March","Alpha Beta Pro 12.2"
"1","VERIZON","March","Alpha Continuum"
"4","VERIZON","March","Alpha Legend"
"2","VERIZON","March","Alpha S Fascinate"
"166","VERIZON","March","Alpha S III"
"4","VERIZON","March","Alpha S III Mini"
"1","VERIZON","March","Alpha Stellar"
"1","VERIZON","March","Alpha Stratosphere"
"2","VERIZON","March","Alpha Stratosphere II  "
"2","VERIZON","March","Alpha Tablet"
"1","VERIZON","March","Alpha Tablet 10.1"
"1","VERIZON","March","Alpha Tablet 2 10.1"
"1","VERIZON","March","Alpha Tablet 2 7.0"
"2","VERIZON","March","Alpha Tablet 4 10.1"
"3","VERIZON","March","Alpha Tablet S 10.5"
"112","VERIZON","March","Alpha X 123"
"15","VERIZON","March","Alpha X 123 Mini"
"139","VERIZON","March","Alpha X 987"
"1","VERIZON","March","Alpha Z 7 edge"
"14","VERIZON","March","Feature Phone"
"4","VERIZON","March","Other Smartphone"
"159","VERIZON","May","Alpha Beta 3"
"25","VERIZON","May","Alpha Beta II"
"2","VERIZON","May","Alpha Beta Pro 12.2"
"2","VERIZON","May","Alpha Continuum"
"3","VERIZON","May","Alpha Legend"
"4","VERIZON","May","Alpha S Fascinate"
"101","VERIZON","May","Alpha S III"
"1","VERIZON","May","Alpha S III Mini"
"1","VERIZON","May","Alpha Stellar"
"1","VERIZON","May","Alpha Stratosphere"
"2","VERIZON","May","Alpha Stratosphere II  "
"5","VERIZON","May","Alpha Tablet"
"4","VERIZON","May","Alpha Theta"
"409","VERIZON","May","Alpha X 123"
"4","VERIZON","May","Alpha X 123 Mini"
"253","VERIZON","May","Alpha X 987"
"34","VERIZON","May","Feature Phone"
"8","VERIZON","May","Other Smartphone"
"79","VERIZON","November","Alpha Beta 3"
"103","VERIZON","November","Alpha Beta 4"
"2","VERIZON","November","Alpha Beta 4 Edge"
"24","VERIZON","November","Alpha Beta II"
"3","VERIZON","November","Alpha Beta Pro 12.2"
"1","VERIZON","November","Alpha Gear S"
"2","VERIZON","November","Alpha Legend"
"5","VERIZON","November","Alpha S Fascinate"
"99","VERIZON","November","Alpha S III"
"2","VERIZON","November","Alpha S III Mini"
"2","VERIZON","November","Alpha Stellar"
"1","VERIZON","November","Alpha Stratosphere II  "
"2","VERIZON","November","Alpha Tablet"
"2","VERIZON","November","Alpha Tablet 10.1"
"1","VERIZON","November","Alpha Tablet 2 10.1"
"2","VERIZON","November","Alpha Tablet 2 7.0"
"5","VERIZON","November","Alpha Tablet S 10.5"
"1","VERIZON","November","Alpha Tablet S 8.4"
"2","VERIZON","November","Alpha Theta"
"170","VERIZON","November","Alpha X 123"
"5","VERIZON","November","Alpha X 123 Mini"
"119","VERIZON","November","Alpha X 987"
"12","VERIZON","November","Feature Phone"
"5","VERIZON","November","Other Smartphone"
"1","VERIZON","October","Alpha Beta 10.1 2014 Edition"
"84","VERIZON","October","Alpha Beta 3"
"89","VERIZON","October","Alpha Beta 4"
"23","VERIZON","October","Alpha Beta II"
"1","VERIZON","October","Alpha Beta Pro 12.2"
"2","VERIZON","October","Alpha Camera"
"2","VERIZON","October","Alpha Legend"
"3","VERIZON","October","Alpha S Fascinate"
"117","VERIZON","October","Alpha S III"
"2","VERIZON","October","Alpha Stratosphere"
"1","VERIZON","October","Alpha Tablet 10.1"
"4","VERIZON","October","Alpha Tablet 2 7.0"
"136","VERIZON","October","Alpha X 123"
"3","VERIZON","October","Alpha X 123 Mini"
"131","VERIZON","October","Alpha X 987"
"1","VERIZON","October","ATIV SE"
"18","VERIZON","October","Feature Phone"
"7","VERIZON","October","Other Smartphone"
"2","VERIZON","September","Alpha Beta 10.1 2014 Edition"
"53","VERIZON","September","Alpha Beta 3"
"29","VERIZON","September","Alpha Beta II"
"2","VERIZON","September","Alpha Beta Pro 12.2"
"2","VERIZON","September","Alpha Continuum"
"4","VERIZON","September","Alpha S Fascinate"
"107","VERIZON","September","Alpha S III"
"2","VERIZON","September","Alpha S III Mini"
"2","VERIZON","September","Alpha Stellar"
"2","VERIZON","September","Alpha Stratosphere"
"2","VERIZON","September","Alpha Tablet"
"1","VERIZON","September","Alpha Tablet 10.1"
"3","VERIZON","September","Alpha Tablet 2 7.0"
"2","VERIZON","September","Alpha Tablet 7.7"
"1","VERIZON","September","Alpha Tablet S 10.5"
"2","VERIZON","September","Alpha Theta"
"149","VERIZON","September","Alpha X 123"
"4","VERIZON","September","Alpha X 123 Mini"
"140","VERIZON","September","Alpha X 987"
"19","VERIZON","September","Feature Phone"
"8","VERIZON","September","Other Smartphone"
"5","VIRGIN MOBILE","April","Alpha Reverb"
"19","VIRGIN MOBILE","April","Alpha Ring"
"9","VIRGIN MOBILE","April","Alpha S III"
"1","VIRGIN MOBILE","April","Alpha X 987"
"1","VIRGIN MOBILE","April","Feature Phone"
"1","VIRGIN MOBILE","April","Other Smartphone"
"5","VIRGIN MOBILE","August","Alpha Reverb"
"14","VIRGIN MOBILE","August","Alpha Ring"
"1","VIRGIN MOBILE","August","Alpha S II"
"6","VIRGIN MOBILE","August","Alpha S III"
"1","VIRGIN MOBILE","August","Alpha X 987"
"4","VIRGIN MOBILE","August","Feature Phone"
"8","VIRGIN MOBILE","December","Alpha Reverb"
"29","VIRGIN MOBILE","December","Alpha Ring"
"1","VIRGIN MOBILE","December","Alpha S II"
"2","VIRGIN MOBILE","December","Alpha S III"
"1","VIRGIN MOBILE","December","Alpha Victory"
"4","VIRGIN MOBILE","December","Alpha X 987"
"1","VIRGIN MOBILE","December","Other Smartphone"
"3","VIRGIN MOBILE","February","Alpha Reverb"
"31","VIRGIN MOBILE","February","Alpha Ring"
"11","VIRGIN MOBILE","February","Alpha S III"
"3","VIRGIN MOBILE","February","Alpha Victory"
"10","VIRGIN MOBILE","January","Alpha Reverb"
"28","VIRGIN MOBILE","January","Alpha Ring"
"2","VIRGIN MOBILE","January","Alpha S III"
"1","VIRGIN MOBILE","January","Alpha Victory"
"1","VIRGIN MOBILE","January","Alpha X 987"
"1","VIRGIN MOBILE","January","Feature Phone"
"2","VIRGIN MOBILE","January","Other Smartphone"
"6","VIRGIN MOBILE","July","Alpha Reverb"
"15","VIRGIN MOBILE","July","Alpha Ring"
"10","VIRGIN MOBILE","July","Alpha S III"
"2","VIRGIN MOBILE","July","Alpha Victory"
"3","VIRGIN MOBILE","July","Alpha X 987"
"6","VIRGIN MOBILE","June","Alpha Reverb"
"10","VIRGIN MOBILE","June","Alpha Ring"
"2","VIRGIN MOBILE","June","Alpha S II"
"9","VIRGIN MOBILE","June","Alpha S III"
"3","VIRGIN MOBILE","June","Alpha Victory"
"3","VIRGIN MOBILE","June","Alpha X 987"
"1","VIRGIN MOBILE","June","Feature Phone"
"6","VIRGIN MOBILE","March","Alpha Reverb"
"21","VIRGIN MOBILE","March","Alpha Ring"
"19","VIRGIN MOBILE","March","Alpha S III"
"3","VIRGIN MOBILE","March","Alpha X 987"
"1","VIRGIN MOBILE","March","Other Smartphone"
"7","VIRGIN MOBILE","May","Alpha Reverb"
"21","VIRGIN MOBILE","May","Alpha Ring"
"6","VIRGIN MOBILE","May","Alpha S III"
"4","VIRGIN MOBILE","May","Alpha Victory"
"2","VIRGIN MOBILE","May","Alpha X 987"
"1","VIRGIN MOBILE","May","Other Smartphone"
"5","VIRGIN MOBILE","November","Alpha Reverb"
"6","VIRGIN MOBILE","November","Alpha Ring"
"5","VIRGIN MOBILE","November","Alpha S III"
"2","VIRGIN MOBILE","November","Feature Phone"
"1","VIRGIN MOBILE","November","Other Smartphone"
"6","VIRGIN MOBILE","October","Alpha Reverb"
"24","VIRGIN MOBILE","October","Alpha Ring"
"4","VIRGIN MOBILE","October","Alpha S III"
"2","VIRGIN MOBILE","October","Alpha X 987"
"1","VIRGIN MOBILE","October","Other Smartphone"
"21","VIRGIN MOBILE","September","Alpha Ring"
"6","VIRGIN MOBILE","September","Alpha S III"
"1","VIRGIN MOBILE","September","Alpha X 987"
"1","VIRGIN MOBILE","September","Feature Phone"
