CustomerCount, Carrier, Month, Device
"7","AIO","April","Alpha X 123"
"3","AIO","April","Alpha X 987"
"3","AIO","August","Alpha X 987"
"2","AIO","December","Alpha X 123"
"1","AIO","December","Alpha X 987"
"3","AIO","February","Alpha X 123"
"2","AIO","February","Alpha X 987"
"2","AIO","January","Alpha X 123"
"4","AIO","January","Alpha X 987"
"1","AIO","July","Alpha X 123"
"3","AIO","July","Alpha X 987"
"3","AIO","June","Alpha X 123"
"4","AIO","March","Alpha X 123"
"5","AIO","March","Alpha X 987"
"1","AIO","November","Alpha X 123"
"1","AIO","November","Alpha X 987"
"7","AIO","October","Alpha X 123"
"4","AIO","October","Alpha X 987"
"1","AIO","September","Alpha X 123"
"2","AIO","September","Alpha X 987"
"1","ALLTEL","April","Feature Phone"
"3","ALLTEL","February","Feature Phone"
"1","ALLTEL","January","Feature Phone"
"1","ALLTEL","June","Feature Phone"
"8","AT&T","April","Alpha Alpha"
"6","AT&T","April","Alpha Beta   "
"77","AT&T","April","Alpha Beta 3"
"37","AT&T","April","Alpha Beta 4"
"7","AT&T","April","Alpha Beta 4 Edge"
"4","AT&T","April","Alpha Beta 8.0"
"26","AT&T","April","Alpha Beta II"
"1","AT&T","April","Alpha Beta Pro 12.2"
"1","AT&T","April","Alpha Camera"
"5","AT&T","April","Alpha Express"
"1","AT&T","April","Alpha Mega   "
"3","AT&T","April","Alpha Mega 2"
"3","AT&T","April","Alpha Rugby Pro"
"14","AT&T","April","Alpha S"
"12","AT&T","April","Alpha S II"
"70","AT&T","April","Alpha S III"
"19","AT&T","April","Alpha S III Mini"
"2","AT&T","April","Alpha Tablet"
"6","AT&T","April","Alpha Tablet 2 10.1"
"9","AT&T","April","Alpha Tablet 3 7.0"
"1","AT&T","April","Alpha Tablet 4 10.1"
"8","AT&T","April","Alpha Tablet 4 8.0"
"1","AT&T","April","Alpha Tablet 8.9"
"5","AT&T","April","Alpha Tablet S 10.5"
"1","AT&T","April","Alpha Tablet S 8.4"
"167","AT&T","April","Alpha X 123"
"2","AT&T","April","Alpha X 123 Mini"
"1","AT&T","April","Alpha X 123 Zoom"
"281","AT&T","April","Alpha X 987"
"42","AT&T","April","Alpha X 987 Active"
"1","AT&T","April","Alpha X 987 Mini"
"56","AT&T","April","Alpha Z 7"
"47","AT&T","April","Alpha Z 7 edge"
"45","AT&T","April","Feature Phone"
"34","AT&T","April","Other Smartphone"
"10","AT&T","August","Alpha Beta   "
"44","AT&T","August","Alpha Beta 3"
"12","AT&T","August","Alpha Beta 8.0"
"37","AT&T","August","Alpha Beta II"
"12","AT&T","August","Alpha Express"
"1","AT&T","August","Alpha Mega   "
"2","AT&T","August","Alpha Rugby Pro"
"11","AT&T","August","Alpha S"
"12","AT&T","August","Alpha S II"
"96","AT&T","August","Alpha S III"
"6","AT&T","August","Alpha S III Mini"
"1","AT&T","August","Alpha Tablet"
"2","AT&T","August","Alpha Tablet 2 10.1"
"5","AT&T","August","Alpha Tablet 3 7.0"
"4","AT&T","August","Alpha Tablet 4 10.1"
"148","AT&T","August","Alpha X 123"
"7","AT&T","August","Alpha X 123 Mini"
"2","AT&T","August","Alpha X 123 Zoom"
"94","AT&T","August","Alpha X 987"
"46","AT&T","August","Alpha X 987 Active"
"49","AT&T","August","Feature Phone"
"20","AT&T","August","Other Smartphone"
"8","AT&T","December","Alpha Alpha"
"4","AT&T","December","Alpha Beta   "
"75","AT&T","December","Alpha Beta 3"
"89","AT&T","December","Alpha Beta 4"
"17","AT&T","December","Alpha Beta 4 Edge"
"14","AT&T","December","Alpha Beta 8.0"
"43","AT&T","December","Alpha Beta II"
"3","AT&T","December","Alpha Express"
"3","AT&T","December","Alpha Mega   "
"5","AT&T","December","Alpha Mega 2"
"5","AT&T","December","Alpha Rugby Pro"
"25","AT&T","December","Alpha S"
"13","AT&T","December","Alpha S II"
"94","AT&T","December","Alpha S III"
"6","AT&T","December","Alpha S III Mini"
"1","AT&T","December","Alpha Tablet"
"4","AT&T","December","Alpha Tablet 2 10.1"
"13","AT&T","December","Alpha Tablet 3 7.0"
"1","AT&T","December","Alpha Tablet 4 10.1"
"5","AT&T","December","Alpha Tablet 4 8.0"
"1","AT&T","December","Alpha Tablet 8.9"
"4","AT&T","December","Alpha Tablet S 10.5"
"206","AT&T","December","Alpha X 123"
"3","AT&T","December","Alpha X 123 Mini"
"1","AT&T","December","Alpha X 123 Zoom"
"92","AT&T","December","Alpha X 987"
"39","AT&T","December","Alpha X 987 Active"
"40","AT&T","December","Feature Phone"
"2","AT&T","December","HomeSync"
"28","AT&T","December","Other Smartphone"
"4","AT&T","February","Alpha Alpha"
"3","AT&T","February","Alpha Beta   "
"93","AT&T","February","Alpha Beta 3"
"66","AT&T","February","Alpha Beta 4"
"12","AT&T","February","Alpha Beta 4 Edge"
"9","AT&T","February","Alpha Beta 8.0"
"35","AT&T","February","Alpha Beta II"
"8","AT&T","February","Alpha Express"
"1","AT&T","February","Alpha Gear S"
"4","AT&T","February","Alpha Mega 2"
"4","AT&T","February","Alpha Rugby Pro"
"13","AT&T","February","Alpha S"
"14","AT&T","February","Alpha S II"
"106","AT&T","February","Alpha S III"
"8","AT&T","February","Alpha S III Mini"
"4","AT&T","February","Alpha Tablet 2 10.1"
"9","AT&T","February","Alpha Tablet 3 7.0"
"1","AT&T","February","Alpha Tablet 4 10.1"
"16","AT&T","February","Alpha Tablet 4 8.0"
"1","AT&T","February","Alpha Tablet S 10.5"
"152","AT&T","February","Alpha X 123"
"4","AT&T","February","Alpha X 123 Mini"
"3","AT&T","February","Alpha X 123 Zoom"
"57","AT&T","February","Alpha X 987"
"43","AT&T","February","Alpha X 987 Active"
"38","AT&T","February","Feature Phone"
"29","AT&T","February","Other Smartphone"
"8","AT&T","January","Alpha Alpha"
"18","AT&T","January","Alpha Beta"
"56","AT&T","January","Alpha Beta 3"
"62","AT&T","January","Alpha Beta 4"
"16","AT&T","January","Alpha Beta 4 Edge"
"10","AT&T","January","Alpha Beta 8.0"
"64","AT&T","January","Alpha Beta II"
"1","AT&T","January","Alpha Beta Pro 12.2"
"2","AT&T","January","Alpha Camera"
"8","AT&T","January","Alpha Express"
"7","AT&T","January","Alpha Mega   "
"3","AT&T","January","Alpha Mega 2"
"2","AT&T","January","Alpha Rugby Pro"
"11","AT&T","January","Alpha S"
"33","AT&T","January","Alpha S II"
"146","AT&T","January","Alpha S III"
"12","AT&T","January","Alpha S III Mini"
"4","AT&T","January","Alpha Tablet 2 10.1"
"12","AT&T","January","Alpha Tablet 3 7.0"
"1","AT&T","January","Alpha Tablet 4 10.1"
"3","AT&T","January","Alpha Tablet 4 8.0"
"1","AT&T","January","Alpha Tablet S 8.4"
"219","AT&T","January","Alpha X 123"
"2","AT&T","January","Alpha X 123 Mini"
"1","AT&T","January","Alpha X 123 Zoom"
"72","AT&T","January","Alpha X 987"
"37","AT&T","January","Alpha X 987 Active"
"54","AT&T","January","Feature Phone"
"31","AT&T","January","Other Smartphone"
"14","AT&T","July","Alpha Beta"
"44","AT&T","July","Alpha Beta 3"
"16","AT&T","July","Alpha Beta 8.0"
"37","AT&T","July","Alpha Beta II"
"9","AT&T","July","Alpha Express"
"2","AT&T","July","Alpha Rugby Pro"
"9","AT&T","July","Alpha S"
"30","AT&T","July","Alpha S II"
"117","AT&T","July","Alpha S III"
"9","AT&T","July","Alpha S III Mini"
"1","AT&T","July","Alpha Tablet"
"9","AT&T","July","Alpha Tablet 2 10.1"
"6","AT&T","July","Alpha Tablet 3 7.0"
"1","AT&T","July","Alpha Tablet 4 10.1"
"1","AT&T","July","Alpha Tablet 4 8.0"
"237","AT&T","July","Alpha X 123"
"4","AT&T","July","Alpha X 123 Mini"
"1","AT&T","July","Alpha X 123 Zoom"
"119","AT&T","July","Alpha X 987"
"55","AT&T","July","Alpha X 987 Active"
"54","AT&T","July","Feature Phone"
"20","AT&T","July","Other Smartphone"
"9","AT&T","June","Alpha Beta"
"44","AT&T","June","Alpha Beta 3"
"3","AT&T","June","Alpha Beta 8.0"
"29","AT&T","June","Alpha Beta II"
"1","AT&T","June","Alpha Beta Pro 12.2"
"7","AT&T","June","Alpha Express"
"2","AT&T","June","Alpha Mega   "
"6","AT&T","June","Alpha Rugby Pro"
"10","AT&T","June","Alpha S"
"11","AT&T","June","Alpha S II"
"83","AT&T","June","Alpha S III"
"8","AT&T","June","Alpha S III Mini"
"3","AT&T","June","Alpha Tablet 2 10.1"
"4","AT&T","June","Alpha Tablet 3 7.0"
"2","AT&T","June","Alpha Tablet 4 10.1"
"238","AT&T","June","Alpha X 123"
"3","AT&T","June","Alpha X 123 Mini"
"5","AT&T","June","Alpha X 123 Zoom"
"138","AT&T","June","Alpha X 987"
"50","AT&T","June","Alpha X 987 Active"
"41","AT&T","June","Feature Phone"
"28","AT&T","June","Other Smartphone"
"10","AT&T","March","Alpha Alpha"
"6","AT&T","March","Alpha Beta"
"93","AT&T","March","Alpha Beta 3"
"60","AT&T","March","Alpha Beta 4"
"9","AT&T","March","Alpha Beta 4 Edge"
"7","AT&T","March","Alpha Beta 8.0"
"37","AT&T","March","Alpha Beta II"
"2","AT&T","March","Alpha Beta Pro 12.2"
"1","AT&T","March","Alpha Camera"
"1","AT&T","March","Alpha Exhilarate"
"8","AT&T","March","Alpha Express"
"1","AT&T","March","Alpha Mega   "
"2","AT&T","March","Alpha Mega 2"
"14","AT&T","March","Alpha S"
"10","AT&T","March","Alpha S II"
"111","AT&T","March","Alpha S III"
"10","AT&T","March","Alpha S III Mini"
"1","AT&T","March","Alpha Tablet"
"2","AT&T","March","Alpha Tablet 2 10.1"
"10","AT&T","March","Alpha Tablet 3 7.0"
"27","AT&T","March","Alpha Tablet 4 8.0"
"1","AT&T","March","Alpha Tablet S 10.5"
"118","AT&T","March","Alpha X 123"
"6","AT&T","March","Alpha X 123 Mini"
"3","AT&T","March","Alpha X 123 Zoom"
"90","AT&T","March","Alpha X 987"
"39","AT&T","March","Alpha X 987 Active"
"1","AT&T","March","Alpha X 987 Mini"
"58","AT&T","March","Feature Phone"
"24","AT&T","March","Other Smartphone"
"13","AT&T","May","Alpha Beta   "
"76","AT&T","May","Alpha Beta 3"
"3","AT&T","May","Alpha Beta 8.0"
"24","AT&T","May","Alpha Beta II"
"3","AT&T","May","Alpha Exhilarate"
"1","AT&T","May","Alpha Mega   "
"2","AT&T","May","Alpha Rugby Pro"
"12","AT&T","May","Alpha S"
"9","AT&T","May","Alpha S II"
"63","AT&T","May","Alpha S III"
"12","AT&T","May","Alpha S III Mini"
"4","AT&T","May","Alpha Tablet"
"3","AT&T","May","Alpha Tablet 2 10.1"
"2","AT&T","May","Alpha Tablet 3 7.0"
"1","AT&T","May","Alpha Tablet 8.9"
"222","AT&T","May","Alpha X 123"
"1","AT&T","May","Alpha X 123 Mini"
"2","AT&T","May","Alpha X 123 Zoom"
"166","AT&T","May","Alpha X 987"
"55","AT&T","May","Feature Phone"
"1","AT&T","May","HomeSync"
"28","AT&T","May","Other Smartphone"
"5","AT&T","November","Alpha Alpha"
"6","AT&T","November","Alpha Beta   "
"77","AT&T","November","Alpha Beta 3"
"101","AT&T","November","Alpha Beta 4"
"14","AT&T","November","Alpha Beta 4 Edge"
"11","AT&T","November","Alpha Beta 8.0"
"31","AT&T","November","Alpha Beta II"
"1","AT&T","November","Alpha Beta Pro 12.2"
"1","AT&T","November","Alpha Camera"
"6","AT&T","November","Alpha Express"
"10","AT&T","November","Alpha Mega   "
"4","AT&T","November","Alpha Mega 2"
"3","AT&T","November","Alpha Rugby Pro"
"16","AT&T","November","Alpha S"
"18","AT&T","November","Alpha S II"
"80","AT&T","November","Alpha S III"
"11","AT&T","November","Alpha S III Mini"
"1","AT&T","November","Alpha Tablet"
"3","AT&T","November","Alpha Tablet 2 10.1"
"14","AT&T","November","Alpha Tablet 3 7.0"
"1","AT&T","November","Alpha Tablet 4 10.1"
"2","AT&T","November","Alpha Tablet 8.9"
"3","AT&T","November","Alpha Tablet S 8.4"
"186","AT&T","November","Alpha X 123"
"5","AT&T","November","Alpha X 123 Mini"
"3","AT&T","November","Alpha X 123 Zoom"
"93","AT&T","November","Alpha X 987"
"48","AT&T","November","Alpha X 987 Active"
"51","AT&T","November","Feature Phone"
"16","AT&T","November","Other Smartphone"
"10","AT&T","October","Alpha Alpha"
"11","AT&T","October","Alpha Beta   "
"72","AT&T","October","Alpha Beta 3"
"81","AT&T","October","Alpha Beta 4"
"5","AT&T","October","Alpha Beta 8.0"
"17","AT&T","October","Alpha Beta II"
"1","AT&T","October","Alpha Beta Pro 12.2"
"1","AT&T","October","Alpha Exhilarate"
"4","AT&T","October","Alpha Express"
"5","AT&T","October","Alpha Mega   "
"4","AT&T","October","Alpha Rugby Pro"
"15","AT&T","October","Alpha S"
"19","AT&T","October","Alpha S II"
"86","AT&T","October","Alpha S III"
"10","AT&T","October","Alpha S III Mini"
"4","AT&T","October","Alpha Tablet 2 10.1"
"10","AT&T","October","Alpha Tablet 3 7.0"
"2","AT&T","October","Alpha Tablet 4 8.0"
"6","AT&T","October","Alpha Tablet S 10.5"
"170","AT&T","October","Alpha X 123"
"3","AT&T","October","Alpha X 123 Mini"
"101","AT&T","October","Alpha X 987"
"50","AT&T","October","Alpha X 987 Active"
"45","AT&T","October","Feature Phone"
"25","AT&T","October","Other Smartphone"
"12","AT&T","September","Alpha Beta"
"35","AT&T","September","Alpha Beta 3"
"8","AT&T","September","Alpha Beta 8.0"
"25","AT&T","September","Alpha Beta II"
"1","AT&T","September","Alpha Beta Pro 12.2"
"2","AT&T","September","Alpha Exhilarate"
"3","AT&T","September","Alpha Express"
"11","AT&T","September","Alpha Mega   "
"2","AT&T","September","Alpha Rugby Pro"
"17","AT&T","September","Alpha S"
"11","AT&T","September","Alpha S II"
"66","AT&T","September","Alpha S III"
"6","AT&T","September","Alpha S III Mini"
"7","AT&T","September","Alpha Tablet 2 10.1"
"4","AT&T","September","Alpha Tablet 3 7.0"
"3","AT&T","September","Alpha Tablet 4 10.1"
"2","AT&T","September","Alpha Tablet 4 8.0"
"1","AT&T","September","Alpha Tablet S 10.5"
"174","AT&T","September","Alpha X 123"
"6","AT&T","September","Alpha X 123 Mini"
"91","AT&T","September","Alpha X 987"
"41","AT&T","September","Alpha X 987 Active"
"49","AT&T","September","Feature Phone"
"28","AT&T","September","Other Smartphone"
"2","BOOST MOBILE","April","Alpha Prevail"
"19","BOOST MOBILE","April","Alpha S II"
"25","BOOST MOBILE","April","Alpha S III"
"4","BOOST MOBILE","April","Alpha X 987"
"1","BOOST MOBILE","April","Feature Phone"
"24","BOOST MOBILE","April","Other Smartphone"
"1","BOOST MOBILE","August","Alpha Prevail"
"10","BOOST MOBILE","August","Alpha S II"
"7","BOOST MOBILE","August","Alpha S III"
"3","BOOST MOBILE","August","Alpha X 987"
"3","BOOST MOBILE","August","Feature Phone"
"28","BOOST MOBILE","August","Other Smartphone"
"3","BOOST MOBILE","December","Alpha Prevail"
"12","BOOST MOBILE","December","Alpha S II"
"9","BOOST MOBILE","December","Alpha S III"
"3","BOOST MOBILE","December","Alpha X 987"
"4","BOOST MOBILE","December","Feature Phone"
"38","BOOST MOBILE","December","Other Smartphone"
"4","BOOST MOBILE","February","Alpha Prevail"
"7","BOOST MOBILE","February","Alpha S II"
"21","BOOST MOBILE","February","Alpha S III"
"6","BOOST MOBILE","February","Alpha X 987"
"2","BOOST MOBILE","February","Feature Phone"
"45","BOOST MOBILE","February","Other Smartphone"
"5","BOOST MOBILE","January","Alpha Prevail"
"12","BOOST MOBILE","January","Alpha S II"
"7","BOOST MOBILE","January","Alpha S III"
"1","BOOST MOBILE","January","Alpha X 987"
"7","BOOST MOBILE","January","Feature Phone"
"41","BOOST MOBILE","January","Other Smartphone"
"2","BOOST MOBILE","July","Alpha Prevail"
"23","BOOST MOBILE","July","Alpha S II"
"20","BOOST MOBILE","July","Alpha S III"
"3","BOOST MOBILE","July","Alpha X 987"
"43","BOOST MOBILE","July","Other Smartphone"
"3","BOOST MOBILE","June","Alpha Prevail"
"16","BOOST MOBILE","June","Alpha S II"
"19","BOOST MOBILE","June","Alpha S III"
"3","BOOST MOBILE","June","Alpha X 987"
"1","BOOST MOBILE","June","Feature Phone"
"35","BOOST MOBILE","June","Other Smartphone"
"9","BOOST MOBILE","March","Alpha S II"
"16","BOOST MOBILE","March","Alpha S III"
"3","BOOST MOBILE","March","Alpha X 987"
"4","BOOST MOBILE","March","Feature Phone"
"42","BOOST MOBILE","March","Other Smartphone"
"3","BOOST MOBILE","May","Alpha Prevail"
"15","BOOST MOBILE","May","Alpha S II"
"13","BOOST MOBILE","May","Alpha S III"
"8","BOOST MOBILE","May","Alpha X 987"
"4","BOOST MOBILE","May","Feature Phone"
"52","BOOST MOBILE","May","Other Smartphone"
"9","BOOST MOBILE","November","Alpha Prevail"
"12","BOOST MOBILE","November","Alpha S II"
"13","BOOST MOBILE","November","Alpha S III"
"4","BOOST MOBILE","November","Alpha X 987"
"4","BOOST MOBILE","November","Feature Phone"
"49","BOOST MOBILE","November","Other Smartphone"
"4","BOOST MOBILE","October","Alpha Prevail"
"18","BOOST MOBILE","October","Alpha S II"
"9","BOOST MOBILE","October","Alpha S III"
"2","BOOST MOBILE","October","Alpha X 987"
"8","BOOST MOBILE","October","Feature Phone"
"42","BOOST MOBILE","October","Other Smartphone"
"8","BOOST MOBILE","September","Alpha S II"
"14","BOOST MOBILE","September","Alpha S III"
"3","BOOST MOBILE","September","Alpha X 987"
"4","BOOST MOBILE","September","Feature Phone"
"45","BOOST MOBILE","September","Other Smartphone"
"14","CRICKET","April","Alpha S III"
"6","CRICKET","April","Alpha X 123"
"1","CRICKET","April","Feature Phone"
"4","CRICKET","April","Other Smartphone"
"2","CRICKET","August","Alpha Indulge"
"8","CRICKET","August","Alpha S III"
"12","CRICKET","August","Alpha X 123"
"3","CRICKET","August","Feature Phone"
"3","CRICKET","August","Other Smartphone"
"10","CRICKET","December","Alpha S III"
"10","CRICKET","December","Alpha X 123"
"1","CRICKET","December","Feature Phone"
"2","CRICKET","December","Other Smartphone"
"22","CRICKET","February","Alpha S III"
"12","CRICKET","February","Alpha X 123"
"3","CRICKET","February","Feature Phone"
"1","CRICKET","February","Other Smartphone"
"20","CRICKET","January","Alpha S III"
"10","CRICKET","January","Alpha X 123"
"3","CRICKET","January","Feature Phone"
"2","CRICKET","January","Other Smartphone"
"11","CRICKET","July","Alpha S III"
"11","CRICKET","July","Alpha X 123"
"4","CRICKET","July","Feature Phone"
"2","CRICKET","July","Other Smartphone"
"18","CRICKET","June","Alpha S III"
"13","CRICKET","June","Alpha X 123"
"4","CRICKET","June","Feature Phone"
"2","CRICKET","June","Other Smartphone"
"12","CRICKET","March","Alpha S III"
"9","CRICKET","March","Alpha X 123"
"5","CRICKET","March","Feature Phone"
"1","CRICKET","March","Other Smartphone"
"15","CRICKET","May","Alpha S III"
"11","CRICKET","May","Alpha X 123"
"1","CRICKET","May","Other Smartphone"
"6","CRICKET","November","Alpha S III"
"9","CRICKET","November","Alpha X 123"
"1","CRICKET","November","Feature Phone"
"2","CRICKET","November","Other Smartphone"
"7","CRICKET","October","Alpha S III"
"7","CRICKET","October","Alpha X 123"
"2","CRICKET","October","Feature Phone"
"5","CRICKET","October","Other Smartphone"
"9","CRICKET","September","Alpha S III"
"12","CRICKET","September","Alpha X 123"
"3","CRICKET","September","Feature Phone"
"4","CRICKET","September","Other Smartphone"
"2","CSPIRE","August","Alpha X 123"
"3","CSPIRE","December","Alpha X 123"
"4","CSPIRE","February","Alpha X 123"
"2","CSPIRE","January","Alpha X 123"
"1","CSPIRE","July","Alpha X 123"
"1","CSPIRE","June","Alpha X 123"
"3","CSPIRE","March","Alpha X 123"
"3","CSPIRE","May","Alpha X 123"
"1","CSPIRE","October","Alpha X 123"
"1","GENERIC CDMA","April","Alpha X 123"
"1","GENERIC CDMA","August","Alpha X 123"
"2","GENERIC CDMA","December","Alpha X 123"
"2","GENERIC CDMA","January","Alpha X 123"
"2","GENERIC CDMA","July","Alpha X 123"
"3","GENERIC CDMA","June","Alpha X 123"
"1","GENERIC CDMA","March","Alpha X 123"
"2","GENERIC CDMA","May","Alpha X 123"
"3","GENERIC CDMA","November","Alpha X 123"
"2","GENERIC CDMA","October","Alpha X 123"
"1","GENERIC CDMA","September","Alpha X 123"
"1","METRO PCS","April","Alpha Indulge"
"11","METRO PCS","April","Alpha S III"
"3","METRO PCS","April","Feature Phone"
"2","METRO PCS","April","Other Smartphone"
"3","METRO PCS","August","Alpha S III"
"3","METRO PCS","August","Feature Phone"
"1","METRO PCS","December","Alpha Attain"
"27","METRO PCS","December","Alpha S III"
"3","METRO PCS","December","Feature Phone"
"2","METRO PCS","December","Other Smartphone"
"1","METRO PCS","February","Alpha Attain"
"2","METRO PCS","February","Alpha Indulge"
"12","METRO PCS","February","Alpha S III"
"7","METRO PCS","February","Feature Phone"
"1","METRO PCS","February","Other Smartphone"
"13","METRO PCS","January","Alpha S III"
"4","METRO PCS","January","Feature Phone"
"4","METRO PCS","January","Other Smartphone"
"2","METRO PCS","July","Alpha Indulge"
"10","METRO PCS","July","Alpha S III"
"2","METRO PCS","July","Feature Phone"
"1","METRO PCS","July","Other Smartphone"
"1","METRO PCS","June","Alpha Attain"
"2","METRO PCS","June","Alpha Indulge"
"16","METRO PCS","June","Alpha S III"
"6","METRO PCS","June","Feature Phone"
"1","METRO PCS","June","Other Smartphone"
"21","METRO PCS","March","Alpha S III"
"5","METRO PCS","March","Feature Phone"
"2","METRO PCS","March","Other Smartphone"
"2","METRO PCS","May","Alpha Attain"
"9","METRO PCS","May","Alpha S III"
"7","METRO PCS","May","Feature Phone"
"4","METRO PCS","May","Other Smartphone"
"1","METRO PCS","November","Alpha Attain"
"1","METRO PCS","November","Alpha Indulge"
"13","METRO PCS","November","Alpha S III"
"6","METRO PCS","November","Feature Phone"
"2","METRO PCS","November","Other Smartphone"
"6","METRO PCS","October","Alpha S III"
"7","METRO PCS","October","Feature Phone"
"1","METRO PCS","October","Other Smartphone"
"1","METRO PCS","September","Alpha Attain"
"1","METRO PCS","September","Alpha Indulge"
"5","METRO PCS","September","Alpha S III"
"3","METRO PCS","September","Feature Phone"
"3","METRO PCS","September","Other Smartphone"
"432","N/A","April","N/A"
"323","N/A","August","N/A"
"498","N/A","December","N/A"
"510","N/A","February","N/A"
"459","N/A","January","N/A"
"290","N/A","July","N/A"
"390","N/A","June","N/A"
"533","N/A","March","N/A"
"350","N/A","May","N/A"
"465","N/A","November","N/A"
"458","N/A","October","N/A"
"331","N/A","September","N/A"
"2","OPEN/GENERIC GSM","August","Alpha Theta"
"2","OPEN/GENERIC GSM","December","Alpha Theta"
"2","OPEN/GENERIC GSM","February","Alpha Theta"
"1","OPEN/GENERIC GSM","January","Alpha Theta"
"2","OPEN/GENERIC GSM","July","Alpha Theta"
"2","OPEN/GENERIC GSM","June","Alpha Theta"
"48","Other","April","Alpha Beta 10.1"
"15","Other","April","Alpha Beta 10.1 2014 Edition"
"18","Other","April","Alpha Beta 8.0"
"7","Other","April","Alpha Beta Pro 12.2"
"2","Other","April","Alpha Camera"
"1","Other","April","Alpha Gear"
"1","Other","April","Alpha S II"
"8","Other","April","Alpha S III"
"2","Other","April","Alpha S4 Mini"
"2","Other","April","Alpha Showcase"
"2","Other","April","Alpha Tablet"
"7","Other","April","Alpha Tablet 10.1"
"86","Other","April","Alpha Tablet 2 10.1"
"102","Other","April","Alpha Tablet 2 7.0"
"36","Other","April","Alpha Tablet 3 10.1"
"47","Other","April","Alpha Tablet 3 7.0"
"7","Other","April","Alpha Tablet 3 7.0 Kids"
"15","Other","April","Alpha Tablet 3 8.0"
"3","Other","April","Alpha Tablet 3 Best Buy"
"5","Other","April","Alpha Tablet 3 Garnet Red"
"12","Other","April","Alpha Tablet 3 Lite"
"14","Other","April","Alpha Tablet 4 10.1"
"42","Other","April","Alpha Tablet 4 7.0"
"6","Other","April","Alpha Tablet 4 8.0"
"16","Other","April","Alpha Tablet Pro 10.1"
"10","Other","April","Alpha Tablet Pro 12.2"
"17","Other","April","Alpha Tablet Pro 8.4"
"26","Other","April","Alpha Tablet S 10.5"
"8","Other","April","Alpha Tablet S 8.4"
"5","Other","April","Feature Phone"
"1","Other","April","Google Theta 10"
"2","Other","April","Other Smartphone"
"46","Other","August","Alpha Beta 10.1"
"9","Other","August","Alpha Beta 10.1 2014 Edition"
"32","Other","August","Alpha Beta 8.0"
"5","Other","August","Alpha Beta Pro 12.2"
"4","Other","August","Alpha Camera"
"4","Other","August","Alpha Gear"
"3","Other","August","Alpha S II"
"5","Other","August","Alpha S III"
"1","Other","August","Alpha S4 Mini"
"1","Other","August","Alpha Showcase"
"3","Other","August","Alpha Tablet"
"16","Other","August","Alpha Tablet 10.1"
"72","Other","August","Alpha Tablet 2 10.1"
"1","Other","August","Alpha Tablet 2 10.1 Student Edition"
"104","Other","August","Alpha Tablet 2 7.0"
"30","Other","August","Alpha Tablet 3 10.1"
"52","Other","August","Alpha Tablet 3 7.0"
"4","Other","August","Alpha Tablet 3 7.0 Kids"
"27","Other","August","Alpha Tablet 3 8.0"
"4","Other","August","Alpha Tablet 3 Best Buy"
"15","Other","August","Alpha Tablet 3 Lite"
"21","Other","August","Alpha Tablet 4 10.1"
"41","Other","August","Alpha Tablet 4 7.0"
"13","Other","August","Alpha Tablet 4 8.0"
"1","Other","August","Alpha Tablet 8.9"
"2","Other","August","Alpha Tablet Pro 10.1"
"9","Other","August","Alpha Tablet Pro 12.2"
"11","Other","August","Alpha Tablet Pro 8.4"
"18","Other","August","Alpha Tablet S 10.5"
"10","Other","August","Alpha Tablet S 8.4"
"1","Other","December","All-Share Cast Hub"
"103","Other","December","Alpha Beta 10.1"
"80","Other","December","Alpha Beta 10.1 2014 Edition"
"42","Other","December","Alpha Beta 8.0"
"13","Other","December","Alpha Beta Pro 12.2"
"2","Other","December","Alpha Camera"
"1","Other","December","Alpha Gear"
"2","Other","December","Alpha Gear 2 Neo"
"2","Other","December","Alpha Gear Fit"
"1","Other","December","Alpha Gear Live"
"7","Other","December","Alpha S III"
"1","Other","December","Alpha Showcase"
"5","Other","December","Alpha Tablet"
"11","Other","December","Alpha Tablet 10.1"
"164","Other","December","Alpha Tablet 2 10.1"
"293","Other","December","Alpha Tablet 2 7.0"
"195","Other","December","Alpha Tablet 3 10.1"
"239","Other","December","Alpha Tablet 3 7.0"
"38","Other","December","Alpha Tablet 3 7.0 Kids"
"74","Other","December","Alpha Tablet 3 8.0"
"8","Other","December","Alpha Tablet 3 Best Buy"
"2","Other","December","Alpha Tablet 3 Garnet Red"
"48","Other","December","Alpha Tablet 3 Lite"
"133","Other","December","Alpha Tablet 4 10.1"
"187","Other","December","Alpha Tablet 4 7.0"
"37","Other","December","Alpha Tablet 4 8.0"
"2","Other","December","Alpha Tablet 8.9"
"4","Other","December","Alpha Tablet Pro 10.1"
"17","Other","December","Alpha Tablet Pro 12.2"
"40","Other","December","Alpha Tablet Pro 8.4"
"64","Other","December","Alpha Tablet S 10.5"
"21","Other","December","Alpha Tablet S 8.4"
"5","Other","December","Feature Phone"
"1","Other","December","Other Smartphone"
"51","Other","February","Alpha Beta 10.1"
"44","Other","February","Alpha Beta 10.1 2014 Edition"
"29","Other","February","Alpha Beta 8.0"
"10","Other","February","Alpha Beta Pro 12.2"
"1","Other","February","Alpha Camera"
"1","Other","February","Alpha Gear 2"
"1","Other","February","Alpha Gear Fit"
"1","Other","February","Alpha S II"
"11","Other","February","Alpha S III"
"2","Other","February","Alpha S4 Mini"
"1","Other","February","Alpha Showcase"
"2","Other","February","Alpha Tablet"
"8","Other","February","Alpha Tablet 10.1"
"66","Other","February","Alpha Tablet 2 10.1"
